,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,workclass_num,marital_num,race_num,sex_num,rel_num,over50K
14104,24,Private,179423,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
14105,58,State-gov,123329,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K,1,3,0,0,0,0
14106,41,Private,134130,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,0,4,0,1,1,1
14107,53,Private,188644,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K,0,4,0,1,1,0
14108,40,Private,226388,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,0,4,1,1,1,0
14109,18,Private,28648,11th,7,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
14110,37,State-gov,34996,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,1,2,0,0,0,0
14111,43,Private,281422,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,45,United-States,<=50K,0,3,1,0,0,0
14112,22,Private,214716,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
14113,28,Private,314177,10th,6,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K,0,3,1,1,0,0
14114,51,Private,112310,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,0,1,0,0,0,0
14115,63,Private,203783,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,72,United-States,<=50K,0,1,0,0,0,0
14116,29,Private,205499,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K,0,4,0,1,1,0
14117,44,Private,155701,7th-8th,4,Separated,Other-service,Unmarried,White,Female,0,0,38,Peru,<=50K,0,2,0,0,0,0
14118,37,State-gov,186934,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,1,4,0,1,1,0
14119,62,Federal-gov,209433,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,2,4,1,1,1,0
14120,31,Private,80933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K,0,4,0,1,1,0
14121,20,Private,102607,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K,0,3,0,1,0,0
14122,24,Self-emp-not-inc,102942,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K,3,3,0,0,0,0
14123,56,State-gov,175057,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,1,4,0,1,1,0
14124,36,Federal-gov,68781,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K,2,4,0,1,1,0
14125,29,Private,108594,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14126,39,Private,56269,Some-college,10,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,0,3,1,1,0,0
14127,29,Private,152503,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,45,United-States,<=50K,0,3,1,1,0,0
14128,38,Self-emp-inc,206951,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,4,4,0,1,1,0
14129,23,Private,82393,9th,5,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,20,Philippines,<=50K,0,3,2,1,0,0
14130,37,Private,167396,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Guatemala,<=50K,0,4,0,1,1,0
14131,30,Self-emp-not-inc,123397,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,3,1,0,0,0,0
14133,42,Private,118652,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14134,46,Private,182689,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14135,41,Self-emp-inc,60949,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,<=50K,4,1,0,1,0,0
14136,49,Private,129513,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,0,4,0,1,1,1
14137,37,Private,84306,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14138,31,Private,117507,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,3,0,1,0,0
14139,22,Private,88050,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,6,United-States,<=50K,0,4,2,1,1,0
14140,22,Private,305498,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,33,United-States,<=50K,0,1,0,0,0,0
14141,17,Private,295308,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,20,United-States,<=50K,0,3,0,0,0,0
14142,47,Private,114459,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,0,4,0,1,1,1
14143,17,Private,176017,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,15,United-States,<=50K,0,3,0,1,0,0
14144,39,Private,248445,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,0,4,0,1,1,0
14145,23,Private,214542,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K,0,3,0,1,0,0
14146,41,Private,384508,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
14147,36,Federal-gov,403489,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,2,4,0,1,1,1
14148,21,Private,254904,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,3,0,0,0,0
14149,33,Private,98995,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,36,United-States,<=50K,0,1,0,0,0,0
14151,41,Private,193995,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K,0,3,0,1,0,0
14152,19,Private,205829,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,0,3,0,0,0,0
14153,38,Federal-gov,205852,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,>50K,2,3,0,1,0,1
14154,24,Private,37072,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14155,39,State-gov,122353,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,1,4,0,1,1,1
14156,19,Private,100009,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K,0,3,0,0,0,0
14158,42,Private,135056,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0,4,0,0,1,0
14159,36,Private,135162,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,45,?,<=50K,0,3,0,1,0,0
14160,29,Private,280618,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14161,17,Private,226717,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K,0,3,0,1,0,0
14162,47,Local-gov,173938,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,5,4,0,1,1,1
14163,24,Private,291355,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K,0,1,0,0,0,0
14164,61,Federal-gov,160155,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,2,4,0,1,1,1
14165,40,Self-emp-not-inc,29762,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,3,4,0,1,1,0
14167,59,Private,172071,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,38,Jamaica,<=50K,0,4,1,0,1,0
14168,29,Private,166210,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,55,United-States,<=50K,0,1,0,1,0,0
14169,26,Private,330263,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,2,0,1,0,0
14170,46,Private,247043,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
14171,56,Federal-gov,155238,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,2,4,0,1,1,1
14172,25,Private,130557,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
14173,17,Private,56986,12th,8,Never-married,Sales,Own-child,White,Female,0,0,18,United-States,<=50K,0,3,0,0,0,0
14174,29,Private,220692,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,3,1,0,0,0
14175,23,Private,121650,5th-6th,3,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,30,United-States,<=50K,0,3,0,1,0,0
14176,67,Private,174603,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,3,0,0,0,0
14177,29,Private,341846,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,3,0,0,0,0
14178,32,Private,34437,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14179,34,Private,141058,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,62,Mexico,<=50K,0,4,0,1,1,0
14180,49,Private,192323,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14181,54,Self-emp-not-inc,117674,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,?,<=50K,3,1,0,1,0,0
14182,39,Private,28572,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,1,0,1,0,0
14183,41,Private,120277,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14184,31,Private,164309,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,0,1,0,0,0,0
14185,47,Federal-gov,102771,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,2,4,0,1,1,1
14186,27,Private,147951,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,1,United-States,<=50K,0,3,0,1,0,0
14187,44,Private,173888,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K,0,4,0,1,1,1
14188,25,Private,247006,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,4,0,1,1,0
14189,23,Private,82889,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K,0,3,0,0,0,0
14190,52,Private,259363,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,0,4,0,1,1,1
14191,62,Federal-gov,159165,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K,2,0,0,0,0,0
14192,31,Private,112062,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
14193,19,Private,299050,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,0,4,0,1,1,0
14195,53,Private,548580,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,<=50K,0,4,0,1,1,0
14196,25,Private,234057,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
14197,45,Private,241350,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14198,49,Private,278322,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
14199,42,Private,157443,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,27,Taiwan,>50K,0,4,2,0,1,1
14200,44,Self-emp-not-inc,37618,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,3,4,0,1,1,1
14201,56,Local-gov,238582,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,>50K,5,4,0,1,1,1
14202,37,State-gov,28887,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1,4,0,1,1,1
14203,37,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,0,4,0,1,1,1
14204,22,Private,110946,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
14205,34,Local-gov,230420,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,5,4,0,1,1,1
14206,36,Private,206521,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14208,28,Local-gov,283227,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,<=50K,5,4,0,1,1,0
14209,28,Private,141957,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0,4,0,1,1,0
14210,36,Private,58337,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,35,?,<=50K,0,3,0,0,0,0
14211,73,Local-gov,161027,5th-6th,3,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,<=50K,5,4,0,1,1,0
14212,37,Self-emp-not-inc,31670,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,3,4,0,1,1,0
14213,24,Private,205844,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,0,0,65,United-States,<=50K,0,3,1,0,0,0
14214,30,State-gov,46144,HS-grad,9,Married-AF-spouse,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K,1,4,0,0,0,0
14215,38,Private,168055,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14216,50,Private,98350,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K,0,4,2,1,1,1
14218,42,Private,334522,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,0,4,1,1,1,0
14219,54,State-gov,187686,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,1,1,0,0,0,0
14220,27,State-gov,365916,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States,<=50K,1,3,0,0,0,0
14221,39,Private,190719,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,1,0,1,0,0
14222,27,Private,218184,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K,0,3,1,0,0,0
14223,30,Private,222162,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,United-States,<=50K,0,4,0,1,1,0
14224,37,Private,267085,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14225,50,Federal-gov,307555,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K,2,1,0,1,0,1
14226,36,Private,229180,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,Cuba,<=50K,0,1,0,0,0,0
14227,22,Private,279041,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,10,United-States,<=50K,0,3,1,1,0,0
14228,21,Private,312017,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14229,76,Private,70697,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,0,0,0,0,0,0
14231,37,Private,188774,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14232,34,Private,302770,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0,4,0,1,1,0
14233,29,Private,183639,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,97,United-States,<=50K,0,4,0,1,1,0
14234,29,Private,178551,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14235,28,Private,175343,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14236,73,Self-emp-not-inc,190078,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,3,4,0,1,1,0
14237,43,Private,117627,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,1,1,0,0,0
14238,39,Private,108419,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14239,74,Private,183701,10th,6,Widowed,Other-service,Not-in-family,Black,Female,0,0,6,United-States,<=50K,0,0,1,0,0,0
14240,27,State-gov,208406,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,1,3,0,1,0,0
14241,47,Private,148884,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,0,4,0,1,1,0
14242,90,Private,87285,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K,0,3,0,0,0,0
14243,47,Private,199058,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,0,4,0,1,1,1
14244,42,Private,173628,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
14245,69,Private,370837,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,1,0,1,0,0
14247,23,Private,342769,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K,0,3,0,0,0,0
14248,44,Local-gov,65145,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,5,4,0,1,1,0
14249,47,Local-gov,272182,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,5,3,1,1,0,0
14250,33,Private,252168,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0,3,1,1,0,0
14251,48,Private,80430,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,3,0,0,0,0
14252,39,Private,189623,Bachelors,13,Divorced,Sales,Unmarried,White,Male,0,0,60,United-States,<=50K,0,1,0,1,0,0
14254,52,Private,226084,HS-grad,9,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0
14255,18,Private,150817,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,3,0,0,0,0
14256,27,Self-emp-inc,190911,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K,4,3,0,1,0,0
14257,45,Local-gov,255559,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,5,3,0,0,0,0
14259,24,Private,173679,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,0,4,0,1,1,0
14260,25,Private,35854,Some-college,10,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0,5,0,0,0,0
14261,42,Self-emp-not-inc,82161,10th,6,Widowed,Transport-moving,Unmarried,White,Male,0,0,35,United-States,<=50K,3,0,0,1,0,0
14262,63,Self-emp-not-inc,129845,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,3,4,0,1,1,0
14263,40,Private,226505,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,46,United-States,>50K,0,4,0,0,1,1
14264,42,Private,136419,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,0,4,0,1,1,1
14265,42,Private,66460,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,0,1,0,0,0,0
14266,63,Local-gov,379940,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,5,4,0,1,1,1
14267,37,Local-gov,102936,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K,5,1,0,0,0,0
14268,65,Private,205309,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,20,United-States,<=50K,0,4,0,1,1,0
14270,46,Private,137547,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,1,3,1,0,0
14271,23,Private,220168,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,25,Jamaica,<=50K,0,3,1,0,0,0
14272,47,Local-gov,37672,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,<=50K,5,4,0,0,1,0
14273,20,Private,196643,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,0,3,0,1,0,0
14275,28,Private,197484,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14276,61,Local-gov,115023,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,5,4,0,1,1,0
14277,30,State-gov,234824,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,72,United-States,<=50K,1,4,0,0,1,0
14278,30,State-gov,361497,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K,1,4,0,1,1,1
14279,29,Private,351871,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,0,3,0,1,0,1
14280,39,Private,324231,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0,1,0,0,0
14281,23,Private,123490,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,0,1,0,0,0,0
14282,32,Private,188245,11th,7,Never-married,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,3,1,0,0,0
14283,63,Private,50349,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K,0,0,0,0,0,0
14284,19,Self-emp-not-inc,47176,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,15,United-States,<=50K,3,3,0,0,0,0
14285,57,State-gov,290661,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K,1,1,0,1,0,1
14286,41,Private,221172,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,4,0,1,1,1
14287,23,Private,188950,Assoc-voc,11,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,3,0,1,0,0
14288,30,Private,356882,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K,0,3,0,1,0,0
14289,43,Self-emp-inc,150533,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,4,4,0,1,1,0
14290,64,Self-emp-not-inc,167149,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K,3,4,0,1,1,0
14291,56,Private,301835,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,2,0,1,0,0
14292,32,Private,313729,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,4,0,1,1,0
14293,55,Private,130957,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,4,0,1,1,0
14294,17,Private,197732,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K,0,3,0,0,0,0
14295,17,Private,250541,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K,0,3,1,1,0,0
14296,29,Private,218785,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,65,United-States,<=50K,0,4,0,0,1,0
14298,37,Private,194630,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,1,0,1,0,0
14299,39,Private,38721,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,22,United-States,<=50K,0,1,0,0,0,0
14300,36,Private,201519,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,0,4,0,0,1,1
14301,50,Private,279337,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K,0,1,0,1,0,1
14302,31,Private,87560,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,3,0,0,0,0
14303,56,Private,208431,Some-college,10,Widowed,Exec-managerial,Not-in-family,Black,Female,0,0,32,United-States,<=50K,0,0,1,0,0,0
14304,20,Private,163205,Some-college,10,Separated,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,0,2,0,0,0,0
14305,33,State-gov,137616,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,35,United-States,<=50K,1,3,1,0,0,0
14306,45,Private,117556,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,32,United-States,<=50K,0,1,1,0,0,0
14307,33,Self-emp-not-inc,24504,HS-grad,9,Separated,Craft-repair,Other-relative,White,Male,0,0,50,United-States,<=50K,3,2,0,1,0,0
14309,36,Private,181721,10th,6,Never-married,Farming-fishing,Own-child,Black,Male,0,0,60,United-States,<=50K,0,3,1,1,0,0
14310,42,Local-gov,55363,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K,5,4,0,1,1,1
14311,33,Private,92865,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,3,0,0,0,0
14312,19,Private,258633,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,?,<=50K,0,3,0,0,0,0
