fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11.27,1.09,0.86,2.6,0.084,21.0,75.0,0.99,3.35,1.41,9.7,5
9.9,0.49,0.58,3.5,0.56,9.0,244.7,1.0,3.29,0.58,9.63,5
7.9,0.59,0.17,2.6,0.02,26.2,186.81,1.0,3.4,0.53,9.5,5
6.86,0.595,0.41,3.01,0.086,47.53,109.0,0.99,3.9,1.36,9.3,5
15.33,0.83,0.09,2.0,0.13,28.05,24.0,0.9994,3.2,0.47,9.3,6
11.9,0.58,0.26,8.94,0.02,5.0,124.1,1.0,3.09,0.63,10.0,6
15.34,1.0,0.8,2.1,0.56,46.89,226.2,0.9967,3.2,0.88,12.51,6
12.7,0.59,0.08,2.3,0.37,40.37,22.0,1.0,3.88,0.7,9.3,6
8.2,0.915,0.27,2.1,0.08800000000000001,7.0,23.0,0.9962,2.99,0.47,11.89,4
13.2,0.46,0.52,11.0,0.071,12.0,205.99,1.0006,3.92,1.09,12.36,6
7.7,0.59,0.32,2.6,0.081,6.0,158.44,0.9975,3.3,1.88,9.3,5
13.41,0.46,0.52,6.96,0.48,12.0,230.25,1.0006,3.1,0.56,10.93,6
8.3,1.52,0.13,13.18,0.096,14.0,125.31,0.9984,3.7,0.62,11.94,6
6.83,0.75,0.44,5.11,0.085,30.49,24.0,0.99,3.61,0.59,11.73,6
10.96,0.41,0.79,4.6,0.4,3.8,246.03,0.9973,3.87,0.47,12.2,7
8.8,1.29,0.41,6.14,0.18,26.0,170.97,0.9982,3.31,0.53,10.5,6
9.68,0.65,0.37,5.1,0.11,11.0,228.38,1.0,3.32,0.64,10.4,6
6.3,0.36,0.19,3.2,0.075,15.0,39.0,0.9956,3.56,0.52,13.13,6
8.8,0.67,0.54,2.5,0.56,40.63,238.93,0.9983,3.23,0.84,12.37,5
13.2,0.12,0.55,10.12,0.53,28.32,16.0,1.0,3.49,0.54,11.06,5
7.5,0.64,0.77,2.4,0.077,5.86,110.66,0.9965,3.32,0.6,10.0,6
8.2,1.51,0.38,10.87,0.058,10.0,29.0,0.9962,2.93,0.74,9.8,5
14.46,0.85,0.92,2.2,0.19,58.26,103.0,0.99,2.78,1.36,13.75,6
9.6,0.6,0.5,12.84,0.32,58.18,71.0,1.0,3.5,1.12,9.7,5
13.11,1.37,0.86,13.89,0.079,28.0,115.51,0.9997,3.5,0.57,9.7,5
11.5,0.31,0.4,2.2,0.079,39.02,28.0,1.0,3.07,0.93,9.8,6
11.4,0.46,0.5,10.45,0.122,6.0,95.96,1.0,3.13,0.7,12.72,5
6.97,0.8,0.1,10.42,0.59,2.97,19.43,0.9988,3.16,0.8,9.3,5
8.3,0.54,0.1,3.83,0.41,12.09,112.0,1.0,2.82,0.61,9.4,5
13.37,0.56,0.23,4.92,0.16,14.0,104.0,0.9976,3.73,0.62,9.4,5
10.0,1.57,0.7,8.42,0.29,50.13,32.0,0.9974,3.13,0.55,9.5,5
7.9,1.54,0.25,2.9,0.12,21.0,73.42,0.9974,3.49,0.96,13.66,6
6.8,0.39,0.0,5.6,0.124,21.0,58.0,0.99,3.46,0.72,14.47,5
6.8,0.69,0.0,5.6,0.23,21.0,58.0,1.0,3.62,0.72,10.2,5
8.8,1.39,0.97,6.26,0.3,5.0,15.0,1.0,3.46,0.92,9.1,5
8.8,0.6,0.54,2.2,0.41,5.0,15.0,0.9988,3.36,0.49,9.1,5
14.28,0.54,0.26,2.5,0.34,40.37,114.05,0.99,3.05,0.6,9.3,6
12.02,0.685,0.23,2.3,0.03,61.23,84.0,1.0,2.75,0.61,11.47,5
8.7,0.54,0.41,13.12,0.52,7.0,31.0,0.9976,3.27,1.28,12.02,6
14.05,0.89,0.92,2.7,0.105,5.0,19.0,1.0,3.25,0.63,9.5,5
7.17,0.41,0.28,11.11,0.087,21.0,43.0,1.0,3.32,0.57,10.5,6
10.1,0.935,0.22,3.4,0.105,12.57,86.0,1.001,3.94,2.0,11.3,4
7.9,0.18,0.93,1.84,0.073,46.0,280.98,0.99,3.27,0.72,9.5,5
8.7,0.84,0.19,5.49,0.06,66.01,33.0,0.9954,3.09,0.72,13.65,5
8.54,0.62,0.28,14.79,0.086,58.95,147.0,0.9979,3.24,0.62,9.4,5
9.17,0.885,0.27,2.3,0.45,31.0,145.0,0.99,3.24,0.52,9.89,5
7.7,0.915,0.12,2.2,0.14300000000000002,69.82,23.0,0.99,3.35,0.66,11.33,7
8.9,0.35,0.89,1.9,0.067,25.0,140.9,0.997,3.01,0.63,12.69,6
9.9,0.87,0.45,10.2,0.071,50.78,40.0,0.99,3.39,1.03,9.4,5
9.09,1.28,0.44,2.3,0.33,40.17,211.61,0.9992,3.46,0.63,9.5,5
4.94,0.54,0.45,6.17,0.071,16.0,40.0,1.0,3.72,1.55,9.4,5
9.5,0.42,0.35,2.24,0.071,63.05,68.0,0.99,3.46,0.63,9.5,5
9.9,0.76,0.45,2.3,0.36,57.29,65.81,0.99,3.39,0.62,9.4,5
12.26,0.14,0.5,9.7,0.115,67.77,8.49,1.0,3.37,1.51,14.26,7
15.02,0.67,0.21,2.59,0.55,6.0,20.0,0.9972,3.4,1.27,10.1,5
8.3,1.03,0.98,10.02,0.13,5.0,136.56,0.9967,3.4,1.72,11.0,4
15.36,0.12,0.04,2.8,0.066,60.28,131.48,0.99,3.33,0.67,12.72,7
6.7,0.42,0.27,8.6,0.068,24.0,28.9,0.9948,3.16,0.67,11.3,6
10.7,0.43,0.39,2.2,0.52,8.0,6.3,1.0,2.89,0.5,13.24,5
12.79,0.88,0.47,2.5,0.55,54.04,155.0,1.0,3.41,0.67,13.95,5
5.61,0.36,0.56,7.5,0.02,15.98,105.47,1.0,3.44,1.98,14.9,5
9.4,0.33,0.76,2.8,0.06,9.0,30.0,0.99,3.75,0.54,14.14,6
8.6,1.57,0.98,14.49,0.07400000000000001,7.0,44.75,1.0,3.7,1.44,9.5,5
9.7,0.55,0.17,2.9,0.087,20.0,182.18,1.0,2.91,1.51,9.9,5
14.73,0.43,0.39,2.2,0.106,68.64,270.11,0.9986,2.89,0.41,9.6,5
12.0,1.05,0.53,1.4,0.073,23.0,91.79,0.998,3.41,0.68,10.5,7
13.22,0.52,0.31,1.4,0.07400000000000001,5.0,20.0,0.9973,3.32,0.81,14.53,6
9.85,0.84,0.03,4.4,0.096,4.34,13.0,0.997,3.41,0.57,10.2,4
13.14,0.52,0.07,1.4,0.07400000000000001,43.9,20.0,0.9973,3.32,0.81,9.6,6
7.5,1.49,0.31,11.53,0.08,41.0,42.0,0.99,3.31,1.06,9.0,5
7.2,0.57,0.06,1.6,0.1,23.89,43.24,0.9972,3.78,0.41,9.6,6
11.1,0.2,0.46,1.8,0.05,10.74,13.0,0.9974,3.14,1.46,10.2,6
10.48,0.15,0.66,2.0,0.092,15.0,54.0,1.0,3.3,0.98,11.73,5
11.82,0.59,0.62,5.63,0.23,13.46,153.23,0.9981,3.14,1.33,11.98,5
8.3,0.49,0.03,1.8,0.22,6.0,206.34,0.998,3.18,0.6,12.47,6
11.3,1.15,0.45,2.0,0.08199999999999999,6.0,15.0,0.9988,2.94,0.87,9.2,6
12.32,0.73,0.99,13.71,0.059,15.0,31.0,0.99,3.64,0.52,11.0,5
9.74,0.34,0.17,2.0,0.08199999999999999,67.96,264.51,0.9988,3.02,0.68,9.11,6
6.9,0.4,0.24,13.01,0.33,30.0,262.52,1.0,3.26,1.13,10.0,5
8.2,0.73,0.21,1.7,0.54,5.0,13.0,0.9968,3.16,0.52,9.5,5
5.4,0.78,0.34,2.0,0.079,70.23,151.0,0.998,3.15,0.53,9.5,5
8.2,0.59,0.21,1.7,0.51,10.64,13.0,1.0,3.2,0.52,9.5,5
14.99,0.4,0.41,2.2,0.084,70.08,17.0,1.0,3.08,1.77,9.3,6
9.3,0.41,0.31,2.2,0.064,12.41,31.0,0.99,3.29,0.65,10.2,5
10.8,0.4,0.41,8.92,0.37,7.0,268.56,0.9984,2.77,0.4,9.3,6
8.6,0.8,0.11,9.03,0.48,58.62,196.61,0.9979,3.4,1.01,10.46,5
14.3,0.78,0.1,2.6,0.081,61.78,87.0,0.99,3.48,1.82,11.05,5
10.8,1.29,0.45,5.96,0.06,20.0,88.89,0.9972,3.13,1.58,9.6,5
9.77,0.8,0.58,1.9,0.37,15.0,40.0,0.99,3.84,0.87,9.0,5
10.44,0.45,0.23,2.2,0.61,9.8,29.0,0.9962,3.41,0.71,10.2,6
8.6,0.46,0.31,2.25,0.078,45.67,58.0,0.998,2.86,0.54,13.26,5
8.1,0.52,0.79,2.6,0.059,5.0,229.14,1.0,3.37,0.56,13.79,5
9.8,0.21,0.29,2.3,0.39,15.86,80.67,1.0,3.25,0.48,9.4,5
8.1,0.78,0.23,2.6,0.059,5.0,276.6,1.0,3.81,0.56,11.3,5
6.25,0.65,0.18,1.8,0.07,23.1,203.54,0.99,3.77,0.6,9.1,5
12.87,1.43,0.23,2.51,0.095,13.0,38.0,0.99,4.0,0.59,9.7,5
7.7,1.22,0.04,13.12,0.039,9.26,9.0,0.9962,3.4,1.54,14.77,5
14.54,0.6,0.48,1.8,0.157,46.73,17.0,0.9976,3.3,0.83,9.4,5
7.4,1.185,0.91,2.76,0.097,68.3,14.0,0.9966,3.63,0.48,10.7,3
9.2,0.45,0.02,11.18,0.087,12.0,198.03,0.9998,3.48,1.39,9.8,5
15.27,1.27,0.51,5.11,0.5,16.0,254.12,1.0,2.91,0.99,9.0,5
11.65,0.48,0.51,2.8,0.29,52.07,167.73,0.9984,3.32,0.62,9.4,5
9.0,1.0,0.84,13.49,0.44,70.67,79.83,0.9984,3.76,0.61,9.4,5
11.08,0.6,0.54,1.3,0.034,41.82,28.03,0.9921,3.9,1.43,12.8,6
7.0,0.65,0.5,2.1,0.16,8.0,25.0,1.0,4.0,0.67,11.51,6
14.41,0.65,0.67,13.33,0.15,8.0,249.76,0.9972,3.38,1.89,13.62,6
9.4,0.37,0.19,3.2,0.35,18.0,72.0,1.0001,3.31,0.47,12.39,5
8.81,1.45,0.53,14.33,0.071,5.0,19.0,0.9986,3.11,1.13,10.8,6
6.04,1.42,0.43,15.26,0.31,44.52,175.86,0.9984,2.84,0.57,10.1,6
8.12,0.18,0.02,2.1,0.066,8.0,25.0,1.0,3.47,0.67,9.5,6
7.0,0.64,0.01,8.24,0.067,9.0,276.57,0.997,3.47,1.55,9.4,6
12.34,0.85,0.04,2.6,0.073,23.51,31.82,0.9972,3.14,0.44,9.6,4
9.1,0.3,0.04,1.6,0.078,4.0,14.0,0.99,3.92,0.44,14.15,4
14.09,1.035,0.15,6.0,0.29,11.0,54.0,0.999,3.65,0.65,9.9,5
8.18,0.78,0.08,3.99,0.093,10.0,19.0,0.9956,3.91,0.47,12.52,5
7.4,0.49,0.19,8.46,0.47,16.0,37.0,0.99,3.37,1.94,10.5,5
12.77,0.545,0.27,2.5,0.15,49.83,35.0,0.99,3.34,1.78,12.33,6
13.34,0.7,0.71,11.77,0.33,13.0,33.0,0.9983,3.27,0.47,10.11,6
10.6,0.28,0.43,14.26,0.08,21.0,84.0,1.0,3.45,1.31,12.41,5
5.04,0.565,0.04,1.12,0.5,16.0,112.0,0.99,3.38,0.61,8.67,5
9.91,0.69,0.74,3.2,0.084,13.0,113.73,0.9992,3.93,1.92,9.4,5
10.04,0.13,0.2,10.72,0.075,3.38,48.0,0.99,3.34,1.05,13.71,5
14.75,0.74,0.28,2.6,0.078,21.0,12.52,1.0,3.7,0.51,9.8,5
7.2,1.45,0.18,2.7,0.069,11.83,34.0,1.0,3.29,0.98,12.59,6
15.55,0.85,0.43,8.48,0.08,10.0,48.0,1.0,3.72,0.46,13.5,5
5.88,0.46,0.11,11.82,0.23,23.2,83.84,0.9968,3.21,0.57,10.0,5
8.4,1.52,0.65,2.0,0.39,10.0,22.0,0.9976,3.22,0.44,9.34,5
5.09,0.66,0.0,5.88,0.47,15.56,173.06,0.99,3.91,0.54,12.42,5
8.4,0.56,0.04,13.05,0.08199999999999999,10.0,197.05,0.9976,3.22,0.44,9.6,5
8.9,0.48,0.24,2.85,0.094,55.16,106.0,0.9982,3.86,1.35,9.2,5
14.87,0.42,0.08,2.7,0.084,15.0,249.37,1.0,3.03,1.41,11.49,5
10.71,0.31,0.65,1.85,0.053,21.5,78.02,0.9965,2.78,1.0,12.67,5
7.5,1.115,0.1,13.78,0.086,19.88,12.0,0.9958,3.38,1.36,12.7,4
14.46,0.46,0.69,3.0,0.52,5.0,13.0,0.9976,2.82,0.55,9.52,5
5.7,1.15,0.19,1.25,0.37,18.0,135.72,1.0,3.43,1.06,10.92,6
7.68,0.57,0.02,5.82,0.067,4.0,194.63,1.0,2.88,1.54,12.43,5
6.4,0.57,0.02,7.47,0.067,4.0,11.0,1.0,3.46,0.68,9.5,5
11.28,0.31,0.14,3.2,0.071,27.0,127.37,0.995,2.93,0.49,12.7,6
9.5,0.55,0.43,2.3,0.387,71.3,13.14,0.9982,3.99,1.19,9.6,5
8.9,1.23,0.13,9.36,0.07,70.17,14.0,0.9994,2.87,1.55,11.5,5
7.3,0.835,0.56,1.13,0.08,49.44,19.0,0.9966,3.39,1.95,9.6,5
7.0,0.22,0.34,10.2,0.08199999999999999,16.0,171.87,0.998,2.88,0.6,9.5,5
13.35,0.7,0.57,2.0,0.57,59.02,41.57,0.9987,3.48,0.62,9.3,5
7.7,0.965,0.1,2.1,0.112,46.79,22.0,0.9963,3.26,0.5,9.5,5
13.78,1.09,0.85,11.24,0.112,19.58,22.0,1.0,3.26,1.7,14.28,5
8.2,1.17,0.0,3.76,0.11,19.0,56.05,1.0002,3.5,1.64,9.3,6
9.0,0.46,0.23,2.8,0.092,28.0,212.7,0.9983,3.86,0.56,14.64,5
9.0,0.69,0.0,2.4,0.08800000000000001,19.0,229.43,0.999,3.47,0.6,11.1,5
11.3,0.76,0.65,12.83,0.075,12.0,16.0,0.9965,3.45,0.68,11.5,6
9.2,0.53,0.37,2.6,0.6,32.97,239.67,0.99788,3.21,0.57,9.5,5
6.5,0.615,0.0,7.81,0.065,9.0,18.0,1.0,3.46,0.65,9.2,5
11.6,0.41,0.58,2.8,0.1,50.66,39.63,1.0,3.24,0.53,9.81,5
7.25,0.39,0.54,2.7,0.095,21.0,197.56,1.0001,3.13,0.51,9.5,5
7.3,0.51,0.95,2.1,0.07,12.0,28.0,1.0,3.52,1.01,13.43,6
8.2,0.34,0.38,2.5,0.08,12.0,71.53,0.9978,3.07,0.47,9.0,6
8.6,0.23,0.68,2.6,0.14,53.08,57.3,0.99782,2.86,0.48,11.07,5
7.2,0.38,0.18,2.1,0.25,48.79,31.0,1.0,3.52,0.72,12.7,6
14.26,1.45,0.18,2.1,0.23,60.55,28.0,0.99768,3.52,1.27,9.5,6
8.3,0.65,0.1,2.9,0.08900000000000001,69.11,40.0,0.99,3.29,1.0,9.5,5
7.45,0.44,0.38,2.9,0.27,17.0,40.0,1.0,2.84,0.55,9.5,5
7.6,1.3,0.84,2.5,0.097,24.0,70.05,0.99785,3.39,1.66,9.4,5
8.3,1.29,0.1,2.9,0.08900000000000001,17.0,40.0,0.99803,3.29,0.55,9.5,5
7.75,0.48,0.88,1.7,0.32,14.0,32.0,1.0,3.09,1.15,12.29,6
7.8,0.91,0.07,6.01,0.058,22.0,47.0,0.99,3.2,0.43,9.5,6
6.3,0.98,0.01,2.0,0.18,46.51,33.0,0.99,2.88,0.46,11.2,6
8.1,1.52,0.89,6.45,0.26,10.0,61.06,0.99656,3.25,0.5,10.53,5
8.1,0.87,0.0,2.2,0.084,10.0,31.0,1.0,3.66,0.5,9.8,5
8.8,1.4,0.21,15.48,0.35,64.26,88.0,0.99,3.19,1.67,11.69,5
9.0,0.45,0.25,2.8,0.075,59.15,163.05,0.99779,3.69,0.99,9.7,5
8.89,0.655,0.59,9.13,0.07,52.08,35.0,0.99,3.16,0.42,9.6,5
8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.99701,3.31,0.53,12.38,6
8.1,0.39,0.32,2.0,0.56,5.0,245.77,0.99738,3.25,0.69,12.05,5
9.1,0.68,0.11,2.8,0.47,11.0,234.5,0.99888,3.31,0.55,9.5,6
5.34,0.34,0.1,3.0,0.091,12.0,48.0,0.99,3.11,0.54,14.13,6
8.99,0.59,0.18,2.9,0.08900000000000001,12.0,74.0,1.0,3.79,0.54,9.4,5
7.5,0.6,0.79,13.4,0.103,13.0,98.0,1.0,3.45,0.62,9.5,5
7.1,0.46,0.02,1.26,0.08199999999999999,24.0,259.87,0.99,3.55,0.53,9.3,6
7.68,0.51,0.01,2.9,0.27,59.98,243.68,0.99,3.39,0.54,12.38,5
7.1,0.59,0.02,2.3,0.08199999999999999,24.0,94.0,0.99744,3.55,0.53,9.7,6
9.02,0.685,0.26,2.4,0.08199999999999999,23.0,262.59,1.0,3.28,1.65,11.16,5
10.09,1.54,0.75,2.3,0.03,32.7,119.51,0.99782,3.48,0.55,9.4,5
7.9,0.4,0.29,1.8,0.157,1.0,44.0,0.99,3.3,0.92,9.5,6
13.23,0.4,0.3,14.56,0.46,18.66,45.0,1.0,3.74,0.91,9.5,6
7.2,1.0,0.0,3.0,0.23,7.0,94.12,0.99,3.47,1.35,10.0,5
10.49,0.765,0.36,13.54,0.243,68.22,63.84,0.99612,3.97,0.6,10.3,6
9.98,0.635,0.17,13.02,0.241,6.0,77.17,0.9961,3.4,1.18,9.73,6
6.67,0.43,0.3,3.93,0.079,7.0,34.0,1.0,3.36,0.61,10.5,5
7.1,0.52,0.33,2.6,0.076,21.0,92.0,0.99,3.18,0.6,9.8,5
7.0,0.57,0.34,2.74,0.4,12.0,134.49,1.0,3.18,0.6,9.88,6
10.87,0.46,0.47,2.4,0.114,9.0,234.48,0.99732,3.66,0.65,12.14,5
15.31,0.18,0.05,9.79,0.081,56.77,45.48,1.0,3.36,1.7,10.0,5
6.5,0.46,0.14,2.4,0.114,9.0,37.0,0.99732,2.86,0.65,9.8,5
7.1,0.61,0.01,2.5,0.077,20.0,227.87,0.99746,3.55,0.59,9.8,5
14.21,1.47,0.41,2.3,0.083,11.0,152.7,0.9982,3.21,1.88,9.5,5
9.9,0.35,0.41,5.55,0.083,11.0,251.45,0.9982,2.96,0.79,8.85,5
10.0,0.56,0.24,7.7,0.079,19.0,58.0,0.99,3.18,0.56,11.88,6
4.76,0.56,0.24,2.2,0.079,19.0,58.0,1.0,3.18,1.14,10.1,6
14.28,0.63,0.17,5.39,0.099,21.0,119.0,0.998,3.77,0.52,9.3,5
7.4,1.41,0.43,2.6,0.08199999999999999,43.89,24.82,0.99708,3.05,0.55,11.01,6
8.8,1.52,0.17,14.98,0.084,25.0,130.0,0.99818,3.23,1.78,9.6,5
9.93,1.32,0.18,15.05,0.081,35.13,87.0,0.99745,3.48,1.4,9.7,6
7.7,0.6,0.0,14.09,0.055,7.0,254.32,0.99639,3.37,1.64,10.8,5
10.1,1.34,0.54,2.3,0.065,7.0,100.38,1.0,3.95,0.55,11.75,6
13.02,0.89,0.3,2.6,0.132,11.84,257.33,0.99786,3.36,1.18,10.2,5
8.7,1.41,0.31,2.5,0.03,4.38,203.11,1.0,3.73,1.39,9.6,5
12.59,0.65,0.44,1.6,0.39,21.0,100.88,1.0,3.24,0.81,11.32,7
9.4,0.65,0.34,2.65,0.08199999999999999,5.0,189.54,0.99,3.28,1.58,10.7,6
5.29,0.5,0.34,9.67,0.08199999999999999,48.67,191.56,0.9987,3.29,0.52,10.7,6
13.01,1.09,0.08,1.14,0.11,26.0,108.0,1.0,3.25,0.51,14.58,5
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,4.0,0.44,10.0,5
9.12,1.31,0.97,1.7,0.044,7.62,86.0,1.0,3.56,1.51,12.9,7
7.7,0.31,0.08,2.5,0.27,14.0,46.0,0.9971,3.24,1.27,11.54,6
8.4,0.3,0.22,2.7,0.38,4.0,262.36,1.0,3.79,1.08,9.9,6
11.66,0.28,0.65,12.42,0.052000000000000005,4.0,10.0,0.99,3.33,1.92,12.8,7
6.14,0.25,0.39,5.63,0.041,54.91,10.0,0.99386,3.27,1.4,13.22,7
8.2,0.87,0.4,7.66,0.052000000000000005,4.0,10.0,0.99,3.84,0.7,12.8,7
7.72,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,5
7.46,0.48,0.31,12.94,0.07,58.17,102.26,1.0,3.22,0.55,8.83,6
9.69,0.49,0.1,15.39,0.55,4.0,14.0,0.99562,3.33,0.9,14.13,5
12.9,1.55,0.55,2.8,0.07200000000000001,7.0,24.0,1.0,3.73,0.68,9.82,6
10.8,0.2,0.33,2.5,0.099,38.23,285.97,1.0,3.24,1.89,10.8,5
14.35,0.39,0.24,10.46,0.35,4.0,261.56,0.99,3.08,0.58,10.33,4
12.6,0.75,1.0,9.63,0.103,19.0,247.96,0.99939,3.84,0.76,11.3,6
4.66,0.34,0.66,1.69,0.099,20.0,192.76,0.99,3.24,0.4,10.8,5
9.8,0.59,0.19,3.2,0.081,21.88,30.0,0.9984,3.23,0.58,8.86,6
10.8,1.19,0.42,1.6,0.13,52.17,27.0,1.0,3.86,0.73,11.9,6
7.1,0.84,0.0,2.35,0.071,21.0,47.0,1.0,3.29,0.52,9.86,5
9.1,0.49,0.15,10.05,0.097,65.43,59.0,0.99976,3.64,1.67,9.6,5
7.0,0.685,0.0,1.9,0.48,24.56,22.0,0.99606,3.43,0.6,9.7,5
8.99,0.42,0.0,2.1,0.048,16.0,42.0,0.99,3.67,1.55,14.0,7
7.24,1.25,0.13,2.0,0.13,15.0,36.0,0.9973,3.76,1.67,9.61,5
11.33,0.76,0.13,2.0,0.21,15.0,36.0,0.9973,3.61,0.76,9.8,5
5.68,1.24,0.28,2.8,0.068,6.0,262.91,0.99682,3.24,0.53,10.89,5
4.85,0.58,0.18,7.97,0.03,15.0,37.0,0.99,3.36,0.49,10.7,5
7.5,1.07,0.34,2.3,0.35,10.77,86.57,0.9951,2.97,0.64,12.17,7
6.27,0.46,0.14,2.8,0.076,36.52,37.0,1.0,3.36,0.49,14.65,5
5.99,1.28,0.09,2.3,0.065,34.0,45.0,1.0,3.46,0.74,13.52,8
5.9,0.72,0.08,2.1,0.23,16.0,254.31,1.0,3.3,0.84,9.71,6
7.5,0.93,0.93,5.27,0.058,43.48,26.43,0.99632,3.64,1.7,8.81,4
5.9,0.63,0.85,14.96,0.18,16.0,189.86,0.99376,3.56,0.77,9.75,6
10.4,0.59,0.42,1.5,0.26,34.0,48.0,1.0,3.85,1.72,9.9,3
7.03,0.4,0.89,9.85,0.05,36.0,223.84,0.99836,3.84,0.41,10.76,4
9.08,0.685,0.73,6.57,0.52,40.17,277.37,0.99694,3.32,0.63,9.4,5
14.41,0.665,0.8,3.46,0.066,27.0,204.33,1.0,3.34,0.52,11.65,5
10.08,1.31,0.28,2.4,0.01,64.04,100.0,0.99064,3.26,1.23,11.7,7
6.7,1.33,0.28,2.4,0.32,36.0,74.2,0.99064,3.26,1.74,12.94,7
10.1,0.95,0.58,1.6,0.075,9.0,28.0,0.99,3.24,0.33,14.79,7
6.43,0.5,0.33,2.2,0.46,44.91,26.0,0.99647,3.41,1.79,10.54,5
5.74,0.38,0.47,5.18,0.085,9.0,231.96,0.99736,2.96,0.77,12.1,7
13.42,0.66,0.64,3.0,0.115,61.24,31.0,0.99629,3.45,1.58,10.3,5
11.27,0.5,0.45,9.78,0.119,55.49,118.91,0.99708,3.96,1.92,9.49,6
7.1,0.685,0.13,12.11,0.3,36.18,56.49,1.0,3.28,1.4,8.47,5
9.9,0.25,0.46,12.26,0.062,17.42,42.0,1.0,3.18,0.83,10.6,6
9.34,1.44,0.18,1.8,0.081,14.0,141.19,0.99689,3.59,0.66,9.48,5
6.4,0.64,0.67,1.24,0.081,14.0,31.0,1.0,3.56,0.66,9.8,5
7.4,0.22,0.16,1.8,0.24,12.0,19.31,0.9977,3.27,0.45,10.22,6
6.4,0.38,0.61,7.75,0.32,14.0,31.0,1.0,3.02,0.37,9.8,5
8.67,0.41,0.81,6.35,0.08,12.0,32.0,0.99689,3.58,1.54,9.8,5
15.53,0.2,0.89,1.9,0.085,9.0,41.15,0.99708,3.28,0.55,13.68,5
14.58,0.43,0.44,10.07,0.35,9.0,22.0,0.99708,3.28,0.55,9.5,5
12.31,0.98,0.47,2.5,0.08,26.0,122.0,0.99,3.22,1.07,9.7,5
9.3,1.48,0.3,7.39,0.26,41.0,55.0,1.0,3.81,0.73,10.94,6
9.3,0.66,0.99,1.5,0.08,41.0,55.0,0.99,3.47,1.32,11.4,6
7.6,0.735,0.57,2.5,0.071,10.0,14.0,1.0,3.51,0.71,11.12,7
9.3,0.36,0.06,10.12,0.36,41.0,114.68,0.99652,3.47,0.73,10.9,6
13.85,0.26,0.93,2.5,0.073,16.0,47.0,1.0,3.98,0.35,12.2,7
11.7,0.28,0.47,1.7,0.054000000000000006,17.0,219.36,0.99686,3.85,0.67,11.91,7
6.8,1.13,0.25,1.8,0.07400000000000001,15.0,257.25,0.99438,3.4,1.64,11.2,6
7.2,1.31,0.14,2.7,0.077,8.81,258.33,0.99746,3.04,0.5,9.5,5
5.8,1.37,0.64,2.0,0.039,15.0,55.33,1.0,3.76,0.6,11.5,6
7.5,0.42,0.32,2.7,0.08,17.21,25.0,0.99628,3.24,0.44,10.4,5
7.52,0.4,0.06,15.43,0.03,24.86,84.0,1.0,3.51,1.96,9.7,5
7.2,0.75,0.06,2.7,0.25,61.49,85.0,0.99746,3.51,0.38,9.5,5
6.2,0.635,0.39,2.6,0.11,8.29,75.39,0.99748,3.17,0.54,8.42,5
6.8,0.49,0.22,2.3,0.36,13.0,105.26,0.99438,3.41,0.83,11.3,6
6.9,0.76,0.23,13.57,0.07200000000000001,15.18,224.2,0.99438,3.4,0.62,14.67,6
6.8,0.36,0.22,12.72,0.07400000000000001,51.08,78.97,0.99438,3.4,1.32,14.17,6
13.76,0.47,0.03,1.72,0.08,69.15,43.0,0.99578,3.44,0.64,10.9,6
7.7,1.54,0.01,8.13,0.064,31.0,43.0,0.99371,3.41,1.74,11.77,6
6.9,1.48,0.03,8.92,0.61,36.0,18.49,0.99522,3.53,1.52,10.6,5
7.3,0.35,0.24,2.0,0.08,28.0,48.0,0.99576,3.19,0.54,10.0,4
11.08,0.87,0.37,7.04,0.5,65.26,10.0,0.99552,3.23,0.58,13.26,7
10.4,0.97,0.45,10.2,0.104,57.79,273.45,1.0,3.12,0.65,11.8,7
8.8,0.31,0.59,2.8,0.109,7.0,16.0,0.99614,2.76,1.06,11.8,7
14.45,0.87,0.72,7.31,0.56,22.05,14.0,0.99517,3.99,1.97,10.9,4
7.7,0.2,0.01,2.1,0.064,31.0,43.0,0.99371,3.08,0.57,11.8,6
5.35,0.61,0.84,4.0,0.13,30.0,69.0,0.99787,3.22,1.18,10.0,6
7.66,0.54,0.04,2.5,0.5,18.0,88.0,1.0,3.44,0.55,13.08,5
9.2,0.72,0.98,1.6,0.078,57.69,21.0,0.99576,3.15,1.54,8.78,5
7.6,0.77,0.0,2.1,0.068,30.0,14.56,0.99533,3.48,0.65,10.38,6
11.3,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,6
8.75,0.6,0.93,2.5,0.076,18.0,76.39,0.99745,3.53,1.65,9.67,5
8.8,1.16,0.26,4.0,0.094,30.0,69.0,1.0,2.96,0.5,10.0,6
8.9,0.75,0.14,2.5,0.086,9.0,169.75,0.99824,3.34,1.72,10.5,5
9.0,0.43,0.12,2.4,0.083,64.57,252.37,0.99836,3.33,1.37,10.15,6
10.7,0.52,0.38,8.32,0.19,18.76,56.0,1.0,3.15,1.09,9.13,7
