Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.81,0.45,0.15,2.54,0.67,0.09,0.11,10
F,0.72,0.48,0.55,1.13,0.43,0.19,0.77,10
F,0.53,0.15,0.89,1.22,0.87,0.27,0.69,9
F,0.28,0.16,0.02,1.9,0.28,0.24,0.265,10
I,0.49,0.455,0.83,0.71,0.3895,0.69,0.2745,9
F,0.57,0.53,0.27,0.83,0.84,0.1755,0.47,10
F,0.56,0.32,0.63,0.958,0.442,0.1815,0.52,9
I,0.54,0.21,0.58,2.55,0.19,0.28,0.35,9
I,0.59,0.42,0.05,2.82,1.36,0.12,0.11,12
F,0.66,0.13,0.15,1.34,0.24,0.65,0.33,10
I,0.72,0.48,0.66,1.2095,0.92,0.67,0.95,8
F,0.24,0.64,0.74,1.1405,0.12,0.45,0.72,6
F,0.595,0.48,0.1,1.09,0.26,0.12,0.86,12
M,0.46,0.25,0.175,1.3445,0.26,0.25,0.36,11
M,0.59,0.29,1.04,0.01,1.39,0.1695,0.3205,10
M,0.39,0.64,0.74,0.55,0.76,0.276,0.11,11
F,0.23,0.19,0.175,1.382,0.19,0.08,0.92,10
M,0.605,0.27,0.16,1.09,0.8,0.16,0.51,9
F,0.615,0.31,0.72,1.84,0.98,0.33,0.7,12
F,0.615,0.21,1.01,2.65,0.3,0.2605,0.13,10
M,0.615,0.09,0.17,0.24,0.23,0.3315,0.32,9
M,0.45,0.44,0.165,0.93,0.45,0.2815,0.43,12
F,0.14,0.505,0.92,0.07,1.12,0.275,0.62,11
M,0.76,0.57,0.4,2.67,0.42,0.35,0.0,9
I,0.47,0.49,0.07,2.77,0.465,0.162,0.1,11
F,0.625,0.6,0.2,0.85,0.17,0.59,0.381,11
F,0.17,0.505,0.165,1.26,0.13,0.7,0.75,14
F,0.635,0.14,0.85,0.52,0.619,0.19,0.39,9
F,0.22,0.35,0.15,1.93,1.38,0.19,0.31,10
M,0.72,0.38,0.29,2.37,1.07,0.68,0.79,9
M,0.31,0.34,1.1,0.83,0.7595,0.41,0.02,8
M,0.35,0.28,0.26,2.16,0.51,0.315,0.02,11
I,0.75,0.54,0.165,0.85,0.586,0.33,0.405,9
M,0.77,0.52,0.1,2.0805,0.76,0.38,0.3,17
M,0.37,0.53,0.17,2.8,0.98,0.49,0.45299999999999996,15
I,0.42,0.5,0.19,2.67,0.755,0.298,0.17,10
F,0.5,0.26,0.69,1.14,0.32,0.32,0.51,10
F,0.675,0.51,0.2,1.8095,0.49,0.42,0.455,12
M,0.36,0.2,0.64,1.4785,0.04,0.02,0.02,9
I,0.68,0.38,0.77,1.6,0.88,0.55,0.72,11
M,0.79,0.54,0.16,2.24,0.24,0.35,0.2,11
I,0.81,0.56,0.22,0.29,1.47,0.63,0.22,11
M,0.24,0.38,0.48,2.8255,1.1465,0.01,0.38,17
F,0.09,0.14,0.05,2.12,0.77,0.13,0.78,6
I,0.09,0.47,0.81,0.0705,1.09,0.4,0.27,5
M,0.72,0.63,0.98,0.71,0.46,0.29,0.33,3
M,0.39,0.07,0.21,1.66,1.25,0.32,0.72,6
M,0.11,0.25,0.2,2.58,0.75,0.65,0.69,4
I,0.265,0.32,0.07,1.21,0.81,0.34,0.66,6
F,0.56,0.06,0.98,1.51,0.0455,0.2,0.52,4
F,0.295,0.57,0.84,1.01,0.36,0.57,0.0385,5
I,0.3,0.235,0.8,0.131,0.16,0.0265,0.88,4
F,0.3,0.2,0.05,0.1385,0.055999999999999994,0.75,0.98,6
I,0.305,0.56,0.07,0.46,1.33,0.71,0.57,5
I,0.18,0.35,0.85,0.1485,0.42,0.54,0.31,6
I,0.53,0.11,0.07,2.15,0.59,0.71,0.04,8
I,0.32,0.13,0.48,2.44,0.42,0.57,0.39,5
F,0.41,0.24,0.94,0.07,0.13,0.66,0.53,6
F,0.47,0.45,0.085,0.87,0.6,0.0305,0.44,6
F,0.61,0.44,1.07,1.09,0.18,0.68,0.76,7
F,0.65,0.1,0.07,0.3,0.0945,0.68,0.04,7
M,0.69,0.25,0.06,0.42,0.16,0.23,0.62,5
M,0.34,0.61,0.62,0.33,0.10400000000000001,0.49,0.45,7
I,0.7,0.59,0.94,2.41,0.111,0.0535,0.065,7
I,0.11,0.29,1.13,0.249,0.1045,0.25,0.99,6
M,0.68,0.28,0.04,1.69,0.1505,0.41,0.0795,7
M,0.55,0.11,0.11,0.67,1.11,0.05,0.19,6
M,0.21,0.265,0.78,0.251,0.124,0.06,0.05,6
I,0.57,0.31,0.24,0.33899999999999997,0.155,0.3,0.64,7
I,0.41,0.33,0.23,1.04,0.49,0.63,0.43,7
I,0.32,0.31,0.99,0.45,0.1635,0.06,0.51,6
M,0.4,0.56,0.44,0.3595,0.71,0.14,0.03,6
I,0.76,0.23,0.115,0.87,0.98,0.67,0.13,5
I,0.62,0.57,1.08,0.9,0.42,0.08,0.73,6
I,0.24,0.09,0.71,0.28,0.16399999999999998,0.66,0.57,6
I,0.425,0.49,0.56,2.0,0.4,0.06,0.42,6
M,0.64,0.33,0.49,2.33,1.07,0.74,0.3,7
M,0.77,0.28,0.14,0.425,1.0,0.41,0.095,7
F,0.26,0.29,0.43,2.42,0.39,0.35,0.1125,8
I,0.16,0.26,0.115,2.36,1.17,0.078,0.39,6
I,0.09,0.42,1.1,0.12,1.08,0.17,0.06,6
F,0.44,0.19,0.04,2.57,0.27,0.18,0.2,7
F,0.73,0.335,0.16,0.4355,0.2025,0.72,0.4,6
F,0.445,0.3,0.13,0.92,0.1695,0.38,0.69,7
I,0.45,0.36,0.47,1.58,0.23,0.37,0.13699999999999998,7
M,0.42,0.355,0.105,1.93,0.71,0.05,0.1335,8
M,0.45,0.63,0.11,2.38,0.64,0.09,0.1135,7
M,0.77,0.53,0.105,1.44,0.03,0.11,0.06,7
F,0.455,0.44,0.62,1.77,0.225,0.63,0.98,7
F,0.455,0.55,0.12,0.49700000000000005,0.61,0.1055,0.8,6
M,0.51,0.36,1.11,0.4635,0.2325,0.58,0.59,7
I,0.46,0.1,0.26,0.449,0.196,0.0945,0.7,7
I,0.465,0.22,0.115,1.91,0.1,0.0925,0.113,7
I,0.65,0.45,0.56,1.17,0.31,0.5,0.39,7
I,0.59,0.345,0.21,2.79,0.54,0.22,0.16,7
F,0.16,0.35,0.34,2.82,0.23,0.66,0.1095,6
I,0.14,0.365,0.01,2.66,0.79,0.26,0.7,8
M,0.8,0.36,0.05,0.5820000000000001,0.78,0.18,0.73,8
F,0.63,0.39,0.125,0.537,0.28,0.38,0.11,9
F,0.79,0.1,0.89,2.81,1.31,0.33,0.127,6
I,0.62,0.375,0.4,0.39,0.07,0.44,0.53,6
M,0.15,0.385,0.03,0.64,1.37,0.47,0.74,6
M,0.42,0.53,0.1,0.46,0.47,0.39,0.73,8
F,0.62,0.2,0.51,0.26,1.14,0.06,0.14,7
I,0.23,0.5,0.27,1.51,0.17,0.54,0.66,7
M,0.59,0.45,0.58,0.72,0.54,0.29,0.22,8
I,0.3,0.36,0.135,0.7,1.02,0.1295,0.26,8
M,0.39,0.18,0.48,1.02,1.06,0.1435,0.55,7
F,0.5,0.39,0.17,2.26,1.31,0.71,0.82,6
I,0.81,0.57,0.6,0.56,0.3,0.39,0.41,8
F,0.5,0.45,0.68,1.12,0.3195,0.42,0.34,7
I,0.62,0.22,0.77,0.36,0.56,0.37,0.15,7
F,0.71,0.39,0.13,0.25,0.3165,0.22,0.83,9
I,0.81,0.46,0.36,0.67,0.5,0.61,0.13,8
I,0.55,0.41,0.125,0.6,1.0,0.6,0.82,9
I,0.505,0.31,0.97,0.601,0.08,0.1205,0.03,8
F,0.51,0.08,0.83,0.98,0.74,0.1455,0.88,8
I,0.15,0.375,0.85,0.5785,0.23800000000000002,0.2,0.56,7
I,0.81,0.5,0.59,0.769,0.3655,0.4,0.66,7
M,0.26,0.33,0.21,0.7035,1.29,0.07,0.65,8
I,0.09,0.41,0.145,0.7959999999999999,0.69,0.31,0.67,8
F,0.515,0.36,0.26,2.56,0.71,0.2,0.87,8
M,0.515,0.15,1.07,0.7125,1.25,0.34,0.3,7
M,0.5,0.39,0.02,0.99,0.27,0.64,0.175,8
F,0.46,0.5,0.6,2.7,0.41,0.07,0.51,11
M,0.31,0.35,0.21,1.03,0.325,0.34,0.205,8
I,0.34,0.425,1.01,0.8495,0.32799999999999996,0.58,0.24,8
M,0.81,0.06,0.77,0.6515,1.09,0.1605,0.12,7
F,0.13,0.57,0.17,2.3,0.3935,0.196,0.24,8
F,0.535,0.21,0.14,0.44,0.22,0.41,0.43,8
M,0.44,0.41,0.14,0.86,0.3735,0.04,0.8,8
F,0.37,0.35,0.95,1.61,1.15,0.17800000000000002,0.89,9
M,0.2,0.43,0.34,0.8105,0.47,0.58,0.275,9
F,0.27,0.07,0.34,2.75,0.4525,0.25,0.27399999999999997,9
F,0.565,0.38,0.81,0.44,0.12,0.1665,0.68,8
M,0.73,0.08,0.49,1.195,1.42,0.25,0.02,10
M,0.53,0.44,1.06,0.76,1.4,0.15,0.34299999999999997,10
I,0.46,0.455,0.22,1.41,1.46,0.21,0.61,8
M,0.8,0.34,0.72,0.23,0.82,0.54,0.27,8
I,0.57,0.62,0.52,0.9035,0.83,0.57,0.71,7
I,0.4,0.43,0.99,0.77,0.66,0.31,0.77,9
F,0.23,0.34,0.32,0.16,0.5379999999999999,0.221,0.249,9
F,0.58,0.46,0.15,1.16,0.22,0.33,0.85,7
M,0.46,0.12,0.18,1.0515,0.4095,0.52,0.276,8
I,0.28,0.38,0.15,2.07,1.42,0.2115,0.58,10
I,0.44,0.18,0.85,1.137,0.62,0.19,0.93,8
F,0.58,0.48,1.06,1.1335,0.22,0.2565,0.07,9
M,0.63,0.58,0.52,0.41,0.5245,0.2615,0.75,11
F,0.59,0.24,0.78,0.16,0.3,0.72,0.309,8
I,0.2,0.455,0.145,1.72,0.34,0.74,0.25,8
I,0.43,0.47,0.56,1.58,0.4,0.17800000000000002,0.78,11
F,0.5,0.45,0.22,1.114,0.5865,0.62,0.53,11
M,0.54,0.29,0.29,1.213,1.4,0.56,0.6,9
F,0.595,0.46,0.47,2.78,0.39,0.24,0.03,9
I,0.74,0.5,0.21,1.044,0.518,0.24,0.96,9
I,0.53,0.48,0.15,1.34,0.22,0.62,0.82,9
F,0.605,0.58,0.155,0.18,0.86,0.74,0.16,9
F,0.8,0.47,0.165,0.46,1.24,0.18,0.53,11
M,0.51,0.29,1.12,0.34,0.81,0.258,0.69,11
F,0.26,0.23,0.36,2.16,0.5539999999999999,0.58,0.68,10
F,0.54,0.54,1.02,1.68,1.07,0.51,0.33,8
M,0.39,0.51,0.18,1.3315,0.94,0.71,0.53,11
M,0.78,0.19,0.21,0.75,1.3,0.13,0.9,10
I,0.25,0.44,1.07,1.39,0.5705,0.15,0.47,10
F,0.5,0.44,0.74,1.29,1.45,0.06,0.349,10
I,0.625,0.45,0.8,1.288,0.86,0.69,0.56,9
I,0.58,0.51,0.15,0.97,0.36,0.27,0.98,9
F,0.09,0.48,1.03,2.4,1.14,0.51,0.53,8
F,0.26,0.14,0.57,1.99,1.34,0.284,0.12,11
F,0.57,0.48,0.71,2.28,1.13,0.23,0.79,8
M,0.37,0.45,0.175,0.54,1.38,0.2705,1.0,11
M,0.17,0.525,1.12,0.79,0.14,0.01,0.82,10
M,0.08,0.36,0.37,0.42,0.14,0.21,0.52,10
I,0.57,0.51,0.18,1.27,0.693,0.39,0.61,11
M,0.39,0.28,0.58,2.6,0.84,0.29100000000000004,0.03,10
M,0.51,0.5,0.155,1.2205,0.4,0.57,0.5,10
F,0.29,0.17,0.94,2.7,0.07,0.342,0.11,11
M,0.78,0.58,0.03,0.44,1.09,0.03,0.3,8
I,0.62,0.505,0.5,0.67,0.684,0.22,0.32,8
M,0.36,0.5,0.46,1.3385,0.633,0.66,0.93,11
F,0.54,0.09,0.16,0.27,1.44,0.327,0.23,10
F,0.78,0.24,0.95,2.68,0.89,0.7,0.385,10
M,0.65,0.09,0.24,1.02,0.57,0.48,0.44,9
M,0.11,0.52,0.75,1.19,0.44,0.14,0.45,11
M,0.65,0.49,0.185,1.9,0.33,0.18,0.98,10
F,0.63,0.41,1.08,2.16,0.56,0.22,0.22,9
F,0.17,0.4,0.175,1.6525,0.8515,0.32,0.55,10
F,0.32,0.09,0.185,1.5,0.69,0.4,0.69,11
I,0.66,0.52,0.88,0.42,0.6425,0.297,0.64,9
M,0.42,0.27,0.75,0.53,0.0,0.09,0.485,10
I,0.78,0.12,0.48,1.3695,0.18,0.294,0.47,6
M,0.44,0.26,0.165,2.28,0.682,0.58,0.13,11
F,0.75,0.36,0.95,1.29,0.18,0.2995,0.51,10
M,0.56,0.48,0.195,2.16,0.27,0.3615,0.67,12
F,0.15,0.535,1.1,1.91,0.7245,0.3215,0.3,12
I,0.64,0.55,0.175,1.78,0.8255,0.36200000000000004,0.405,8
M,0.63,0.4,0.66,2.77,0.86,0.73,0.91,10
I,0.695,0.54,0.87,2.72,0.52,0.25,0.22,10
M,0.705,0.46,0.47,2.73,1.45,0.42,0.4045,12
I,0.49,0.565,0.93,1.97,1.012,0.21,0.92,11
I,0.23,0.565,0.67,0.61,0.93,0.28,0.57,10
M,0.78,0.09,1.07,0.52,1.19,0.03,0.97,11
I,0.53,0.44,0.47,1.32,0.35,0.16,0.51,11
F,0.765,0.16,0.3,0.06,0.83,0.509,0.6205,12
F,0.17,0.32,1.06,2.14,1.17,0.0075,0.0095,4
F,0.43,0.51,0.045,0.98,1.42,0.006,0.32,3
I,0.66,0.21,0.74,0.88,0.86,0.005,0.0095,4
F,0.31,0.155,0.04,1.3,0.15,0.009000000000000001,0.66,4
I,0.45,0.165,0.75,2.43,0.34,0.45,0.17,4
I,0.47,0.41,0.13,0.36,1.3,0.43,0.14,4
I,0.25,0.5,0.065,0.0685,0.0245,0.21,0.0225,5
M,0.69,0.195,0.03,0.59,0.02,0.43,0.45,7
F,0.36,0.14,0.065,1.13,0.68,0.38,0.09,6
M,0.23,0.39,1.02,0.1075,0.93,0.75,0.034,5
M,0.4,0.12,0.065,1.06,0.03,0.0205,0.42,5
I,0.3,0.22,0.08,1.7,0.13,0.19,0.039,6
I,0.28,0.56,1.09,0.88,1.05,0.027000000000000003,0.78,6
M,0.75,0.25,0.52,2.43,0.6,0.0295,0.09,6
I,0.72,0.54,0.2,1.19,1.29,0.12,0.055,5
I,0.3,0.35,0.89,0.45,0.1165,0.0265,0.14,6
I,0.63,0.12,1.11,2.24,0.04,0.65,0.35,6
I,0.56,0.11,0.1,2.39,0.38,0.57,0.07,6
M,0.385,0.12,0.93,0.94,0.78,0.0495,0.065,7
I,0.31,0.33,1.09,0.8,0.19399999999999998,0.1,0.087,6
I,0.38,0.43,0.03,0.32,0.95,0.3,0.92,7
I,0.74,0.65,0.66,0.95,0.14,0.057,0.22,7
I,0.57,0.35,0.08,1.69,0.6,0.01,0.67,6
I,0.69,0.3,0.49,1.59,1.19,0.5,0.1035,7
I,0.42,0.32,0.54,1.42,0.41,0.23,0.32,7
I,0.25,0.31,0.095,0.6,0.1255,0.32,0.54,6
I,0.65,0.46,0.115,1.48,0.162,0.51,0.1045,7
F,0.38,0.24,0.98,1.79,0.33,0.0865,0.1035,7
F,0.435,0.3,1.11,1.85,0.2055,0.5,0.5,6
I,0.21,0.48,0.34,2.13,0.222,0.0735,0.25,7
I,0.18,0.33,0.96,1.94,0.1545,0.06,0.52,7
I,0.51,0.1,0.15,0.409,0.51,0.68,0.14,7
F,0.72,0.38,0.72,0.434,1.2,0.75,0.59,7
I,0.445,0.16,0.02,1.84,1.26,0.08,0.31,8
M,0.51,0.29,0.45,1.63,0.81,0.65,0.84,8
I,0.4,0.29,0.49,0.14,1.27,0.1075,0.12,6
M,0.1,0.63,0.74,2.35,1.16,0.0785,0.33,7
M,0.51,0.26,0.81,1.26,1.14,0.1,0.06,6
I,0.59,0.33,0.11,2.62,1.27,0.01,0.102,6
I,0.46,0.13,0.59,0.4155,1.35,0.53,0.77,7
I,0.51,0.39,0.7,1.1,1.38,0.23,0.36,7
I,0.15,0.52,1.03,0.55,0.01,0.1075,0.74,6
I,0.475,0.44,0.86,0.52,0.20600000000000002,0.4,0.94,6
M,0.38,0.15,1.04,2.3,0.28,0.67,0.115,7
M,0.63,0.38,0.76,0.94,1.25,0.55,0.79,8
I,0.42,0.07,0.125,1.04,0.66,0.19,0.34,7
F,0.19,0.4,0.88,1.63,0.248,0.42,0.1585,7
I,0.69,0.4,0.26,1.8,0.215,0.42,0.46,9
F,0.5,0.38,0.49,1.27,0.79,0.08,0.134,8
M,0.5,0.34,0.125,0.46,0.2485,0.05,0.73,6
M,0.59,0.45,0.58,1.87,0.24600000000000002,0.73,0.1405,7
F,0.17,0.405,0.32,0.65,0.88,0.35,0.05,8
M,0.61,0.35,0.51,2.05,0.78,0.62,0.02,6
F,0.5,0.58,0.125,2.09,0.65,0.13,0.62,9
F,0.36,0.38,0.8,2.63,0.34,0.66,0.16,8
I,0.75,0.44,0.18,0.46,0.42,0.21,0.43,8
M,0.52,0.38,0.01,1.81,0.3525,0.1845,0.185,9
I,0.48,0.19,1.02,1.3,0.37,0.7,0.64,8
I,0.62,0.48,1.08,1.3,0.4,0.63,0.16699999999999998,8
F,0.43,0.22,0.15,1.0190000000000001,0.51,0.1985,0.254,7
F,0.63,0.4,1.02,1.04,0.325,0.33,0.98,8
M,0.61,0.4,0.34,2.53,1.28,0.6,0.15,9
F,0.7,0.55,0.46,0.7555,0.3755,0.01,0.201,9
F,0.31,0.47,0.0,0.66,0.297,0.1395,0.1405,8
I,0.58,0.17,0.07,1.96,0.27899999999999997,0.26,0.22,8
I,0.58,0.32,0.72,0.91,0.2595,0.54,0.25,9
F,0.19,0.42,0.26,0.6665,1.19,0.2,1.0,10
F,0.545,0.06,0.83,1.29,1.21,0.32,0.91,7
F,0.545,0.62,0.77,0.64,1.08,0.18,0.82,9
M,0.28,0.415,0.21,1.48,0.82,0.69,0.17,9
F,0.11,0.06,0.11,1.64,1.3,0.35,0.26,8
F,0.55,0.32,1.11,1.73,0.39,0.53,0.223,8
F,0.56,0.65,0.15,2.79,0.8,0.31,0.11,10
M,0.56,0.08,0.145,1.35,0.93,0.42,0.23399999999999999,9
F,0.11,0.11,0.84,0.57,0.45,0.02,0.79,8
I,0.56,0.44,0.97,0.65,0.91,0.42,0.18,8
I,0.56,0.39,1.08,2.5,0.44,0.1885,0.15,8
I,0.4,0.4,0.78,0.9595,1.07,0.49,0.23,9
M,0.59,0.16,0.52,1.55,0.97,0.08,0.86,8
F,0.565,0.21,0.99,0.17,0.84,0.29,0.2645,9
M,0.13,0.2,0.18,0.02,1.45,0.43,0.77,9
M,0.57,0.25,0.145,1.3,0.41200000000000003,0.04,0.4,8
M,0.52,0.09,0.15,2.14,0.4,0.26,0.22399999999999998,8
F,0.34,0.47,0.11,1.6,0.73,0.13,0.96,7
I,0.575,0.62,0.19,1.068,0.56,0.73,0.14,10
F,0.46,0.15,0.23,1.29,0.16,0.191,0.89,9
I,0.7,0.47,0.81,0.04,1.49,0.09,0.36,9
M,0.7,0.455,0.03,0.25,0.53,0.76,0.05,9
F,0.37,0.435,0.83,2.0,0.02,0.2155,0.48,10
F,0.45,0.36,0.21,2.72,0.72,0.7,0.68,9
F,0.575,0.21,0.41,0.3,0.66,0.23,0.71,9
M,0.58,0.4,0.82,1.15,0.69,0.11,0.265,8
I,0.47,0.26,0.195,2.7,0.0,0.14,0.441,9
I,0.58,0.46,1.02,0.8140000000000001,1.2,0.69,0.87,9
F,0.33,0.37,0.14,0.9615,1.37,0.46,0.69,9
M,0.61,0.45,0.01,1.48,0.08,0.21,0.59,8
I,0.58,0.45,0.155,2.03,0.78,0.66,0.265,9
I,0.22,0.1,0.2,2.63,1.33,0.27,0.09,9
M,0.39,0.465,0.47,0.9555,0.82,0.11,0.265,7
I,0.16,0.37,0.72,0.01,0.92,0.28,0.03,8
I,0.67,0.21,0.74,0.02,1.27,0.47,0.2565,9
F,0.31,0.455,0.37,1.1915,0.46,0.34,0.24,8
M,0.28,0.43,0.5,0.85,0.22,0.22,0.44,8
M,0.6,0.15,0.31,2.32,1.36,0.2465,0.34,10
F,0.45,0.24,0.15,1.1775,1.48,0.65,0.85,9
M,0.61,0.48,0.14,2.26,1.02,0.5,0.35,9
I,0.605,0.11,0.17,2.79,1.06,0.2365,0.78,10
I,0.605,0.49,0.2,2.46,0.9,0.23,0.22,9
I,0.46,0.65,0.22,2.33,0.6,0.212,0.21,8
F,0.56,0.46,0.4,1.2,0.21,0.63,0.73,9
I,0.24,0.21,0.13,1.052,0.53,0.22,0.36,9
F,0.43,0.18,0.17,2.25,0.87,0.45,0.02,10
I,0.62,0.06,1.01,0.9229999999999999,0.4615,0.3,0.53,9
F,0.47,0.42,0.78,0.98,0.447,0.67,0.285,9
F,0.78,0.14,0.25,0.67,0.5315,0.2005,0.83,8
F,0.44,0.16,0.2,0.81,1.1,0.34,0.78,8
M,0.6,0.41,0.16,0.16,0.38,0.21,0.89,8
F,0.625,0.485,0.175,1.3745,0.7335,0.61,0.332,9
I,0.48,0.56,0.185,0.52,0.09,0.71,0.28600000000000003,8
F,0.42,0.1,0.69,1.74,0.35,0.32,0.04,8
F,0.28,0.5,0.11,1.79,1.25,0.62,0.3425,10
M,0.48,0.495,0.015,2.44,1.36,0.22,0.58,9
I,0.33,0.1,0.41,2.32,0.75,0.45,0.358,10
M,0.7,0.59,0.195,0.97,1.27,0.66,0.3,10
M,0.58,0.34,0.89,1.1345,0.12,0.19,0.38,10
I,0.33,0.49,0.19,1.99,0.6,0.33899999999999997,0.4245,9
M,0.2,0.07,0.01,1.93,0.565,0.44,0.36,11
M,0.32,0.51,0.4,1.31,0.31,0.63,0.66,11
F,0.36,0.36,1.1,0.33,0.5885,0.67,0.364,10
F,0.54,0.08,0.69,0.03,1.3,0.41,0.73,11
F,0.59,0.64,0.13,0.91,0.1,0.72,0.12,8
M,0.77,0.22,0.21,1.97,0.6035,0.09,0.51,9
F,0.18,0.33,1.04,0.55,0.93,0.75,0.12,9
F,0.6,0.46,0.215,1.93,0.95,0.71,0.3,14
M,0.51,0.54,0.82,1.5190000000000001,0.6990000000000001,0.01,0.81,10
F,0.71,0.37,1.07,1.16,0.11,0.47,0.64,9
M,0.2,0.36,0.58,1.5830000000000002,0.11,0.52,0.45,12
F,0.14,0.17,0.17,0.4,0.88,0.26,0.3695,9
M,0.695,0.61,0.84,2.69,0.885,0.3715,0.06,10
M,0.77,0.11,0.18,0.77,0.61,0.5,0.16,9
M,0.8,0.42,0.54,0.12,0.32,0.48,0.638,12
I,0.2,0.56,1.09,2.74,0.8545,0.307,0.72,9
F,0.61,0.41,0.85,2.05,0.6395,0.55,0.34,9
F,0.37,0.56,0.18,0.47,1.41,0.04,0.6,11
I,0.21,0.31,1.13,2.8,0.1,0.16,0.64,12
M,0.42,0.33,0.19,1.81,0.99,0.66,0.42,10
F,0.7,0.12,0.195,0.45,1.25,0.15,0.37,10
F,0.37,0.55,0.2,2.3,0.81,0.469,0.5215,10
F,0.14,0.565,0.04,0.29,0.691,0.07,0.2685,8
F,0.28,0.15,0.16,0.0,0.93,0.4255,0.4505,12
F,0.43,0.575,0.68,1.44,0.9309999999999999,0.71,0.11,12
M,0.735,0.43,0.16,2.124,0.93,0.04,0.5,11
I,0.48,0.25,0.19,1.931,0.8959999999999999,0.31,0.88,11
I,0.67,0.24,0.21,1.09,0.57,0.41,0.43,11
I,0.68,0.62,0.21,2.36,1.22,0.513,0.6785,11
F,0.51,0.58,0.82,1.77,0.8295,0.65,0.76,10
F,0.3,0.09,0.11,1.53,0.05,0.39,0.586,11
I,0.77,0.375,1.0,1.41,0.9,0.48,0.97,6
I,0.35,0.46,0.1,0.0765,1.45,0.25,0.15,4
I,0.74,0.185,0.27,0.52,0.04,0.52,0.89,5
I,0.77,0.19,0.69,2.81,0.85,0.69,0.26,5
F,0.7,0.4,0.5,2.77,0.85,0.47,0.64,6
I,0.76,0.47,0.24,0.1075,0.044000000000000004,0.16,0.09,5
I,0.17,0.1,0.19,1.68,1.34,0.18,0.59,5
I,0.8,0.44,0.97,1.53,1.47,0.63,0.0445,5
F,0.45,0.63,0.07,1.77,0.73,0.62,0.33,5
I,0.29,0.24,0.01,2.28,0.0565,0.58,0.09,6
F,0.12,0.25,0.81,0.2085,0.77,0.26,0.33,7
I,0.17,0.38,0.095,2.27,0.16,0.17,0.86,5
M,0.53,0.19,0.46,0.2015,0.096,0.69,0.87,7
F,0.34,0.35,0.97,2.45,0.41,0.4,0.66,6
F,0.345,0.2,0.24,0.1945,0.0925,0.51,0.37,6
F,0.42,0.255,0.97,1.4,0.69,0.08,0.24,5
I,0.64,0.31,0.08,1.79,0.6,0.39,0.78,6
M,0.35,0.26,0.95,1.32,0.65,0.33,0.23,8
I,0.62,0.27,0.085,2.22,0.0875,0.035,0.15,4
I,0.55,0.27,0.42,1.66,0.9,0.43,0.63,6
M,0.56,0.27,0.16,0.75,0.0825,0.13,0.6,7
I,0.365,0.53,0.67,0.74,0.0945,0.61,0.17,7
I,0.2,0.57,0.77,0.72,0.64,0.0655,0.78,7
F,0.22,0.58,0.93,1.98,0.72,0.38,0.67,6
F,0.23,0.29,0.63,1.58,0.89,0.57,0.82,5
I,0.12,0.28,0.085,0.2385,1.05,0.045,0.94,7
F,0.79,0.25,0.05,0.218,0.74,0.0405,0.17,6
M,0.64,0.55,0.14,0.38,1.39,0.15,0.49,6
I,0.27,0.19,0.07,2.78,0.04,0.63,0.065,8
I,0.43,0.35,0.72,2.17,0.03,0.039,0.6,7
I,0.62,0.18,0.33,2.38,0.69,0.42,0.83,6
I,0.8,0.27,0.47,2.48,0.75,0.26,0.6,8
I,0.26,0.25,0.12,1.82,1.32,0.0595,0.0745,9
M,0.61,0.64,0.085,0.2175,1.48,0.28,0.84,8
I,0.385,0.3,0.3,0.302,0.37,0.08,0.72,7
I,0.385,0.51,0.64,0.37,0.33,0.042,0.84,5
F,0.28,0.3,0.095,0.3265,0.67,0.43,0.47,7
I,0.6,0.16,0.105,1.45,1.37,0.46,0.0945,8
M,0.395,0.59,0.68,2.29,0.9,0.07,0.59,8
I,0.14,0.43,1.05,0.2985,1.03,0.061,0.08199999999999999,5
I,0.25,0.29,0.1,0.24,0.25,0.0605,0.34,5
M,0.17,0.34,1.11,0.2645,1.01,0.11,0.28,6
I,0.67,0.335,0.65,0.33,1.4,0.51,0.96,7
I,0.42,0.39,0.97,0.32799999999999996,0.45,0.58,0.65,6
I,0.1,0.16,0.11,1.32,0.25,0.73,0.54,7
M,0.425,0.32,0.69,2.62,1.05,0.08,0.17,7
M,0.75,0.31,0.98,0.4,0.72,0.065,0.6,7
F,0.48,0.25,0.86,0.428,1.45,0.34,0.45,8
F,0.5,0.47,0.98,1.2,1.18,0.3,0.6,8
I,0.435,0.59,0.13,1.75,0.78,0.41,0.32,7
I,0.44,0.6,0.97,0.43799999999999994,0.76,0.44,0.21,9
I,0.32,0.27,0.97,1.02,1.38,0.51,0.12,9
I,0.38,0.43,0.105,0.4005,0.72,0.0755,0.126,8
I,0.61,0.59,0.115,0.66,1.35,0.06,0.48,8
I,0.455,0.35,0.84,0.37200000000000005,0.358,0.11,0.11,8
I,0.6,0.32,0.18,0.0,0.2225,0.25,0.52,7
I,0.46,0.45,0.01,2.09,1.02,0.13,0.25,9
F,0.76,0.45,0.89,2.19,1.06,0.1045,0.36,8
I,0.465,0.51,0.52,0.76,0.1425,0.75,0.95,11
M,0.52,0.57,0.0,0.41100000000000003,0.175,0.0855,0.135,8
I,0.24,0.41,0.16,0.48,1.0,0.71,0.29,8
F,0.4,0.49,0.15,0.28,0.31,0.47,0.115,8
