Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.54,0.195,0.065,0.1065,1.44,0.0225,0.0285,5
I,0.28,0.15,0.08,0.132,0.07200000000000001,0.022000000000000002,0.033,5
I,0.52,0.64,0.36,0.1075,0.051,0.22,0.6,6
I,0.64,0.255,0.085,0.1745,0.07200000000000001,0.033,0.057,8
I,0.66,0.24,1.04,0.152,0.0565,0.0305,0.054000000000000006,8
I,0.385,0.28,0.5,0.2755,0.1305,0.061,0.0725,8
I,0.32,0.6,0.1,0.293,0.14,0.062,0.08199999999999999,7
F,0.4,0.305,0.87,0.368,0.17300000000000001,0.0705,0.105,7
F,0.405,0.52,0.09,0.312,1.47,0.06,0.7,8
M,0.09,0.22,0.12,2.8,0.61,0.076,0.0805,7
M,0.15,0.315,0.115,0.355,0.1895,0.33,0.73,6
I,0.49,0.43,0.14,0.379,0.162,0.091,0.11,9
I,0.445,0.32,0.12,0.37799999999999995,0.152,0.0825,0.12,8
M,0.16,0.35,0.13,0.4655,0.22,0.1045,0.135,8
F,0.455,0.08,1.13,0.594,0.332,0.11599999999999999,0.1335,8
M,0.64,0.11,0.12,0.4935,0.14,0.1175,0.132,8
M,0.35,0.345,0.99,0.4595,0.235,0.56,0.71,7
M,0.465,0.52,0.11,0.4955,0.36,0.085,0.72,7
I,0.465,0.355,0.09,0.92,0.2005,0.32,0.1275,9
F,0.62,0.38,0.79,2.79,0.3165,0.37,0.1955,7
I,0.48,0.35,0.135,1.1,0.2735,0.0995,0.158,8
M,0.485,0.07,0.135,0.617,0.25,0.1345,0.1635,8
I,0.49,0.37,0.03,0.5379999999999999,0.271,0.1035,0.54,8
I,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
M,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785,8
I,0.505,0.385,0.13,0.6435,0.3135,0.149,0.18,7
M,0.32,0.385,0.1,0.5115,0.24600000000000002,0.1005,0.1455,8
F,0.535,0.42,0.94,0.738,0.355,0.1895,0.02,8
F,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035,8
M,0.54,0.385,0.83,0.7655,1.19,0.11599999999999999,0.2365,10
F,0.54,0.42,0.13,0.7505,0.7,0.25,0.1845,9
F,0.75,0.43,0.16,0.8440000000000001,0.3945,0.1855,0.05,9
M,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9
I,0.55,0.42,0.115,2.36,0.52,0.35,0.61,11
I,0.565,0.44,0.135,0.83,0.39299999999999996,0.1735,0.23800000000000002,9
M,0.58,0.45,0.12,0.8685,1.28,0.1475,0.2605,8
I,0.58,0.435,0.22,0.8390000000000001,0.3485,0.207,0.192,7
F,0.585,0.485,0.15,1.079,0.4145,0.62,0.35600000000000004,11
M,0.595,0.465,0.15,2.7,0.4335,0.1765,0.262,9
F,0.42,0.61,0.19,1.1345,0.49200000000000005,0.2595,0.3375,10
F,0.61,0.43,0.1,0.909,1.06,0.2,0.22,8
M,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.3,8
F,0.73,0.49,0.16,1.056,0.493,0.244,0.2725,9
M,0.4,0.33,0.45,1.2095,0.603,0.67,0.59,9
M,0.65,0.54,0.14,1.238,0.6165,0.2355,0.32,8
F,0.665,0.525,0.5,1.6440000000000001,1.37,0.3395,0.4275,10
M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
F,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
F,0.705,0.57,0.26,1.19,0.747,0.3725,0.488,10
F,0.71,0.5,0.15,1.3165,0.6835,0.11,0.28,10
M,0.51,0.585,0.22,1.9140000000000001,0.9155,0.32,0.13,11
F,0.31,0.575,0.215,2.1,0.8565,0.37,0.602,12
F,0.73,0.555,0.18,1.56,0.6555,0.1965,0.4935,10
M,0.37,0.57,0.22,2.032,0.735,0.4755,0.6585,17
F,0.505,0.39,0.115,0.66,1.29,0.1555,0.91,8
M,0.53,0.425,0.86,0.7455,0.2995,0.14,0.245,10
F,0.72,0.385,0.115,0.616,0.243,0.1075,0.21,11
I,0.405,0.305,1.04,0.2825,0.53,0.0575,0.095,7
I,0.415,0.33,0.1,0.3355,0.1545,0.0685,0.095,7
M,0.5,0.39,0.145,0.88,0.273,0.132,0.22,11
M,0.425,0.33,0.88,0.361,0.134,0.36,0.125,7
M,0.47,0.35,0.1,0.37,0.1885,0.0885,0.175,8
F,0.47,0.31,0.115,0.3465,0.1475,0.0695,0.61,10
I,0.37,0.29,0.42,0.25,0.1025,0.0505,0.085,10
M,0.5,0.42,0.155,0.66,0.2655,0.1365,0.215,19
I,0.27,0.31,0.11,0.315,0.124,0.75,0.095,9
M,0.57,0.29,0.1,1.85,0.1175,0.33,0.085,9
F,0.49,0.2,0.125,1.0,0.2175,0.128,0.165,11
M,0.585,0.48,0.185,1.04,0.84,0.265,0.285,10
M,0.595,0.455,0.155,1.041,0.41600000000000004,0.2105,0.365,14
M,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
M,0.76,0.14,0.225,2.7,0.7535,0.391,0.885,27
M,0.62,0.49,0.17,2.37,0.5185,0.55,0.335,13
I,0.39,0.25,0.055,2.3,0.076,0.051,0.045,5
I,0.455,0.355,0.08,0.452,1.29,0.0995,0.64,9
F,0.525,0.1,0.13,2.71,0.3265,0.1975,0.175,8
F,0.385,0.29,0.09,0.23199999999999998,0.45,0.0495,0.08,7
I,0.13,0.095,0.035,2.67,0.005,0.0065,0.0035,4
I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009000000000000001,3
F,0.26,0.225,0.26,0.1445,0.96,0.0385,0.045,6
I,0.32,0.29,1.03,0.282,0.8,0.0725,0.93,7
I,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
F,0.455,0.37,0.81,0.433,1.2,0.1265,0.145,9
M,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.78,9
F,0.76,0.49,0.12,0.4585,0.192,0.1,0.9,11
F,0.29,0.21,0.075,2.56,1.44,0.0675,0.035,6
M,0.45,0.39,0.9,2.46,1.02,0.094,0.09,7
M,0.47,0.375,0.87,1.65,0.1685,0.16,0.15,8
F,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
I,0.11,0.31,0.97,0.127,0.106,0.071,0.085,7
M,0.65,0.44,0.175,1.1505,0.4375,0.2265,0.4,12
M,0.595,0.15,0.15,0.8915,0.359,0.39,0.245,12
F,0.585,0.455,0.14,0.97,0.462,0.185,0.2,9
M,0.32,0.31,0.5,0.18,0.08,0.0385,0.08,6
I,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
M,0.44,0.61,1.01,1.77,0.2,0.0885,0.13,9
F,0.44,0.33,0.115,0.4005,0.6,0.113,0.12,8
I,0.565,0.32,0.1,0.7145,0.3055,0.166,0.18,12
F,0.29,0.425,0.125,0.94,0.361,0.213,0.335,9
F,0.11,0.07,0.175,0.966,0.391,0.2455,0.46,10
F,0.35,0.42,0.18,0.33,0.405,0.27699999999999997,0.295,16
M,0.68,0.33,0.69,1.46,0.5825,0.337,0.69,14
F,0.14,0.36,0.125,0.5065,1.07,0.61,0.16,10
I,0.32,0.24,0.075,0.1735,0.076,0.73,0.05,7
I,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.48,9
M,0.36,0.37,0.13,0.4665,0.2025,0.1015,0.155,10
M,0.455,0.35,0.18,0.92,0.87,0.6,0.135,9
I,0.415,0.53,0.115,0.3455,0.1405,0.0765,0.11,9
M,0.465,0.35,0.12,2.33,0.2015,0.1625,0.185,11
M,0.46,0.375,0.135,0.4935,0.18600000000000003,0.0845,0.17,12
F,0.415,0.2,0.4,0.3245,1.32,0.0735,0.115,8
M,0.62,0.195,0.07,2.58,0.39,0.018000000000000002,0.83,7
M,0.445,0.355,0.11,2.55,0.1805,0.1035,0.1505,10
F,0.745,0.585,0.09,1.966,0.8435,0.43700000000000006,0.57,18
F,0.16,0.3,0.98,0.3025,0.1335,0.0465,0.0935,8
I,0.26,0.2,0.075,0.1225,0.38,0.0115,0.15,5
M,0.33,0.44,0.135,0.879,0.368,0.2095,0.265,10
I,0.58,0.37,0.165,1.2275,0.473,0.1965,0.435,16
M,0.61,0.5,0.165,1.12,0.4915,0.185,0.49,12
M,0.62,0.46,0.175,1.806,0.643,0.63,0.725,17
M,0.56,0.42,0.195,0.8085,1.12,0.1795,0.285,14
F,0.64,0.51,0.23,1.3905,0.61,0.21,0.88,12
M,0.46,0.32,0.2,1.8465,0.732,0.47200000000000003,0.57,19
F,0.715,0.565,0.82,2.1995,0.54,0.465,0.885,17
M,0.71,0.565,0.195,1.817,0.785,0.49200000000000005,0.49,11
F,0.55,0.54,0.02,0.897,0.377,0.184,0.29,9
M,0.42,0.51,0.09,0.3245,1.2,0.0565,0.095,5
F,0.61,0.45,0.29,1.136,0.74,0.311,0.3,9
I,0.38,0.28,0.11,0.2735,0.115,0.061,0.085,6
F,0.37,0.275,0.085,0.2405,0.10400000000000001,0.0535,0.07,5
M,0.81,0.32,0.085,0.1545,1.01,0.0345,0.045,6
I,0.165,0.115,0.015,0.0145,0.84,0.003,0.005,4
M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
F,0.19,0.51,0.03,0.0295,1.15,0.015,0.01,6
I,0.43,0.15,0.16,0.0385,0.0115,0.005,0.85,5
M,0.595,0.465,0.55,0.39,0.3245,0.2,0.23,10
F,0.08,0.5,0.17,1.1845,0.4805,0.27399999999999997,0.88,13
M,0.575,0.45,0.185,0.925,0.342,0.19699999999999998,0.53,12
F,0.61,0.45,0.17,1.0979999999999999,1.15,0.45,0.405,20
F,0.58,0.45,0.235,0.79,0.3,0.20600000000000002,0.395,14
F,0.595,0.46,0.2,1.43,0.358,0.32,0.34,15
F,0.595,0.47,0.25,0.45,0.11,0.41,0.35,14
F,0.625,0.42,0.165,1.0595,0.81,0.165,0.445,21
M,0.535,0.42,0.165,0.9195,0.3355,0.18,0.26,16
M,0.56,0.43,0.16,0.61,0.317,0.1735,0.355,13
I,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6
I,0.32,0.235,0.08,0.1485,0.76,0.031,0.045,6
M,0.6,0.34,0.21,0.4475,1.06,0.1035,0.13,9
F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
F,0.28,0.51,0.1,0.6335,0.2,0.44,0.26,14
M,0.47,0.37,0.73,1.96,0.222,0.62,0.17,12
F,0.49,0.37,0.78,0.84,0.243,0.115,0.195,10
M,0.58,0.47,0.98,0.927,0.3215,0.38,0.315,11
M,0.38,0.55,0.185,2.07,0.3,0.2785,0.75,15
F,0.15,0.46,0.57,1.1,0.419,0.264,0.3,14
I,0.215,0.17,0.055,0.0605,0.0205,0.013999999999999999,0.02,6
M,0.63,0.325,0.11,0.3675,0.7,0.0935,0.12,13
F,0.26,0.215,0.08,1.62,1.29,0.0255,0.045,5
I,0.37,0.28,0.1,0.233,0.0905,0.0545,0.04,11
I,0.405,0.305,0.4,0.3625,0.59,0.0705,0.125,10
I,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,6
I,0.68,0.55,0.2,1.5959999999999999,0.525,0.4075,0.585,21
F,0.65,0.515,0.36,1.4005,0.5195,0.36,0.44,13
F,0.645,0.49,0.79,1.406,0.4265,0.2285,0.51,25
M,0.57,0.35,0.16,0.9245,0.3445,0.2185,0.48,19
I,0.615,0.48,0.19,0.69,0.5305,0.18,0.47,18
I,0.42,0.345,0.105,0.43,1.43,0.75,0.13,7
I,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6
F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.94,5
M,0.1,0.34,0.115,0.4215,0.175,0.35,0.135,8
F,0.71,0.38,0.215,1.5765,0.5115,0.2595,0.665,16
F,0.55,0.465,0.5,1.2125,0.3245,0.205,0.525,27
M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
M,0.565,0.47,0.195,1.1420000000000001,0.387,0.258,0.35,17
F,0.595,0.33,0.235,1.3659999999999999,0.5065,0.21899999999999997,0.52,13
M,0.63,0.51,0.23,1.57,0.5635,0.2815,0.57,17
F,0.43,0.325,0.12,0.76,0.165,0.0995,0.155,8
F,0.455,0.35,0.14,1.71,0.1965,0.1325,0.175,10
F,0.33,0.26,0.08,0.19,0.0765,0.41,0.065,7
F,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
I,0.495,0.35,0.15,0.853,0.3285,0.4,0.27,14
F,0.65,0.375,0.145,1.26,0.2385,0.71,0.97,13
F,0.535,0.46,0.145,0.7875,0.3395,0.45,0.2,8
I,0.23,0.465,0.175,1.035,0.401,0.1865,0.385,17
F,0.625,0.525,0.195,1.4,0.4505,0.2445,0.53,13
F,0.555,0.455,0.22,0.958,0.29600000000000004,0.57,0.39,14
F,0.48,0.37,0.145,0.797,0.78,0.15,0.265,9
M,0.59,0.475,0.155,0.857,0.35600000000000004,0.174,0.81,13
I,0.355,0.28,0.23,0.2235,0.0815,0.0525,0.39,7
I,0.3,0.2,0.02,0.086,0.25,0.72,0.03,7
F,0.505,0.13,0.175,0.6920000000000001,0.267,0.63,0.215,12
M,0.37,0.28,0.095,0.2225,1.32,0.051,0.075,7
M,0.36,0.43,0.39,0.7575,0.2735,0.1635,0.275,13
F,0.21,0.4,0.165,1.34,0.2675,0.155,0.25,9
F,0.56,0.445,0.18,2.81,0.3575,0.2045,0.47,9
F,0.595,0.45,0.78,1.0965,0.419,0.22899999999999998,0.35,17
F,0.57,0.45,0.9,0.903,0.97,0.1845,0.83,14
M,0.65,0.48,0.175,0.92,0.4125,0.07,0.415,13
I,0.58,0.435,0.75,1.1059999999999999,0.42200000000000004,0.44,0.33,15
M,0.23,0.19,0.19,2.56,0.82,0.14,0.4,17
I,0.46,0.335,0.95,0.41,0.225,0.0745,0.11,8
F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
M,0.15,0.26,0.31,0.38799999999999996,0.068,0.09,0.125,12
M,0.435,0.32,0.98,0.3785,0.48,0.0915,0.125,11
F,0.11,0.38,0.11,0.486,0.1735,0.33,0.185,7
M,0.465,0.16,0.13,0.5265,0.2105,0.1185,0.165,10
I,0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11
F,0.15,0.16,0.14,0.5105,0.192,0.1045,0.205,9
F,0.38,0.325,0.78,0.64,0.12,0.07400000000000001,0.89,10
M,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
M,0.37,0.27,0.09,0.2225,0.083,0.053,0.075,6
F,0.585,0.455,0.165,1.9,0.345,0.2495,0.315,12
M,0.74,0.59,0.2,1.5455,0.83,0.41,0.415,11
F,0.6,0.485,0.1,1.2675,0.4995,0.68,0.38,13
F,0.57,0.46,0.17,1.1,0.55,0.2205,0.38,14
M,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
M,0.65,0.495,0.18,1.7930000000000001,0.8005,0.33899999999999997,0.53,14
F,0.51,0.395,0.145,0.09,0.21600000000000003,0.39,0.24,12
M,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
M,0.495,0.23,0.165,0.7485,0.264,0.134,0.285,13
F,0.43,0.335,0.115,0.406,0.07,0.0935,0.135,8
F,0.54,0.465,0.16,1.1005,0.506,0.2525,0.295,13
F,0.55,0.59,0.175,0.8690000000000001,0.3155,0.1825,0.72,10
M,0.585,0.13,0.16,1.65,0.59,0.17600000000000002,0.95,11
F,0.57,0.455,0.16,0.9215,0.312,0.53,0.3,17
M,0.62,0.51,0.08,1.456,0.581,0.2875,0.32,13
I,0.59,0.45,0.44,0.893,0.2745,0.2185,0.345,14
F,0.72,0.52,0.64,2.226,0.8955,0.405,0.58,13
F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.22,14
F,0.61,0.48,0.175,1.0675,0.391,0.16,0.8,15
F,0.545,0.445,0.42,0.8525,0.3465,0.18899999999999997,0.295,13
M,0.57,0.45,0.16,0.8615,0.3725,0.52,0.255,12
M,0.6,0.475,0.24,1.162,0.511,0.3,0.32,18
F,0.73,0.41,0.17,0.8705,0.67,0.21899999999999997,0.25,14
M,0.635,0.2,0.21,0.52,0.6535,0.2835,0.58,15
F,0.67,0.52,0.7,1.406,0.519,0.348,0.37,13
M,0.695,0.57,0.2,1.29,0.28,0.4255,0.685,15
M,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.38,20
F,0.65,0.48,0.23,1.0935,0.40299999999999997,0.245,0.15,14
F,0.6,0.475,0.18,1.1805,1.17,0.2475,0.43,19
M,0.51,0.405,0.15,0.7175,0.04,0.158,0.72,9
M,0.525,0.4,0.135,0.7575,0.3305,0.1,0.195,10
F,0.81,0.28,0.48,0.48700000000000004,0.226,0.0965,0.155,9
I,0.485,0.415,0.14,0.5705,0.25,0.55,0.185,8
F,0.495,0.385,0.54,0.6905,0.3125,0.179,0.15,10
I,0.435,0.345,0.12,0.4475,0.221,0.11199999999999999,0.35,7
I,0.405,0.315,0.105,0.34700000000000003,0.1605,0.0785,0.1,9
I,0.42,0.33,0.78,0.35200000000000004,0.1635,0.08900000000000001,0.1,9
F,0.5,0.395,0.91,0.7145,0.3235,0.17300000000000001,0.76,9
F,0.73,0.57,0.105,2.68,1.19,0.73,0.1,7
M,0.33,0.37,0.09,0.18,0.068,0.036000000000000004,0.38,6
F,0.66,0.475,0.155,2.27,0.37,0.23,0.285,10
I,0.325,0.27,0.75,2.44,1.23,0.0435,0.065,6
M,0.475,0.25,0.91,0.563,0.2525,0.1205,0.65,10
F,0.17,0.3,0.09,2.36,0.1545,0.075,0.095,9
I,0.34,0.26,0.09,0.87,0.68,0.0525,0.055,6
M,0.525,0.425,0.79,0.7020000000000001,0.3335,0.1465,0.22,12
F,0.73,0.415,0.145,1.48,0.3325,0.68,0.285,10
F,0.6,0.45,0.135,0.8075,0.322,0.18100000000000002,0.04,13
M,0.475,0.4,0.12,0.578,0.2825,0.4,0.17,8
I,0.415,0.325,0.1,0.22,0.16699999999999998,0.08,0.125,7
I,0.495,0.385,0.51,2.37,1.03,0.18,0.165,8
F,0.48,0.405,0.13,0.6375,0.82,0.38,0.99,10
F,0.52,0.425,0.15,0.813,0.385,0.33,0.23,10
M,0.46,0.375,0.13,2.14,0.2505,0.11900000000000001,0.51,9
F,0.58,0.455,0.12,0.94,0.39899999999999997,0.257,0.98,11
F,0.59,0.49,0.135,1.88,0.42200000000000004,0.2245,0.57,11
F,0.55,0.415,0.135,0.86,0.302,0.179,0.26,23
F,0.65,0.5,0.165,1.1445,0.485,0.29,0.365,12
F,0.465,0.375,0.135,2.17,0.2225,0.129,0.23,16
F,0.455,0.355,0.35,0.515,0.2,0.1275,0.65,11
M,0.47,0.375,0.13,0.5795,0.17,0.16399999999999998,0.195,13
F,0.14,0.35,0.11,0.384,0.14300000000000002,0.1005,0.125,13
F,0.62,0.265,0.11,1.82,0.1365,0.29,0.085,7
I,0.315,0.09,0.07,0.13699999999999998,0.91,0.0315,0.81,8
M,0.595,0.34,0.145,0.991,0.4035,0.1505,0.78,16
F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
M,0.575,0.435,0.1,0.805,0.293,0.1625,0.89,17
M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
M,0.515,0.59,0.14,0.769,0.2505,0.154,0.29,13
F,0.505,0.6,0.55,0.98,0.251,0.74,0.2,12
F,0.77,0.395,0.145,0.6515,0.2695,0.153,0.98,15
I,0.59,0.31,0.1,0.2875,1.22,0.0635,0.095,10
M,0.41,0.4,0.135,0.5545,0.213,0.0925,0.215,14
M,0.11,0.435,0.65,0.7365,0.14,0.61,0.41,12
I,0.395,0.325,0.105,1.91,0.53,0.59,0.31,8
I,0.08,0.57,0.19,1.496,0.5775,0.2815,0.475,17
F,0.28,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10
F,0.43,0.345,0.68,0.7,0.0925,0.68,0.12,11
M,0.475,0.6,0.135,0.5920000000000001,0.2465,0.31,0.46,13
F,0.22,0.425,0.145,0.54,0.7,0.209,0.99,15
I,0.48,0.39,0.145,0.5825,0.07,0.02,0.87,15
I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
M,0.59,0.46,0.155,0.9059999999999999,0.327,0.74,0.335,15
F,0.43,0.42,0.56,2.7,0.2815,0.34,0.215,9
M,0.695,0.55,0.46,1.5515,0.5660000000000001,0.3835,0.445,13
F,0.8,0.6,0.195,2.526,0.9329999999999999,0.59,0.62,23
F,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23
F,0.565,0.48,0.175,0.9570000000000001,0.3885,0.5,0.275,18
M,0.56,0.455,0.165,0.86,0.4015,0.06,0.245,11
M,0.655,0.485,1.02,1.62,0.6275,0.358,0.485,17
M,0.64,0.52,0.64,1.4069999999999998,0.5660000000000001,0.304,0.455,17
F,0.75,0.47,0.17,0.9,0.355,0.1905,0.25,11
I,0.31,0.24,0.09,0.1455,1.01,0.0315,0.47,7
I,0.22,0.185,0.07,0.075,0.14,0.018000000000000002,0.025,6
I,0.17,0.125,0.055,0.0235,0.009000000000000001,0.02,0.69,6
M,0.67,0.55,0.17,1.247,0.47200000000000003,0.2455,0.4,21
F,0.3,0.565,0.195,1.7265,1.25,0.57,0.99,17
F,0.56,0.43,0.125,0.8025,1.33,0.1715,0.263,13
M,0.505,0.4,0.13,0.764,0.3035,0.18899999999999997,0.77,11
M,0.39,0.43,0.55,0.8645,0.376,0.1945,0.2515,16
F,0.42,0.36,0.97,0.4715,0.54,0.64,0.149,9
F,0.53,0.435,0.81,0.631,0.2765,0.111,0.02,12
M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19
M,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,18
F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17
M,0.62,0.495,0.15,0.32,0.4825,0.242,0.31,11
M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
M,0.575,0.47,0.15,1.1415,0.99,0.204,0.42,13
I,0.585,0.455,0.125,1.0270000000000001,0.391,0.34,0.25,17
F,0.2,0.08,0.21,1.3445,0.535,0.57,0.515,20
F,0.31,0.525,0.2,1.31,0.601,0.3,0.17,13
I,0.68,0.44,0.175,2.26,0.2985,0.59,0.265,11
M,0.55,0.37,0.155,0.7895,0.34299999999999997,0.159,0.25,12
F,0.66,0.525,0.205,1.3665,0.5005,0.51,0.41,18
F,0.59,0.475,0.195,1.0295,1.3,0.1905,0.305,18
F,0.24,0.47,0.7,1.28,0.392,0.2035,0.29,15
F,0.63,0.505,0.165,1.065,0.4595,0.16,0.315,12
M,0.695,0.57,0.45,2.16,1.15,0.435,0.5,19
M,0.65,0.3,0.17,1.2425,0.48700000000000004,0.29600000000000004,0.48,15
F,0.72,0.48,0.225,1.969,0.8045,0.02,0.35,16
M,0.56,0.55,0.17,1.43,0.3545,0.2175,0.3,12
I,0.42,0.47,0.115,0.354,0.1625,0.6,0.105,8
M,0.18,0.125,0.88,0.42,0.55,0.0055,0.01,3
I,0.405,0.325,0.26,0.3575,0.145,0.0725,0.11,12
F,0.5,0.405,0.88,0.5965,0.253,0.0,0.185,12
M,0.435,0.335,1.06,0.38299999999999995,0.1555,0.0675,0.46,12
M,0.27,0.275,0.09,0.2065,0.0725,0.043,0.07,10
F,0.43,0.34,0.8,0.382,0.154,0.0955,0.109,8
I,0.535,0.41,0.61,0.6315,0.2745,0.1415,0.1815,12
I,0.53,0.325,0.115,0.3285,1.19,0.051,0.106,12
F,0.36,0.21,0.09,0.86,0.096,0.037000000000000005,0.0735,10
M,0.24,0.135,0.26,0.46,0.011000000000000001,0.0075,0.01,5
M,0.155,0.115,0.025,0.024,0.009000000000000001,0.005,0.0075,5
I,0.525,0.57,0.39,1.4,0.3225,0.27,0.215,11
F,0.53,0.39,0.135,0.6005,0.2265,0.131,0.21,16
F,0.44,0.55,0.105,0.4285,0.165,0.75,0.132,11
F,0.26,0.345,0.115,0.496,0.1905,0.52,0.14,12
F,0.65,0.365,0.14,0.6195,0.2595,0.57,0.177,14
M,0.47,0.12,0.135,0.5670000000000001,0.2315,0.1465,0.1525,11
I,0.41,0.08,0.1,1.94,0.2495,0.141,0.62,10
M,0.42,0.34,0.125,0.4495,0.165,0.21,0.14400000000000002,11
F,0.455,0.35,0.04,0.4485,0.1585,0.102,0.1335,16
M,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,10
M,0.33,0.25,0.09,0.19699999999999998,1.48,0.040999999999999995,0.0605,10
I,0.3,0.22,0.53,0.1425,0.057,0.0335,0.043,7
I,0.625,0.17,0.46,1.2395,0.55,0.38,0.38,14
I,0.61,0.48,0.32,1.0385,0.4435,0.42,0.32,14
I,0.31,0.1,0.01,0.972,0.40399999999999997,0.1845,0.35,14
I,0.59,0.22,0.22,1.3315,0.5805,0.66,0.435,17
F,0.5,0.385,0.31,0.67,0.3795,0.161,0.19,14
F,0.53,0.43,0.17,0.64,0.35,0.59,0.235,17
M,0.445,0.33,0.1,0.43700000000000006,1.12,0.19,0.17,13
F,0.585,0.39,0.155,2.76,0.3,0.146,0.57,12
I,0.81,0.355,0.165,0.435,0.159,0.105,0.14,16
F,0.43,0.225,0.08,0.17,0.0535,0.026000000000000002,0.045,10
I,0.555,0.455,0.17,0.8435,1.32,0.1905,0.3,15
I,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15
I,0.62,0.46,0.185,1.0170000000000001,0.3515,0.2,0.32,10
I,0.625,0.43,0.82,1.411,0.5720000000000001,0.297,0.395,12
I,0.62,0.485,0.17,1.46,0.87,0.3045,0.47,15
F,0.64,0.5,0.02,1.0705,0.46,0.29,0.36,8
F,0.505,0.47,0.115,0.5895,0.2635,0.12,0.16699999999999998,10
M,0.16,0.395,0.12,0.537,0.2165,0.1085,0.1785,9
M,0.31,0.245,0.095,0.15,0.0525,0.15,0.048,7
F,0.505,0.38,0.23,0.6509999999999999,0.2935,0.19,0.17,12
I,0.42,0.305,0.12,0.28,0.01,0.0785,0.0955,9
M,0.4,0.315,0.11,0.287,0.1135,0.037000000000000005,0.85,10
F,0.32,0.315,0.125,0.3525,0.07,0.49,0.13,18
I,0.3,0.14,0.06,0.74,1.18,0.033,0.04,11
F,0.465,0.35,0.13,0.494,0.1945,0.14,0.155,18
F,0.465,0.36,0.93,0.32,0.18,0.1125,0.16,10
F,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13
F,0.52,0.06,0.16,0.595,0.2105,0.142,0.11,15
F,0.22,0.365,0.13,0.4805,0.1905,0.6,0.1475,12
F,0.76,0.35,0.11,0.321,0.83,0.0655,0.095,10
M,0.26,0.2,0.065,0.096,0.044000000000000004,0.027000000000000003,0.03,6
I,0.575,0.45,0.35,0.9315,1.05,0.2145,0.07,13
F,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10
M,0.34,0.255,0.095,0.213,1.28,0.034,0.07,9
I,0.54,0.59,0.14,0.525,0.1775,0.115,0.185,11
F,0.79,0.23,0.18,1.3119999999999998,0.529,0.2485,0.485,18
F,0.61,0.485,0.165,1.087,1.32,0.07,0.38,11
F,0.66,0.58,0.18,2.35,0.9,0.3365,0.22,16
I,0.635,0.5,0.65,1.319,0.83,0.292,0.83,16
F,0.465,0.38,0.135,0.579,0.20800000000000002,0.1095,0.22,14
M,0.515,0.4,0.79,0.8175,0.21,0.156,0.3,23
I,0.67,0.24,0.095,0.19,0.062,0.039,0.14,9
F,0.65,0.09,0.17,0.7959999999999999,0.258,0.1755,0.77,16
