type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,12.48,0.19,0.24,56.99,0.44,49.0,121.0,0.99,3.64,0.43,13.2,7
white,5.9,1.54,0.21,16.29,0.045,57.0,380.47,1.04,3.32,0.44,14.15,5
white,5.41,0.25,0.26,54.14,0.047,237.93,155.0,0.997,3.25,0.53,8.67,6
white,6.6,0.18,0.12,1.04,0.040999999999999995,35.88,397.36,0.9920700000000001,3.07,0.45,14.4,6
red,10.51,0.13,0.25,1.8,0.05,51.0,189.0,1.02,2.82,0.49,13.09,6
red,6.1,1.43,0.27,4.4,0.03,56.0,140.0,1.02,3.16,1.67,12.5,8
white,7.6,0.36,0.49,11.3,0.046,151.27,221.0,1.01,3.01,0.59,9.2,5
red,6.5,0.93,0.85,47.48,0.43,29.0,121.0,0.99111,3.28,0.96,12.1,7
white,7.4,1.2,0.93,6.9,0.045,98.99,70.09,0.9933,3.1,1.18,10.7,7
white,6.7,0.66,0.34,3.6,0.38,8.32,38.05,0.99111,3.05,0.48,12.1,7
white,8.33,0.15,0.05,4.9,0.03,50.0,156.0,0.99316,3.38,0.55,8.09,6
white,6.8,0.23,0.3,6.95,0.044000000000000004,64.13,179.0,1.0,2.91,1.04,10.6,6
white,4.6,0.81,1.45,1.9,0.38,34.0,126.0,1.02,3.06,0.36,11.8,6
white,10.82,0.28,0.27,4.7,0.03,56.0,140.0,0.9904200000000001,3.16,0.26,9.04,8
white,13.54,0.36,0.49,11.3,0.046,144.65,221.0,0.9984,3.01,0.43,9.2,5
white,5.23,0.18,0.35,1.8,0.096,22.0,80.0,1.01,2.95,0.54,9.51,6
red,5.42,1.45,0.3,54.26,0.13,142.77,77.0,0.9938100000000001,3.13,0.55,13.51,7
white,4.9,0.38,0.33,6.29,0.026000000000000002,123.48,243.12,0.99144,3.0,1.65,13.2,6
white,6.9,0.28,0.94,8.3,0.026000000000000002,183.91,205.98,0.99,3.81,0.38,12.3,8
white,6.7,0.38,0.26,19.92,0.036000000000000004,35.0,208.2,1.02,3.25,0.6,12.4,6
white,8.0,0.28,1.44,8.4,0.58,35.0,110.71,0.99192,3.7,0.42,12.3,6
white,6.5,0.25,0.45,49.47,0.048,52.0,408.98,1.03,3.2,1.76,13.63,5
red,10.99,0.26,0.46,7.8,0.047,154.07,186.0,0.99,3.2,1.51,9.1,5
white,12.86,0.29,1.24,10.2,0.25,43.0,138.0,0.9951,3.1,0.47,14.69,6
white,6.3,0.66,1.57,34.04,0.042,225.61,400.28,0.99,3.19,0.47,10.3,6
white,6.1,0.79,0.32,7.8,0.052000000000000005,52.0,317.21,1.01,3.39,0.51,9.5,5
white,4.64,0.32,0.33,7.4,0.037000000000000005,25.0,95.0,0.9926799999999999,3.25,0.49,11.1,6
white,8.38,0.12,0.18,3.3,0.054000000000000006,18.0,287.9,0.99392,3.12,0.51,10.8,6
white,12.67,0.19,1.12,5.0,0.04,236.62,120.0,1.01,2.87,0.47,11.2,5
white,7.7,0.46,0.18,46.29,0.054000000000000006,18.0,364.85,0.99,3.79,0.51,14.18,6
red,5.26,0.27,0.49,5.0,0.024,54.92,99.0,0.9925,2.87,0.49,11.4,5
red,5.8,1.14,1.37,1.3,0.48,9.0,94.0,1.01,3.2,1.99,11.2,6
white,6.89,1.5,1.23,1.2,0.34,14.0,360.33,1.0,3.19,1.11,10.2,6
white,13.89,0.32,0.33,63.42,0.38,25.0,201.15,0.9926799999999999,3.25,0.7,11.1,6
red,6.1,1.43,0.32,35.68,0.28,52.0,181.14,0.9965700000000001,3.39,1.17,9.5,5
white,11.99,0.32,0.3,9.9,0.040999999999999995,63.0,192.0,0.9964200000000001,3.12,0.87,11.66,6
white,6.2,1.06,1.36,0.7,0.49,24.0,167.07,1.04,3.37,0.43,11.85,3
white,8.9,1.27,0.23,4.6,0.1,32.0,380.18,0.9945799999999999,3.84,0.45,11.5,7
white,6.17,1.48,1.46,5.6,0.036000000000000004,200.04,127.0,1.04,3.76,1.26,9.56,6
white,5.67,0.24,0.4,9.5,0.042,107.47,157.0,0.9958600000000001,3.59,0.51,10.06,6
white,6.7,0.21,0.48,14.8,0.05,31.0,115.87,0.99,3.95,0.75,8.8,6
white,8.36,0.3,0.35,59.67,0.032,32.0,11.37,0.9945799999999999,3.15,0.45,11.5,7
white,10.67,0.15,0.77,2.1,0.031,216.2,42.25,1.0,3.39,0.43,12.7,7
white,15.68,0.89,0.4,11.6,0.52,34.0,214.0,0.9963,3.1,0.99,12.68,6
red,6.7,0.64,0.3,45.72,0.03,210.63,169.36,0.9892,3.16,0.6,12.9,4
white,7.2,1.4,0.4,11.6,0.032,34.0,397.01,0.9963,3.1,0.51,8.06,6
red,6.1,0.3,0.3,6.1,0.53,12.01,241.68,1.03,2.9,0.49,14.75,7
white,7.6,1.49,0.49,1.04,0.29,15.18,377.7,1.02,3.73,1.68,8.5,5
white,5.47,0.81,0.28,4.7,0.059000000000000004,28.0,92.01,0.99036,3.24,1.21,12.7,8
red,14.49,0.28,0.28,24.0,0.026000000000000002,22.0,105.0,0.9890000000000001,2.81,0.72,13.1,8
white,10.09,0.18,0.39,31.79,0.03,32.25,378.8,1.01,3.77,0.56,9.1,5
white,7.05,0.94,1.48,4.9,0.034,233.65,122.0,1.02,3.36,0.6,12.5,6
red,14.25,0.26,0.51,14.55,0.047,47.0,229.06,0.99945,3.56,0.78,9.1,6
white,6.3,0.17,0.4,17.29,0.35,80.26,156.0,0.99945,3.6,0.78,10.17,6
white,5.8,0.64,0.41,42.06,0.039,46.23,162.0,0.99375,3.33,0.5,14.13,6
white,6.4,0.32,1.3,39.75,0.034,18.0,89.1,0.9916,2.89,1.57,12.5,6
white,7.1,0.18,0.39,14.5,0.051,48.0,86.13,0.9994700000000001,3.72,0.78,11.96,5
white,7.1,0.17,0.4,20.49,0.047,47.0,8.8,0.99945,3.59,0.78,12.87,6
white,7.1,0.18,0.39,61.05,0.047,42.86,414.84,1.02,3.85,0.77,9.1,6
white,7.8,1.23,0.24,44.42,0.25,41.0,117.0,0.9915299999999999,3.21,0.8,11.5,5
white,5.36,0.1,0.27,1.3,0.037000000000000005,30.0,86.0,0.98834,3.05,0.59,12.9,7
white,8.2,0.36,0.74,1.03,0.35,179.38,26.98,0.9913799999999999,2.95,0.96,13.34,6
white,15.33,0.24,0.28,38.2,0.29,26.0,83.0,0.9892799999999999,3.25,1.35,8.33,6
white,6.9,1.04,0.23,22.59,0.02,66.37,123.34,0.99246,3.1,0.85,11.4,6
white,4.02,0.4,0.22,20.45,0.52,50.56,113.0,0.9957600000000001,3.91,0.45,9.4,5
white,6.7,0.3,0.44,18.5,0.12,155.67,224.0,0.99956,3.42,1.09,9.1,5
white,6.7,0.61,0.22,8.8,0.14,262.83,105.96,0.9957600000000001,3.22,1.58,9.75,5
white,15.03,0.17,0.31,49.62,0.04,214.79,106.0,0.99,3.57,1.96,12.0,5
white,7.1,0.6,1.61,32.92,0.04,256.43,111.0,0.99,3.57,1.53,11.1,5
white,5.9,1.54,0.27,5.0,0.035,14.0,104.35,0.9905799999999999,3.1,0.33,11.8,7
red,6.0,0.16,0.83,8.77,0.042,36.0,106.0,1.02,3.24,0.66,10.18,6
white,6.7,0.8,0.44,13.92,0.057,79.97,224.0,0.99956,3.74,0.53,9.26,5
white,12.18,0.31,0.08,17.17,0.37,107.63,133.9,1.0,3.0,0.99,8.62,8
red,14.48,0.34,0.86,9.4,0.35,34.0,176.71,0.99554,3.15,0.44,10.4,6
red,14.62,0.22,0.29,48.28,0.55,248.45,98.0,0.99536,3.98,1.99,13.57,6
white,9.37,0.47,0.29,4.75,0.61,29.0,134.0,0.99056,2.86,0.92,9.78,7
white,12.71,0.15,0.32,43.51,0.61,59.0,86.69,0.99192,2.89,0.95,12.1,8
white,6.6,1.45,0.29,13.4,0.028999999999999998,43.0,434.76,0.9911200000000001,2.93,1.47,9.94,7
white,8.36,0.12,0.29,42.7,0.02,43.0,65.65,0.9911200000000001,2.88,0.43,10.81,7
white,10.14,0.24,0.59,6.8,0.047,13.0,134.0,0.99,3.23,1.63,10.0,5
white,5.6,0.34,1.39,22.42,0.038,8.21,89.0,0.99266,3.68,0.49,11.1,6
red,5.8,0.42,0.0,56.89,0.13,40.0,15.11,0.98918,3.26,0.35,8.57,5
red,7.3,0.23,0.24,0.9,0.031,29.0,86.0,1.02,2.9,0.38,8.49,6
white,13.39,0.74,0.13,49.71,0.01,60.0,172.0,0.9911399999999999,2.77,0.52,14.17,5
red,13.45,0.4,0.31,3.06,0.51,175.16,272.32,1.01,2.81,0.25,11.1,7
red,5.8,0.32,0.2,2.6,0.027000000000000003,142.96,123.0,1.04,3.36,0.78,13.9,7
white,7.6,1.33,0.28,7.07,0.53,257.19,143.0,1.04,3.62,1.28,9.2,6
red,12.01,0.93,1.03,9.85,0.055,41.0,322.91,1.01,2.98,0.9,10.5,6
red,6.7,1.52,0.3,55.58,0.55,273.55,297.16,0.9918899999999999,2.97,1.56,12.43,8
white,6.8,0.17,0.34,2.0,0.04,38.0,218.19,1.03,3.56,0.45,12.9,6
white,6.2,0.3,0.31,1.1,0.035,40.0,106.0,1.04,3.34,0.39,9.33,7
white,6.9,1.09,0.41,32.94,0.14,198.8,171.0,1.03,3.12,0.51,14.36,5
red,6.48,0.88,0.34,1.9,0.04,176.38,227.29,0.99,3.25,1.2,12.9,6
white,6.8,0.37,0.34,2.0,0.04,38.0,111.0,1.03,3.24,0.75,12.9,6
white,6.6,0.24,0.27,10.3,0.4,243.2,262.82,0.9974200000000001,3.55,1.41,8.8,5
white,6.6,0.16,0.64,18.96,0.031,128.04,148.34,0.9888399999999999,3.62,0.34,13.2,8
white,7.6,0.22,1.45,58.38,0.055999999999999994,68.0,143.0,0.9983,2.99,1.19,10.18,6
white,6.7,0.24,1.48,3.85,0.042,105.0,179.0,1.0,3.04,1.05,11.93,8
white,6.8,0.19,0.34,61.1,0.09,41.0,103.0,0.9953200000000001,3.74,0.56,9.64,6
white,11.18,1.13,0.29,2.0,0.045,24.0,131.0,0.99284,3.3,0.59,9.68,6
white,6.5,0.3,0.27,36.19,0.038,37.0,97.0,0.99,3.2,0.6,9.36,8
white,6.5,1.09,1.13,1.1,0.064,36.0,191.0,0.99297,3.05,0.83,12.88,6
white,10.38,0.08,0.45,40.96,0.06,36.62,184.0,0.99711,3.31,1.7,9.8,6
white,6.2,0.77,0.24,31.42,0.37,19.0,86.0,1.03,2.9,0.26,13.4,8
white,10.54,0.87,0.24,41.51,0.56,39.0,150.0,0.99,3.05,0.44,14.84,7
white,8.81,1.47,0.84,9.73,0.12,217.22,408.15,1.01,3.11,0.83,9.8,6
white,5.9,0.16,1.29,4.7,0.23,215.15,93.3,1.01,3.03,0.57,12.68,7
white,6.5,1.29,0.69,4.0,0.01,37.0,97.0,0.99,3.31,0.78,12.6,8
white,13.52,0.82,0.3,1.1,0.047,232.46,33.87,0.99,3.26,0.45,14.37,5
white,6.55,1.36,0.27,6.4,0.033,95.7,263.88,0.98944,2.93,0.27,12.71,8
white,6.1,0.36,0.55,63.54,0.09,41.59,70.71,0.99031,3.06,0.27,13.0,7
white,6.2,0.37,0.24,6.1,0.36,212.17,148.83,0.98934,3.04,0.26,12.9,8
white,6.76,0.16,0.32,4.8,0.055999999999999994,201.31,113.0,0.99393,3.11,1.51,14.4,7
white,14.2,0.28,0.33,1.2,0.039,157.66,199.84,1.02,2.86,0.39,11.69,6
white,6.5,0.76,0.08,2.59,0.064,36.0,191.0,0.99297,3.05,1.12,9.5,6
red,7.8,0.2,0.24,17.8,0.43,122.13,292.82,1.01,3.03,0.46,13.77,6
white,12.44,0.49,0.31,7.4,0.040999999999999995,7.0,81.0,1.03,3.04,1.22,11.21,8
white,8.83,0.31,0.55,1.8,0.037000000000000005,120.42,150.0,0.9913,3.05,1.07,11.27,7
white,8.0,0.2,0.44,1.0,0.057,24.0,111.0,1.02,3.49,0.32,11.2,6
white,6.0,0.31,0.27,40.61,0.036000000000000004,31.0,11.84,1.01,3.19,0.44,13.0,7
red,6.0,0.26,0.84,15.5,0.58,153.61,134.0,0.99408,3.19,0.44,13.0,7
white,8.34,0.24,0.85,44.4,0.23,38.22,123.0,1.03,3.34,0.89,12.27,6
white,6.3,0.22,0.88,2.4,0.4,38.0,134.13,1.04,3.14,0.5,8.66,7
white,6.0,0.24,0.28,3.95,0.33,226.42,134.0,1.03,3.72,0.49,11.3,7
red,7.7,1.05,1.22,35.48,0.5,42.0,65.42,0.9974200000000001,3.55,0.5,12.0,6
white,6.4,0.3,0.36,2.0,0.49,18.0,141.0,0.99,3.35,0.53,10.5,6
white,6.1,0.33,0.3,32.88,0.48,30.0,117.37,1.0,3.04,0.4,13.1,7
red,6.0,0.28,0.18,3.66,0.036000000000000004,31.0,215.71,1.02,3.19,1.89,13.0,7
white,9.78,0.24,0.36,8.4,0.31,105.18,123.0,1.0,3.34,0.29,13.03,6
red,6.7,0.29,0.45,14.3,0.054000000000000006,15.89,317.29,0.99869,3.14,0.57,9.1,5
red,6.9,0.33,1.61,30.22,0.04,237.66,93.0,0.9896,3.18,1.45,13.54,7
white,6.5,0.16,0.11,1.4,0.45,166.42,133.0,0.99108,3.33,1.66,11.5,7
white,13.97,0.2,1.37,3.0,0.58,121.44,128.21,0.99134,2.77,0.68,11.2,7
white,7.5,0.33,0.28,33.66,0.042,71.61,155.0,0.99385,3.36,0.57,8.16,6
red,7.1,0.36,0.28,2.4,0.036000000000000004,35.0,359.72,0.98936,3.19,0.44,10.62,7
white,6.7,0.29,0.45,33.25,0.25,259.86,181.0,0.99869,3.14,1.92,9.1,5
white,6.4,1.48,0.12,23.08,0.046,66.0,298.61,0.9960600000000001,3.17,0.55,11.83,6
white,9.45,0.25,0.31,11.0,0.040999999999999995,68.37,264.45,1.03,2.98,0.56,10.5,6
white,6.5,1.09,1.09,24.25,0.32,22.0,90.0,1.0,3.18,0.51,9.59,7
white,12.51,1.47,0.58,25.49,0.53,78.9,117.0,0.9915799999999999,3.25,0.89,9.97,6
white,5.72,0.89,0.28,12.9,0.06,13.0,28.43,1.0,2.99,0.43,13.0,6
white,7.7,0.09,1.05,10.8,0.03,77.42,95.0,0.99164,3.48,0.41,13.6,6
white,6.8,1.24,0.33,6.67,0.5,250.97,122.15,1.02,3.77,0.24,14.76,7
white,10.81,1.37,0.1,2.0,0.03,23.43,171.0,1.02,3.28,0.53,12.69,7
white,6.6,0.29,0.29,43.41,0.036000000000000004,38.0,270.86,0.98819,3.08,0.39,10.99,7
red,12.11,0.2,0.87,1.2,0.44,68.87,131.0,0.9913299999999999,3.19,0.32,11.1,5
white,15.62,0.33,0.62,21.89,0.14,69.66,27.89,0.9914299999999999,3.82,1.18,13.4,7
white,6.0,0.33,0.15,26.28,0.048,181.3,207.0,1.03,3.05,0.31,14.01,5
white,10.76,0.23,0.24,14.46,0.37,61.0,368.94,0.99139,3.31,0.78,11.3,7
white,6.7,0.32,1.37,7.2,0.49,55.0,178.0,0.9953700000000001,3.2,0.46,9.4,5
white,6.0,0.23,0.15,31.68,0.43,101.0,207.0,0.99571,3.05,0.3,9.1,5
red,5.3,0.36,1.64,6.3,0.39,5.27,269.57,0.9918600000000001,3.37,0.4,8.97,6
white,13.77,0.36,0.27,25.33,0.027999999999999997,40.0,393.44,0.9918600000000001,3.37,1.68,10.52,6
white,15.19,0.11,0.28,8.82,0.01,29.0,373.44,0.9898399999999999,2.98,0.43,12.4,6
red,11.86,0.23,1.31,8.6,0.053,65.0,146.0,0.9963,3.11,0.32,9.8,6
white,6.9,0.75,1.63,6.3,0.1,191.61,50.0,1.03,3.09,0.25,11.1,4
white,14.35,0.44,0.27,3.1,0.59,28.0,134.0,1.03,3.26,1.3,13.1,7
white,7.2,0.87,0.35,29.56,0.046,45.0,33.74,1.01,3.14,1.48,10.53,5
white,6.4,0.28,0.44,4.47,0.56,212.82,179.0,0.9952799999999999,3.15,0.48,10.55,5
white,4.47,0.23,1.22,6.4,0.04,17.0,306.46,0.99279,3.56,0.73,11.7,6
white,5.33,0.22,0.3,14.7,0.07,151.96,136.0,1.02,3.14,1.76,10.6,6
red,7.2,0.31,0.35,7.2,0.046,13.82,178.0,1.03,3.14,0.93,9.7,5
white,6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.9952799999999999,2.81,0.48,9.2,5
white,8.13,0.24,0.28,1.9,0.032,22.6,387.17,1.02,3.1,0.39,9.31,6
white,11.31,0.67,0.47,1.2,0.146,28.0,132.32,1.02,3.39,0.51,10.1,5
red,6.5,1.02,0.97,34.09,0.028999999999999998,269.07,128.0,0.99074,3.43,1.8,13.39,7
white,8.89,0.27,0.31,1.2,0.031,27.0,76.65,1.03,2.93,0.33,12.7,6
white,7.8,0.28,0.25,3.4,0.6,27.0,99.0,0.98959,3.89,0.37,9.65,6
white,8.1,0.26,0.27,26.07,0.53,43.0,123.0,0.9921200000000001,3.58,1.13,11.2,6
white,6.6,0.83,1.21,8.5,0.55,46.0,279.51,0.9957600000000001,3.2,0.48,13.24,6
white,6.0,0.84,0.2,1.8,0.32,49.0,322.81,0.9919,2.78,1.73,10.42,6
red,6.0,0.99,0.2,1.8,0.031,49.0,159.0,1.01,2.82,0.53,14.45,6
red,7.3,0.2,0.12,31.93,0.039,69.0,237.0,0.99,3.1,0.48,9.11,6
white,5.23,0.23,0.37,51.63,0.036000000000000004,46.0,153.0,1.02,3.2,0.72,9.4,6
white,7.3,0.2,0.29,0.92,0.24,69.0,237.0,1.00037,3.1,1.68,12.25,6
white,12.78,0.47,0.19,60.73,0.028999999999999998,24.0,112.14,1.0,3.36,0.45,13.3,6
white,6.0,0.33,0.52,44.24,0.031,185.18,135.4,0.9919,3.41,1.53,12.89,6
white,6.39,1.42,0.75,1.1,0.28,48.0,116.0,0.99218,3.04,0.67,13.08,6
white,14.95,0.22,0.01,16.65,0.044000000000000004,39.0,313.01,1.02,3.24,0.48,10.1,6
white,8.23,0.65,0.22,16.65,0.044000000000000004,50.13,110.0,0.99855,3.24,0.81,11.03,6
white,5.01,0.64,1.5,16.65,0.44,160.94,381.64,1.01,3.24,0.95,10.48,6
white,8.1,0.2,1.38,0.9,0.023,223.22,87.0,1.03,2.81,0.36,11.1,6
red,14.19,0.82,0.15,6.1,0.21,259.02,377.26,1.02,3.06,0.6,10.78,6
white,10.13,0.21,0.21,63.8,0.1,17.0,248.96,0.99324,3.66,0.48,12.2,7
white,8.1,0.2,0.28,58.9,0.26,283.11,87.0,0.9906200000000001,3.8,1.0,11.1,6
white,5.7,0.3,0.22,16.65,0.044000000000000004,48.21,268.36,1.01,3.05,0.48,11.27,6
white,7.5,0.34,0.24,4.69,0.031,5.0,306.82,1.03,3.12,0.36,11.8,4
white,9.1,0.32,0.26,4.4,0.5,19.0,368.55,0.99036,3.11,0.62,12.51,6
white,7.9,0.85,0.12,56.85,0.17,147.28,86.0,0.99398,3.5,1.36,10.52,5
red,15.21,0.53,1.25,3.2,0.28,42.0,143.98,1.01,3.04,1.96,10.18,6
white,7.0,0.48,0.12,4.5,0.05,23.0,86.0,1.02,3.96,0.35,9.0,5
white,7.25,1.08,0.28,4.4,0.032,273.06,201.2,0.99036,3.11,1.06,12.9,6
red,11.54,0.25,0.5,9.7,0.04,15.0,85.0,0.99,2.99,0.36,11.2,6
white,7.6,1.43,0.28,4.2,0.03,182.66,112.0,1.01,3.0,0.37,12.6,6
white,6.9,1.08,0.32,48.6,0.17,74.92,379.47,0.9908899999999999,3.12,0.39,10.89,6
white,7.8,0.15,1.27,1.1,0.035,31.16,93.0,0.9909600000000001,3.96,1.71,11.3,7
red,7.35,0.7,0.27,9.7,0.036000000000000004,15.0,85.0,0.99406,2.99,1.22,11.2,6
red,6.9,0.26,0.27,4.2,0.57,255.46,80.0,0.9908899999999999,3.12,0.39,9.77,6
red,10.87,0.12,0.73,33.84,0.033,8.0,113.33,0.99,2.93,0.51,10.5,4
white,7.56,0.36,1.57,1.21,0.028999999999999998,156.56,69.32,1.03,3.0,0.41,12.6,6
red,13.52,0.31,0.4,1.6,0.1,20.0,87.0,0.9911,3.68,0.48,11.9,6
white,9.24,0.3,0.21,1.6,0.036000000000000004,38.81,170.16,0.9939600000000001,3.96,0.52,10.1,6
red,6.8,0.18,0.28,1.1,0.05,32.0,192.95,0.99,3.15,0.45,11.0,7
red,15.38,0.28,0.36,1.17,0.27,35.0,161.0,1.0,3.14,0.56,10.6,5
white,7.3,0.23,0.34,2.6,0.4,39.0,120.0,0.9913799999999999,3.1,0.67,11.3,7
white,6.7,0.22,0.22,53.55,0.038,5.0,124.0,0.99098,3.89,1.4,13.99,4
white,7.4,1.51,0.92,27.92,0.027999999999999997,112.77,351.49,0.9923799999999999,2.94,0.37,11.5,7
white,7.5,0.3,0.21,40.46,0.026000000000000002,100.84,143.0,0.99244,2.92,0.35,14.0,5
white,9.82,1.02,0.58,7.0,0.023,185.28,130.0,0.9917600000000001,2.82,0.83,12.8,7
white,6.3,0.32,1.37,14.81,0.037000000000000005,12.0,246.47,0.98993,2.79,0.6,13.58,6
white,7.7,0.24,0.3,56.64,0.040999999999999995,242.77,102.0,0.99,3.26,0.53,10.4,6
red,14.25,0.25,0.28,27.1,0.027999999999999997,14.0,78.0,1.03,2.94,0.37,11.5,7
white,6.69,0.5,0.35,55.51,0.16,42.0,39.6,1.01,3.08,0.37,11.89,7
white,5.8,0.28,0.28,4.2,0.044000000000000004,52.0,202.25,1.0,3.35,0.44,12.5,7
red,13.27,0.59,1.18,17.5,0.042,21.0,114.0,1.02,2.85,1.96,9.5,6
red,3.91,0.82,1.58,17.5,0.042,86.06,114.0,0.99784,2.85,0.5,9.5,6
red,6.8,1.02,0.71,27.93,0.042,96.29,114.0,1.0,2.85,1.66,14.09,6
white,13.35,1.39,1.46,1.5,0.56,67.7,241.52,0.99006,2.73,0.68,12.37,7
white,6.4,0.28,1.02,1.3,0.053,28.0,186.0,0.99211,3.13,1.98,12.75,5
white,12.57,0.14,0.27,3.9,0.6,52.0,234.42,0.9920200000000001,3.06,0.44,10.7,7
red,15.4,0.81,0.28,4.2,0.044000000000000004,265.66,326.32,0.992,3.35,0.25,10.7,7
red,11.45,1.09,0.89,7.6,0.59,37.0,402.69,1.01,3.12,0.44,10.7,7
red,7.2,0.16,0.29,55.4,0.33,81.24,123.0,0.9895799999999999,3.12,0.4,12.1,7
white,6.6,1.27,0.28,1.1,0.21,183.02,108.0,0.98939,3.0,1.75,11.9,7
white,6.6,0.19,0.28,8.04,0.042,54.0,259.29,1.02,3.03,0.37,9.31,6
red,11.55,1.48,0.24,26.49,0.033,65.0,145.25,0.9904299999999999,3.59,0.56,12.74,7
white,6.6,0.39,0.38,9.7,0.28,251.56,226.0,0.99787,3.88,0.57,11.2,6
red,6.8,0.12,0.3,65.38,0.049,24.8,115.74,0.99654,3.2,0.35,9.9,6
white,9.45,0.295,0.24,1.6,0.039,137.16,140.0,1.03,3.35,0.61,10.55,7
white,6.6,1.57,0.24,7.2,0.038,28.0,137.0,0.9952,3.49,1.62,10.4,6
white,7.0,0.32,0.21,51.8,0.027000000000000003,37.0,122.0,1.01,3.15,1.34,12.6,7
white,7.75,0.36,1.45,1.9,0.017,88.51,69.0,1.02,2.93,0.36,12.5,6
red,6.7,0.35,1.15,56.24,0.055999999999999994,275.98,167.0,0.9962799999999999,3.04,0.47,11.96,5
red,6.75,0.38,0.24,5.98,0.047,41.0,151.0,0.9960399999999999,3.08,0.6,9.2,5
white,6.8,0.14,0.18,6.32,0.12,78.32,90.0,1.0,3.27,1.73,11.2,6
white,8.44,0.15,0.48,14.3,0.46,27.0,149.0,1.03,2.91,0.46,9.2,6
white,7.0,0.16,0.25,27.81,0.044000000000000004,45.92,113.57,1.01,2.91,0.46,9.2,6
white,6.7,0.32,1.05,59.56,0.42,35.0,61.52,1.02,3.34,0.47,9.61,5
white,6.8,0.14,0.61,51.45,0.15,233.56,396.54,1.03,3.27,0.54,8.75,6
white,6.8,0.16,1.66,48.81,0.38,31.0,174.38,1.0,3.27,0.55,8.7,6
white,13.97,0.16,1.09,22.79,0.044000000000000004,227.42,354.99,0.998,3.79,0.46,9.2,6
white,6.4,0.38,0.24,7.2,0.26,41.0,151.0,0.99,3.11,0.6,10.26,5
white,12.3,0.24,0.3,1.2,0.1,228.5,95.0,1.03,2.96,0.36,12.5,6
white,7.7,0.32,0.61,54.33,0.040999999999999995,66.0,72.03,0.9979399999999999,3.89,1.36,9.3,5
white,4.13,0.33,0.87,0.9,0.040999999999999995,20.0,117.0,0.9904799999999999,3.21,0.5,9.38,5
white,7.1,0.27,0.24,12.6,0.044000000000000004,48.0,283.99,0.99726,2.72,0.7,10.0,7
white,6.8,0.62,0.61,26.05,0.18,215.99,389.35,1.01,3.06,0.26,10.6,6
white,12.88,0.2,1.18,4.7,0.26,269.55,168.0,1.0,3.86,0.47,10.7,7
white,7.1,0.27,0.24,22.07,0.044000000000000004,48.0,118.0,0.99726,3.4,0.73,12.79,7
white,11.76,1.45,0.3,1.2,0.037000000000000005,11.0,95.0,0.9891399999999999,2.96,0.36,12.5,6
white,6.8,0.34,0.28,26.05,0.031,208.46,122.0,1.00295,3.06,0.42,8.98,6
white,9.06,0.36,0.28,6.1,0.028999999999999998,12.0,202.79,0.99054,3.86,0.27,12.8,7
red,7.7,0.32,0.09,35.52,0.26,253.4,188.0,0.9979399999999999,2.91,0.54,9.3,5
white,5.89,0.29,1.62,0.9,0.57,20.0,77.72,0.9904799999999999,3.21,0.5,11.4,5
red,6.4,0.18,0.75,5.6,0.22,21.14,183.0,1.01,3.24,0.26,9.55,5
white,6.4,0.53,1.62,5.3,0.11699999999999999,136.78,181.0,0.99459,3.24,0.9,9.5,6
white,6.26,0.36,0.68,5.7,0.55,61.0,421.46,0.9946,3.24,0.43,9.92,6
red,6.6,0.66,0.03,55.53,0.45,21.0,335.26,0.99,3.2,0.38,11.16,6
white,5.32,0.3,0.95,27.38,0.036000000000000004,21.0,124.0,0.9936200000000001,3.89,0.24,10.8,6
white,6.5,0.21,0.72,58.73,0.045,34.0,125.0,0.99966,3.98,0.47,10.77,6
white,6.6,0.71,1.48,8.0,0.03,21.0,341.72,1.02,3.06,0.68,10.8,6
white,7.6,0.08,0.22,16.09,0.021,57.0,156.0,0.9944200000000001,2.81,0.38,9.71,7
white,5.8,0.69,0.83,1.5,0.34,91.96,51.86,1.03,3.29,1.18,13.44,6
red,6.5,0.78,0.47,15.44,0.03,240.43,47.37,0.9908899999999999,3.25,0.75,11.1,7
white,8.06,0.3,0.34,26.8,0.42,23.0,104.0,1.02,3.12,1.23,10.99,7
white,6.4,1.35,1.59,2.4,0.19,168.54,203.76,1.03,3.24,0.66,12.5,7
white,5.02,0.13,0.32,17.33,0.017,32.0,56.67,0.9934799999999999,3.12,0.22,8.9,6
white,13.79,0.19,0.33,24.44,0.2,202.97,332.03,0.9928299999999999,3.12,0.56,11.0,6
white,6.0,1.2,1.6,52.24,0.052000000000000005,49.83,152.0,0.99398,3.16,0.47,8.7,6
white,4.79,0.25,0.4,11.77,0.052000000000000005,56.0,152.0,0.99398,3.16,0.88,10.73,6
white,6.8,0.19,0.33,49.57,0.047,42.0,130.0,0.9928299999999999,2.84,0.56,11.0,6
white,6.4,0.55,0.93,23.33,0.36,26.28,220.84,0.9908,3.12,0.54,13.89,7
red,5.9,0.44,0.28,18.19,0.039,50.0,139.0,0.99165,3.16,0.44,8.24,6
white,7.2,0.52,0.07,4.5,0.031,222.16,237.14,1.02,2.97,0.52,12.2,7
red,6.4,0.95,0.24,47.65,0.13,65.55,95.0,0.9894200000000001,2.9,0.66,12.6,7
