type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,11.84,0.24,0.4,33.91,0.4,124.42,146.0,0.9911200000000001,3.17,1.93,14.76,6
white,9.62,1.02,1.49,15.37,0.38,177.67,57.8,0.9905799999999999,3.32,0.22,11.3,7
white,8.79,0.9,0.41,26.82,0.044000000000000004,79.5,345.61,0.9974200000000001,3.36,0.78,9.14,6
white,4.87,0.22,0.31,1.2,0.036000000000000004,32.0,96.0,1.02,3.06,1.32,8.09,6
white,12.99,1.22,1.55,1.6,0.33,27.0,419.83,1.01,3.84,0.5,11.7,5
white,8.4,0.3,1.18,12.11,0.076,132.42,400.84,0.99344,2.97,0.52,8.89,5
white,6.6,1.52,0.97,6.89,0.35,198.9,322.73,0.9990399999999999,3.24,0.5,8.86,5
white,5.51,0.24,0.85,43.88,0.05,26.0,176.16,1.01,3.05,0.84,13.7,6
red,9.05,0.63,0.31,13.1,0.31,253.95,180.0,0.99884,2.89,1.94,9.1,6
white,6.66,1.43,0.31,13.1,0.41,222.21,310.91,0.99884,3.05,1.47,13.02,6
white,4.61,0.09,0.87,47.48,0.05,147.12,180.0,0.99884,3.36,0.65,9.1,6
white,5.16,0.15,1.17,1.0,0.4,45.0,237.12,1.03,2.96,0.64,11.7,6
red,6.7,0.34,0.95,40.19,0.040999999999999995,171.65,213.63,1.02,3.23,0.44,13.2,6
red,10.17,0.35,1.33,11.8,0.32,61.0,183.0,0.9978600000000001,2.86,0.47,9.0,5
white,15.25,0.82,0.1,43.04,0.21,20.27,15.91,0.99,3.83,0.44,11.4,5
red,12.42,0.67,0.15,1.0,0.47,5.0,295.05,1.0,3.84,0.63,13.6,5
white,7.5,0.24,0.31,53.88,0.07,263.59,269.85,1.03,3.74,1.69,9.37,6
white,6.3,0.53,1.49,55.93,0.58,57.0,303.49,1.01,3.15,0.87,11.72,5
white,14.39,1.25,0.9,30.55,0.4,45.0,190.0,1.02,2.79,0.95,8.8,5
white,8.5,0.95,0.64,39.48,0.19,34.0,52.63,0.99272,2.72,0.29,10.0,4
red,7.64,0.47,0.38,23.56,0.036000000000000004,225.34,56.44,0.9971200000000001,3.62,0.48,12.2,6
white,13.29,0.22,0.26,36.12,0.37,77.33,137.43,0.9910399999999999,3.8,0.35,8.1,5
white,6.3,0.76,0.51,3.4,0.36,279.08,112.54,1.03,3.17,1.08,11.58,6
white,6.6,0.92,1.58,36.35,0.25,172.89,208.33,1.03,2.99,1.24,9.2,5
white,11.76,0.3,0.45,4.59,0.53,54.0,81.18,0.99,3.18,0.28,14.01,5
white,6.3,1.09,0.27,6.2,0.17,13.2,99.56,0.99095,2.9,0.6,12.23,7
red,14.59,0.3,1.46,48.0,0.068,101.54,120.77,1.0,3.44,0.62,9.8,5
white,15.88,0.31,0.23,15.35,0.069,108.4,134.0,0.99382,3.11,1.67,9.79,5
red,5.7,0.265,0.28,6.9,0.036000000000000004,46.0,150.0,1.03,4.01,0.44,10.8,7
white,5.4,0.255,0.38,46.71,0.051,29.0,84.27,0.9904799999999999,3.08,0.99,13.12,6
white,6.6,0.26,0.16,9.4,0.027999999999999997,190.46,78.64,1.01,3.17,0.33,13.64,6
white,4.27,0.84,0.28,2.9,0.15,70.55,260.11,0.99,3.7,1.95,12.06,7
white,5.7,1.11,0.39,7.68,0.58,189.25,150.0,0.9929899999999999,3.17,0.74,10.8,7
white,9.66,1.17,0.34,39.12,0.05,58.98,7.1,0.9901200000000001,3.02,0.42,14.55,7
red,7.5,0.28,0.45,1.3,0.45,11.0,126.0,0.99293,3.01,0.45,13.18,5
white,9.38,0.22,1.58,53.05,0.035,24.45,184.0,1.0,2.73,0.43,9.48,6
white,14.23,0.56,1.15,57.02,0.05,74.95,166.0,0.99382,3.08,0.39,9.84,6
white,5.63,0.28,0.41,1.3,0.044000000000000004,195.26,126.0,1.0,3.16,0.45,14.13,5
red,4.9,0.6,0.34,20.58,0.21,147.52,377.38,1.02,3.21,1.44,12.5,6
red,6.0,0.21,0.29,13.1,0.51,22.81,327.95,1.0,3.39,0.45,8.6,5
white,12.35,1.11,0.46,1.8,0.16,34.0,163.71,0.9884,3.19,0.33,10.25,6
red,11.51,0.16,0.48,54.93,0.5,18.0,88.0,0.99144,3.22,1.86,12.65,4
red,7.1,0.21,0.64,1.6,0.34,203.1,145.15,1.01,2.97,0.51,9.2,5
red,13.11,0.26,0.55,1.4,0.034,46.31,41.88,1.02,3.32,1.36,8.01,6
white,7.0,0.15,0.28,14.7,0.5,213.63,149.0,1.03,2.96,0.24,10.95,7
red,7.0,0.15,1.36,24.15,0.051,74.46,149.0,1.01,3.46,1.39,12.68,7
white,15.58,1.2,1.5,16.57,0.051,198.16,54.93,1.01,3.96,1.02,10.03,7
white,14.3,0.15,0.33,36.28,0.51,243.14,261.34,0.99792,2.96,1.89,9.0,7
red,7.0,1.32,1.41,14.7,0.57,39.51,149.0,0.99792,3.56,1.93,10.8,7
white,11.93,0.15,1.34,14.7,0.051,29.0,149.0,1.02,2.96,0.78,13.94,7
white,12.03,0.66,0.66,48.6,0.37,283.28,149.0,1.01,2.96,0.44,9.39,7
red,10.74,0.24,0.28,1.8,0.18,45.0,121.0,0.99,3.94,0.92,8.3,5
white,5.89,0.08,0.48,10.6,0.27,98.71,267.97,0.99654,3.69,1.11,14.73,6
white,8.75,0.72,0.25,12.5,0.47,34.32,222.3,0.9975799999999999,2.88,0.31,9.72,5
white,15.83,1.37,1.01,6.8,0.24,40.0,143.0,0.99374,3.02,0.59,10.24,6
white,6.94,1.05,0.28,14.7,0.59,156.59,85.37,0.99792,2.96,0.39,9.94,7
red,14.16,0.17,0.23,36.15,0.41,245.84,183.34,1.03,3.1,1.06,10.0,5
white,6.25,0.26,0.34,0.7,0.34,138.49,184.0,0.99216,3.7,0.46,12.87,5
white,6.6,0.27,0.24,5.61,0.042,24.0,331.71,0.99215,3.14,0.46,10.7,5
white,5.4,1.06,0.15,2.1,0.026000000000000002,19.02,326.46,1.03,3.46,0.62,10.13,8
red,8.85,0.19,1.51,7.4,0.44,101.84,14.95,1.03,3.92,0.34,8.74,6
red,5.5,0.7,0.23,17.05,0.039,282.69,311.52,1.02,3.28,0.5,14.03,5
red,13.82,1.03,0.34,35.13,0.04,9.18,414.5,0.99216,3.12,1.89,10.7,5
white,15.23,0.27,0.05,27.96,0.042,12.77,183.0,1.01,3.36,0.46,13.46,5
red,4.56,0.14,0.32,7.4,0.43,210.32,287.44,1.01,3.52,0.39,13.13,6
white,7.8,0.23,0.32,5.0,0.016,31.0,101.0,1.01,2.99,0.78,11.13,6
white,6.1,0.17,1.29,3.46,0.59,22.0,135.18,0.99072,3.3,0.3,11.1,7
white,7.4,0.2,0.35,6.1,0.53,246.21,40.0,0.99244,3.78,0.52,8.55,5
white,9.27,1.48,1.58,27.71,0.51,22.0,92.2,1.02,3.03,0.41,13.44,5
white,11.18,0.46,0.57,28.17,0.026000000000000002,29.0,130.0,0.9895299999999999,3.71,0.77,13.4,8
red,6.9,0.4,1.15,4.8,0.51,231.21,389.74,0.99754,2.81,1.57,10.72,5
red,6.9,0.79,0.17,54.51,0.19,59.0,107.4,1.02,3.68,0.49,12.77,5
white,8.57,0.4,0.52,27.48,0.09,59.0,186.0,1.02,3.08,0.48,10.13,5
red,4.64,0.73,1.0,13.7,0.31,280.31,391.4,0.99,2.93,0.51,10.6,6
white,6.9,1.35,0.41,57.45,0.53,59.0,85.99,0.99754,3.08,1.79,9.4,5
white,7.4,0.78,0.66,2.4,0.38,21.66,344.01,0.9909399999999999,3.71,0.92,12.0,4
red,4.54,0.17,0.28,12.99,0.54,170.51,125.0,1.01,3.06,0.42,14.49,6
red,15.05,0.78,0.84,13.7,0.42,153.55,360.25,1.01,3.67,0.76,10.6,6
red,13.92,0.61,0.31,15.14,0.03,55.65,100.0,0.9874,3.98,0.9,14.15,5
red,7.65,0.96,0.93,34.04,0.17,72.6,260.43,1.04,3.11,1.66,9.7,5
white,10.87,0.24,0.28,30.9,0.39,105.56,103.0,1.02,3.15,0.32,12.26,6
red,6.9,0.33,0.31,27.38,0.37,29.0,202.27,1.0,3.08,1.16,14.44,5
white,15.68,1.11,0.05,9.56,0.5,67.99,103.0,0.99,3.78,0.66,12.8,6
white,5.18,0.74,0.81,38.37,0.31,38.0,100.0,1.01,3.21,0.97,12.4,7
red,12.15,0.74,0.45,7.7,0.55,78.19,101.58,1.01,3.85,0.7,12.7,7
white,6.96,0.42,0.39,12.1,0.5,165.62,89.37,0.9979399999999999,3.12,0.72,13.1,5
white,7.4,0.25,0.29,8.95,0.33,31.0,251.21,1.03,3.22,0.29,14.86,6
white,7.6,0.27,1.01,1.7,0.56,51.02,232.91,1.02,3.08,1.61,12.66,6
red,6.4,1.44,0.45,16.52,0.58,13.35,83.78,0.9955,3.07,1.02,13.09,5
white,15.51,0.9,0.35,17.4,0.064,29.0,140.0,1.0,3.2,0.49,11.25,6
white,5.6,0.19,0.93,2.7,0.2,17.73,331.41,0.98964,3.59,1.59,9.97,7
red,7.4,0.29,0.48,53.79,0.52,137.54,356.93,1.0,3.69,0.34,9.61,5
white,6.32,1.18,0.98,6.2,0.36,54.0,46.1,1.03,3.28,1.45,14.0,5
white,6.98,1.46,0.52,8.1,0.044000000000000004,53.0,162.49,0.9954799999999999,3.18,0.75,12.76,5
red,6.6,0.7,0.52,16.36,0.047,52.0,191.0,0.99541,2.89,0.57,14.16,6
white,6.4,0.32,0.45,8.3,0.38,183.05,120.69,1.03,3.24,0.48,14.35,5
white,6.5,0.55,0.5,22.42,0.36,46.0,22.22,0.99536,3.19,0.47,13.79,5
white,12.27,1.29,0.85,11.8,0.043,53.0,133.0,1.03,3.03,0.39,14.41,6
red,6.3,0.99,1.25,27.19,0.22,91.36,424.13,0.9961,2.83,1.98,9.9,6
white,5.82,0.24,1.25,1.7,0.22,29.95,198.12,0.99224,2.76,1.82,10.0,5
white,6.38,0.88,0.27,17.4,0.31,29.0,140.0,0.9977600000000001,3.2,1.61,8.61,6
red,6.65,0.68,1.26,13.9,0.44,176.28,190.74,0.99702,3.17,0.23,9.4,6
white,10.44,0.24,1.25,65.09,0.41,13.0,91.0,0.9965700000000001,3.77,0.67,8.34,5
red,7.9,0.21,0.74,2.0,0.057,21.0,138.0,0.9917600000000001,2.96,0.28,14.49,5
white,7.0,0.59,0.28,43.95,0.042,125.18,177.0,1.0,3.2,1.12,9.3,5
red,8.1,1.25,1.2,1.3,0.036000000000000004,171.31,346.41,1.04,3.3,1.07,10.3,5
red,8.3,1.0,0.3,30.06,0.12,103.56,369.42,0.9910899999999999,3.5,1.4,10.07,6
red,7.64,0.21,0.3,13.59,0.33,254.97,138.0,1.04,3.98,0.52,14.23,5
white,4.93,0.35,1.27,2.28,0.042,240.0,271.49,1.0,2.99,0.4,10.8,6
white,8.1,0.63,0.99,46.32,0.036000000000000004,7.0,49.0,1.03,2.99,1.73,13.27,5
white,8.3,0.18,0.58,19.36,0.033,202.79,57.0,1.02,3.02,1.12,9.55,6
red,8.27,1.39,1.62,33.24,0.098,54.59,91.0,0.9965700000000001,3.57,1.3,14.48,5
red,6.8,0.58,0.62,41.94,0.040999999999999995,7.0,329.74,1.03,2.96,0.59,8.96,5
red,11.75,0.21,1.08,3.07,0.042,201.34,151.78,1.0,3.46,1.85,10.2,6
white,7.2,1.17,1.21,6.4,0.042,16.0,16.19,1.01,2.8,0.4,9.51,6
white,6.8,1.53,0.34,39.91,0.46,42.0,394.91,1.01,3.24,0.52,10.5,3
white,7.2,0.28,0.69,2.0,0.38,23.0,101.18,0.9912,3.13,0.52,13.82,5
white,5.05,0.21,0.63,39.43,0.057,216.78,71.13,1.04,3.47,1.95,10.54,5
white,7.0,0.54,0.28,2.2,0.36,63.96,351.59,1.01,3.57,0.6,11.99,5
white,11.19,0.34,0.32,12.1,0.049,31.0,329.32,0.99677,3.22,1.01,12.67,5
white,5.67,0.43,1.09,52.72,0.042,152.44,106.0,1.02,3.35,1.7,10.7,7
red,6.8,1.52,0.3,8.8,0.045,28.0,131.0,1.01,3.23,0.85,8.7,5
white,12.05,1.11,1.38,60.39,0.036000000000000004,222.96,42.0,0.9918600000000001,3.87,1.4,11.3,6
white,13.02,1.13,1.08,24.94,0.07,112.99,120.0,1.0,2.88,0.73,10.3,6
white,5.1,0.81,1.49,6.8,0.034,58.2,115.37,1.03,3.88,1.53,10.93,6
red,13.99,1.16,1.65,3.7,0.039,283.36,203.29,0.9915799999999999,2.9,0.38,10.7,5
red,4.66,0.42,0.94,12.2,0.41,52.0,411.2,1.0,3.03,0.56,13.4,6
white,7.0,0.4,0.54,9.8,0.27,39.0,204.0,1.01,3.17,0.29,13.33,6
white,8.65,0.89,0.49,64.79,0.052000000000000005,217.17,377.2,1.01,3.77,0.57,8.59,5
white,3.88,0.87,1.35,2.5,0.042,31.0,258.17,0.9911,2.98,0.61,12.91,7
white,5.37,0.46,0.69,34.07,0.07,12.0,190.36,0.99016,3.26,1.16,13.0,6
white,5.1,0.31,0.26,55.36,0.06,113.73,120.0,0.9918799999999999,3.9,1.55,9.55,6
red,5.1,0.23,0.5,1.0,0.053,13.0,99.0,0.98956,3.22,1.74,13.8,5
white,6.3,0.66,0.86,40.18,0.58,43.0,303.1,0.9918600000000001,3.7,1.8,12.22,6
white,6.32,1.5,0.5,53.03,0.035,214.5,47.33,1.0,3.66,1.03,11.86,7
red,4.8,1.33,0.23,1.01,0.14,80.66,88.89,1.03,3.46,0.28,9.98,7
white,8.12,0.38,0.31,63.09,0.51,30.0,130.0,0.993,2.83,0.36,10.04,5
white,8.23,0.14,0.52,7.62,0.35,30.0,130.0,1.0,2.83,1.59,9.6,5
white,12.39,0.13,0.72,33.1,0.31,45.0,21.95,0.9978,3.15,0.61,10.78,6
white,4.92,0.41,0.22,18.47,0.43,260.53,190.24,1.02,3.14,0.62,9.2,5
white,6.2,1.38,0.23,3.3,0.31,258.02,113.0,1.02,3.16,0.48,8.4,5
white,8.0,0.27,0.33,1.2,0.03,85.63,103.0,1.03,2.94,0.45,9.7,6
white,8.0,1.1,0.33,1.2,0.19,41.0,81.48,1.04,3.19,1.52,12.4,6
white,6.5,0.41,1.59,4.8,0.12,184.0,260.14,0.9946,3.14,1.16,9.2,5
red,14.2,0.31,1.24,3.3,0.61,34.0,113.0,0.99429,3.7,0.51,8.4,5
white,4.53,0.37,1.2,2.5,0.26,8.03,427.54,1.04,3.14,1.63,11.7,6
white,6.6,1.04,0.02,8.7,0.036000000000000004,192.05,191.0,1.03,2.88,1.64,11.0,6
red,6.23,1.37,0.31,59.37,0.032,36.0,402.09,0.99044,3.54,0.43,11.9,6
white,15.0,0.26,0.49,4.0,0.28,205.19,100.0,1.02,3.55,0.5,14.89,7
red,12.57,1.07,1.29,2.5,0.35,196.34,84.0,1.02,3.7,0.36,14.17,6
red,6.4,1.31,0.23,16.2,0.055,36.0,356.17,1.03,2.9,1.96,14.19,5
white,9.14,1.3,0.32,9.0,0.5,20.0,358.93,1.01,2.85,0.36,12.6,6
red,9.13,0.25,1.02,63.88,0.05,96.57,157.99,0.9986,3.95,1.54,13.82,5
red,7.83,0.39,1.28,62.72,0.37,23.0,90.0,0.9921200000000001,3.17,0.37,10.5,6
white,4.87,0.09,0.43,60.9,0.047,164.67,87.0,0.9962799999999999,3.23,1.29,12.26,5
white,6.7,0.17,0.05,45.42,0.28,81.69,109.0,1.03,3.34,0.35,12.82,6
red,9.1,0.17,1.37,47.21,0.27,172.12,121.95,0.99,3.09,0.76,13.7,7
white,5.9,0.2,0.23,1.5,0.037000000000000005,95.76,424.55,1.01,2.85,0.49,11.38,6
white,5.72,0.86,1.01,4.6,0.031,26.0,120.0,0.99198,3.4,1.35,13.51,7
white,5.9,0.95,0.27,28.89,0.53,255.22,125.16,1.01,3.55,0.68,12.1,6
white,13.03,0.38,1.08,55.4,0.032,115.23,137.0,1.03,3.21,0.38,12.25,6
red,5.9,0.26,0.11,61.51,0.39,38.0,361.3,1.0,2.73,1.84,12.0,6
red,6.21,0.17,0.44,17.08,0.47,274.09,238.61,0.99224,3.46,0.71,13.43,6
red,15.64,1.54,0.87,14.98,0.039,35.12,93.57,1.02,3.09,1.72,12.74,6
white,7.3,0.67,0.26,14.95,0.048,52.0,207.0,0.99587,3.51,0.7,9.2,5
white,10.97,0.25,1.63,7.2,0.61,52.0,332.41,1.02,3.12,0.37,9.28,5
white,4.34,0.71,0.3,18.75,0.1,269.58,121.25,0.9972799999999999,2.74,0.47,10.67,6
white,14.66,1.26,0.19,9.56,0.18,98.0,327.88,0.99364,3.88,1.72,10.1,6
red,6.5,0.27,1.0,32.81,0.1,98.0,175.0,1.02,3.16,0.79,11.49,6
white,15.19,0.67,1.6,62.86,0.61,111.15,99.42,1.0,3.25,0.85,13.0,7
white,6.0,0.62,0.38,61.29,0.16,41.0,101.0,1.0,3.16,0.92,13.15,6
white,8.4,0.23,0.32,51.5,0.048,59.0,397.66,0.9917799999999999,3.4,0.27,9.4,6
white,7.3,0.84,0.94,26.06,0.048,52.0,405.81,0.99,3.05,0.7,9.2,5
red,13.78,0.8,0.34,11.1,0.02,112.0,32.26,0.9961,3.77,0.36,13.14,6
red,12.98,0.22,0.3,12.4,0.57,162.42,23.55,0.9972799999999999,3.23,1.76,12.07,6
white,14.88,0.54,0.27,9.8,0.57,74.0,362.65,0.99534,3.64,0.56,10.51,6
white,4.91,0.35,0.74,32.84,0.14,98.0,175.0,1.02,4.0,1.95,11.91,6
white,7.3,1.58,0.24,56.41,0.18,171.86,287.22,1.0,3.06,0.48,10.52,4
white,14.25,0.95,0.92,42.06,0.094,132.39,181.0,1.0,2.99,1.66,11.68,5
red,6.7,1.53,0.51,5.38,0.5,50.0,222.5,1.0,2.78,0.5,8.58,5
white,7.4,0.7,1.59,8.71,0.52,74.98,184.59,1.04,3.0,1.6,8.07,7
red,4.88,1.21,1.47,16.55,0.3,231.02,340.06,1.03,3.2,1.04,8.0,5
red,6.37,0.28,0.31,1.5,0.053,191.89,119.51,0.99069,3.07,0.5,14.82,5
white,11.1,1.52,0.31,6.49,0.09,187.28,264.93,0.99692,3.18,0.49,14.87,5
white,13.14,0.41,0.2,6.6,0.19,51.31,411.32,0.99324,3.86,0.28,11.1,4
red,6.0,0.28,1.63,59.44,0.02,42.0,362.21,0.9989600000000001,2.92,1.26,9.12,6
white,13.61,0.28,1.53,17.8,0.13,175.59,124.95,1.0,3.1,0.45,8.9,6
red,7.1,0.2,0.84,52.33,0.06,268.57,129.0,1.03,3.87,0.52,14.68,5
white,5.65,0.32,1.12,47.51,0.045,34.0,94.3,1.03,3.85,1.89,8.22,6
white,6.0,0.28,0.13,17.8,0.14,165.73,6.12,0.99,3.0,0.45,8.9,6
white,11.16,1.36,1.54,2.0,0.11,270.97,149.48,1.04,3.56,0.96,14.76,6
red,8.28,1.44,0.31,47.79,0.32,134.98,143.0,0.99226,3.06,0.55,12.2,6
white,3.97,0.83,0.36,2.0,0.58,114.96,63.0,0.9907600000000001,3.13,1.2,9.4,6
white,6.0,0.28,1.64,17.8,0.02,38.78,111.0,0.9989600000000001,3.37,1.85,8.9,6
white,5.64,0.27,1.13,12.1,0.046,278.88,48.15,0.9951,3.93,0.37,13.61,6
red,6.4,1.41,0.26,8.2,0.17,48.94,176.99,1.03,2.99,0.31,11.4,6
red,10.88,1.48,0.27,23.99,0.049,274.19,196.47,0.99,3.15,0.42,10.8,5
white,10.07,0.21,0.3,39.38,0.036000000000000004,130.15,88.03,0.9936799999999999,3.44,0.57,8.93,5
white,4.86,0.34,0.1,51.81,0.044000000000000004,44.76,251.03,1.03,3.93,0.65,8.54,5
red,13.78,0.79,0.16,49.69,0.031,120.05,134.0,1.02,3.24,1.38,12.2,6
red,9.58,0.64,0.33,60.79,0.06,191.87,105.4,1.0,3.95,0.91,12.3,6
white,6.7,0.26,0.29,7.7,0.45,172.32,69.11,1.04,3.12,0.58,10.4,6
white,7.0,0.57,0.19,37.62,0.27,52.43,19.8,1.01,3.01,0.55,11.5,6
red,15.81,0.23,0.34,1.3,0.035,189.42,175.96,1.03,3.88,0.92,9.73,7
red,12.76,0.38,0.3,46.27,0.36,260.65,389.56,1.03,2.77,0.39,10.6,5
white,15.08,0.34,0.93,59.64,0.09,17.0,223.2,1.0,3.01,0.86,9.69,5
white,4.8,0.27,1.61,1.1,0.3,4.0,371.36,1.0,3.86,0.36,14.81,4
white,7.48,0.9,1.53,61.46,0.45,12.0,65.0,1.04,2.93,0.54,9.24,6
red,12.68,1.55,0.78,13.85,0.05,69.45,69.0,0.9899399999999999,3.38,1.97,11.5,6
white,5.0,0.455,0.5,1.9,0.58,51.52,270.02,1.04,3.31,0.45,14.0,7
white,6.86,0.33,1.26,56.26,0.27,266.25,355.94,0.99,3.92,1.99,8.65,7
white,12.19,0.33,0.3,3.8,0.29,134.94,121.45,1.0,3.07,0.63,14.33,7
white,7.02,0.31,1.45,2.4,0.5,83.76,303.34,0.98867,3.09,0.35,12.8,7
white,6.2,1.3,0.24,42.77,0.41,97.95,138.0,1.03,3.23,1.16,11.2,7
white,15.06,0.49,0.59,9.42,0.037000000000000005,41.09,138.0,1.02,3.99,0.43,13.93,7
white,4.36,1.37,0.55,22.49,0.05,49.0,168.71,0.99021,3.17,0.27,9.55,6
white,10.45,0.23,1.29,32.66,0.6,70.0,386.6,1.01,2.93,0.42,11.85,6
white,15.27,1.28,1.19,59.82,0.11,34.0,88.0,1.02,3.25,0.63,9.34,7
red,8.96,1.0,0.32,1.5,0.16,90.18,105.0,0.99154,3.17,1.54,9.1,6
white,6.2,0.44,0.24,11.27,0.037000000000000005,156.33,342.58,0.99174,3.66,0.43,11.2,7
white,4.7,1.55,0.18,25.53,0.52,91.14,382.83,0.99,3.21,0.37,11.47,7
white,5.02,0.37,1.1,22.59,0.03,262.64,339.36,1.01,3.17,0.62,8.18,6
red,4.64,0.89,0.51,46.79,0.03,28.17,206.0,0.9956,3.59,0.42,13.84,5
red,10.43,0.35,0.19,60.09,0.037000000000000005,21.64,113.0,0.99,3.65,0.4,13.99,7
red,14.66,0.5,0.28,43.88,0.28,104.25,108.05,1.01,3.0,1.79,13.2,6
white,7.4,1.17,0.37,53.15,0.43,172.87,40.32,0.9913799999999999,2.86,0.81,12.77,6
white,7.3,0.53,0.55,51.72,0.057,46.0,173.0,1.04,3.7,0.95,10.2,5
white,11.51,0.4,0.3,2.4,0.038,180.16,253.03,1.02,2.87,0.36,12.8,7
red,11.97,1.45,0.61,0.9,0.31,16.0,109.0,0.99249,2.95,0.23,8.73,5
white,9.15,0.75,1.01,0.9,0.49,16.0,418.96,0.99,3.5,0.39,13.09,5
white,9.95,0.22,0.62,1.2,0.031,38.0,95.0,1.02,2.83,0.31,13.49,5
white,12.82,0.52,0.29,9.9,0.44,144.92,97.12,1.04,3.95,1.36,10.46,6
white,11.2,0.27,1.61,3.9,0.45,115.16,106.0,1.02,2.92,0.31,12.11,5
white,11.73,1.07,0.47,24.8,0.01,257.15,173.0,0.99872,3.52,0.52,8.02,5
white,8.23,0.32,0.47,30.0,0.56,194.88,261.61,1.01,3.18,0.52,8.29,5
white,6.1,0.28,0.84,1.5,0.11,249.7,101.0,0.9889399999999999,3.62,1.63,11.18,6
white,8.26,0.3,0.28,35.39,0.3,28.0,327.94,0.988245,3.91,0.23,11.88,6
white,6.9,1.2,0.28,7.8,0.05,43.0,116.0,1.04,3.21,0.6,13.43,8
white,4.53,0.31,0.21,5.6,0.39,15.75,67.0,0.99,2.88,1.79,10.02,4
red,9.27,1.03,1.08,37.11,0.31,190.7,84.0,1.0,3.28,0.84,10.7,6
white,7.44,0.46,1.23,16.7,0.046,161.06,135.63,0.99898,3.08,1.39,14.82,5
red,6.7,0.25,0.15,7.95,0.042,178.38,108.0,0.9948600000000001,3.44,0.61,8.09,6
white,6.5,0.46,1.47,52.68,0.185,51.5,252.06,0.9952799999999999,3.45,0.54,9.3,5
white,8.2,0.14,1.36,3.56,0.04,60.68,319.66,0.9906200000000001,2.88,0.5,9.48,6
red,13.27,0.54,0.32,6.3,0.16,67.75,167.97,1.02,3.21,0.67,9.71,6
white,11.68,1.17,0.37,8.9,0.23,141.01,148.0,0.996,3.95,1.24,11.51,5
white,11.44,0.77,1.1,32.44,0.068,270.8,76.75,1.03,3.28,1.84,11.97,5
red,4.85,0.23,0.39,14.07,0.053,181.33,106.0,0.99166,3.95,1.39,13.97,6
white,5.57,0.2,0.15,6.6,0.23,133.34,130.2,0.99408,2.99,1.18,10.04,6
white,15.56,0.49,1.44,28.14,0.47,106.87,165.09,0.9928100000000001,3.22,0.86,11.35,6
white,6.62,0.27,0.32,6.3,0.21,47.0,159.0,0.99282,2.78,0.36,10.85,6
red,3.86,0.3,0.87,2.1,0.042,31.0,216.97,0.98964,2.83,1.87,10.67,6
white,6.1,0.3,1.27,20.2,0.31,41.0,409.21,1.02,3.19,1.68,11.61,7
white,10.44,1.31,0.36,5.4,0.17,154.3,386.59,1.02,3.88,0.45,11.21,5
red,6.9,0.4,0.37,8.9,0.42,244.51,148.0,1.01,3.58,0.49,8.94,5
white,4.9,1.29,0.34,54.46,0.16,56.05,343.68,1.0,3.24,0.4,10.1,5
white,6.3,0.33,0.17,18.46,0.066,204.67,148.67,1.0,3.71,0.51,8.8,5
white,7.0,1.5,0.82,46.69,0.043,85.5,238.15,0.9904700000000001,2.88,1.94,11.85,6
white,7.14,0.4,0.3,62.09,0.26,45.0,122.0,0.9917799999999999,3.13,0.52,10.19,7
white,15.07,0.33,0.04,62.17,0.47,36.0,323.96,1.01,3.59,0.51,8.66,5
white,6.24,0.16,0.37,2.6,0.22,176.07,370.1,1.03,3.38,1.25,9.57,6
white,5.4,0.24,0.18,38.69,0.05,126.83,145.0,0.9920700000000001,2.77,0.46,13.75,5
red,8.54,1.27,0.36,58.71,0.026000000000000002,63.09,67.31,0.99,3.53,1.32,13.86,5
white,9.52,1.09,0.29,7.1,0.02,43.94,110.0,1.02,3.81,1.89,12.31,6
white,10.34,0.185,1.54,36.3,0.53,41.19,110.0,1.0,3.15,1.94,14.24,6
red,15.13,0.43,1.07,11.9,0.04,54.0,29.68,1.02,2.87,1.53,8.8,6
white,12.45,1.39,0.68,55.56,0.084,280.41,381.11,1.02,3.13,1.11,9.29,5
red,8.5,0.2,0.03,5.8,0.19,40.0,385.99,0.9908799999999999,3.28,0.92,13.0,7
red,6.0,1.16,1.03,23.3,0.36,262.31,116.0,1.02,3.39,0.73,12.55,7
red,9.55,0.19,0.61,12.4,0.055999999999999994,61.0,232.72,1.0,3.83,0.52,8.8,5
red,7.3,0.37,1.59,35.65,0.05,18.0,92.74,0.9930399999999999,3.1,1.34,12.68,4
red,13.34,0.185,1.45,7.1,0.44,36.0,413.7,1.0,3.26,0.8,13.15,6
white,6.3,0.39,0.51,8.46,0.54,35.0,350.12,1.0,3.04,1.37,9.4,4
white,15.86,1.07,1.61,15.77,0.06,109.38,136.59,0.99551,3.16,1.17,14.87,6
white,4.92,0.17,0.43,64.2,0.034,33.0,125.0,1.03,3.64,0.49,8.17,6
white,9.29,0.18,0.31,44.11,0.035,48.87,291.62,0.99572,2.82,0.49,14.34,7
red,6.4,0.63,1.4,60.52,0.034,264.0,364.95,0.9915200000000001,3.03,1.23,10.4,6
white,4.61,0.79,0.67,1.5,0.54,182.97,163.82,0.99,3.46,0.94,11.68,6
white,5.49,0.95,0.88,7.6,0.47,164.3,253.59,1.03,3.8,0.54,9.4,4
white,6.5,0.29,1.1,33.83,0.2,35.0,192.0,1.02,3.16,0.55,11.63,6
white,5.42,1.26,0.05,53.63,0.033,61.0,405.85,0.9903,3.19,0.7,10.79,7
