Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.595,0.15,0.15,0.8915,0.359,0.39,0.13,12
F,0.585,0.59,0.14,0.97,1.24,0.185,0.39,9
M,0.32,0.31,0.5,0.18,0.08,0.0385,0.08,6
I,0.52,0.2,0.31,0.6985,0.2945,0.1625,0.215,10
M,0.44,0.59,1.08,1.77,0.2,0.35,0.13,9
F,0.76,0.33,0.115,0.4005,0.44,0.113,0.12,8
I,0.565,0.32,0.1,0.7145,0.3055,0.56,0.18,12
F,0.29,0.4,0.85,0.94,0.361,0.213,0.335,9
I,0.11,0.07,0.175,2.62,0.391,0.2455,0.46,10
F,0.35,0.42,0.18,0.33,0.405,0.27699999999999997,0.295,16
M,0.52,0.33,0.69,1.46,0.5825,0.337,0.69,14
F,0.16,0.36,0.125,0.5065,1.07,0.61,0.16,10
I,0.32,0.24,0.075,0.1735,0.92,0.73,0.05,7
F,0.46,0.35,0.11,0.3945,0.16,0.4,0.86,9
M,0.36,0.37,0.95,0.4665,0.7,0.1015,0.155,10
M,0.69,0.35,0.18,1.1,0.87,0.6,0.1,9
I,0.415,0.53,0.115,0.3455,0.8,0.0765,0.11,9
I,0.465,0.55,0.49,2.73,0.2015,0.1625,0.04,11
F,0.46,0.4,0.135,2.42,0.31,0.17,0.17,12
M,0.415,0.07,1.08,0.3245,1.32,0.0735,0.67,8
M,0.62,0.31,0.07,1.45,0.39,0.018000000000000002,0.99,7
M,0.46,0.355,0.11,2.55,0.1805,0.1035,0.1505,10
F,0.745,0.585,0.02,1.966,0.8435,0.43700000000000006,0.66,18
F,0.16,0.3,1.03,0.3025,0.27,0.0465,0.0935,8
I,0.09,0.2,0.075,0.1225,0.38,0.0115,0.15,5
M,0.33,0.44,0.135,0.879,0.368,0.2095,0.265,10
M,0.58,0.36,0.165,1.2275,0.473,0.1965,0.08,16
M,0.61,0.13,0.165,1.12,0.4915,0.185,0.66,12
M,0.62,0.46,0.31,0.01,0.643,0.44,0.725,17
I,0.26,0.42,0.195,0.8085,1.12,0.1795,0.38,14
F,0.64,0.51,0.23,1.3905,0.61,0.21,0.88,12
M,0.22,0.32,0.2,1.8465,0.732,0.47200000000000003,0.57,19
F,0.715,0.12,0.82,2.53,0.54,0.465,0.885,17
M,0.71,0.47,0.195,1.817,0.785,0.02,0.49,11
F,0.81,0.54,0.02,0.897,0.377,0.18,0.29,9
M,0.42,0.51,0.09,0.3245,1.2,0.46,0.39,5
F,0.61,0.45,0.34,1.136,0.74,0.41,0.3,9
I,0.45,0.28,0.63,0.2735,0.85,0.061,0.81,6
I,0.54,0.275,0.085,0.2405,0.10400000000000001,0.51,0.07,5
M,0.81,0.32,0.085,2.82,1.01,0.0345,0.045,6
I,0.165,0.115,0.015,0.0145,0.05,0.003,0.005,4
M,0.12,0.62,0.075,0.1185,0.055,0.0285,0.77,7
M,0.12,0.55,0.03,0.0295,0.14,0.015,0.09,6
I,0.4,0.15,0.16,0.0385,0.0115,0.005,0.85,5
M,0.63,0.465,1.12,0.39,0.3245,0.2,0.23,10
F,0.08,0.5,0.51,1.1845,0.62,0.27399999999999997,0.88,13
M,0.39,0.45,0.185,0.925,0.342,0.19699999999999998,0.53,12
F,0.61,0.45,1.08,1.0979999999999999,0.99,0.07,0.405,20
F,0.58,0.45,0.235,0.79,0.3,0.20600000000000002,0.395,14
F,0.595,0.46,0.38,2.38,0.358,0.32,0.34,15
F,0.595,0.47,0.19,0.45,0.11,0.41,0.35,14
F,0.625,0.42,0.165,1.0595,0.81,0.165,0.445,21
M,0.67,0.42,0.165,0.9195,0.3355,0.18,0.26,16
M,0.56,0.43,0.16,0.61,0.317,0.1735,0.23,13
I,0.33,0.53,0.155,0.8085,0.2345,0.27,0.35,6
I,0.25,0.235,0.08,0.1485,0.76,0.031,0.045,6
M,0.6,0.34,0.21,0.01,1.06,0.1035,0.13,9
F,0.52,0.4,0.94,0.6865,0.295,0.1715,0.185,9
I,0.47,0.51,0.1,1.9,0.2,0.06,0.26,14
M,0.77,0.37,1.13,1.96,0.222,0.62,0.17,12
I,0.54,0.37,0.78,0.84,0.243,0.115,0.195,10
M,0.58,0.39,0.98,0.927,1.07,0.38,0.315,11
M,0.13,0.55,0.185,2.07,0.3,0.2785,0.75,15
F,0.15,0.46,0.57,1.1,0.419,0.264,0.3,14
I,0.41,0.17,0.82,0.0605,0.45,0.013999999999999999,0.02,6
M,0.11,0.325,0.11,0.3675,0.7,0.0935,0.12,13
F,0.71,0.215,0.08,1.62,1.29,0.0255,0.95,5
I,0.37,0.28,0.1,0.233,0.0905,0.17,0.99,11
I,0.34,0.305,0.4,0.3625,0.59,0.0705,0.125,10
I,0.57,0.06,0.08,1.1,0.55,0.0195,0.88,6
I,0.68,0.55,1.03,1.5959999999999999,0.525,0.4075,0.585,21
F,0.65,0.515,0.36,1.4005,0.5195,0.36,0.44,13
F,0.645,0.49,0.79,2.01,0.81,0.2285,0.51,25
M,0.57,0.35,0.1,0.9245,0.47,0.2185,0.48,19
I,0.615,0.48,0.19,0.69,1.35,0.02,0.47,18
I,0.42,0.45,0.03,0.43,1.43,0.75,0.13,7
M,0.31,0.4,0.08,0.1365,0.0565,0.0285,0.042,6
F,0.76,0.225,0.075,1.66,0.32,0.0235,0.94,5
I,0.1,0.34,0.54,0.4215,0.175,0.35,0.135,8
F,0.71,0.63,0.215,1.5765,0.5115,0.2595,0.665,16
I,0.55,0.465,0.5,1.2125,0.3245,0.205,0.525,27
M,0.48,0.505,0.2,1.6305,0.38,0.297,0.61,18
I,0.565,0.47,0.73,1.1420000000000001,0.387,0.258,0.35,17
I,0.595,0.45,0.23,1.3659999999999999,0.5065,0.21899999999999997,0.52,13
M,0.63,0.51,0.88,1.57,1.45,0.2815,0.09,17
M,0.43,0.325,0.12,0.42,0.165,0.0995,0.155,8
F,0.67,0.44,0.14,1.71,0.1965,0.1325,0.175,10
F,0.33,0.26,0.08,0.19,0.0765,0.41,0.065,7
I,0.515,0.415,0.13,0.764,0.276,0.196,0.37,13
I,0.495,0.26,0.37,0.47,0.3285,0.4,0.27,14
F,0.65,0.375,0.145,1.26,1.24,0.71,0.97,13
I,0.42,0.46,0.31,2.38,0.3395,0.45,0.2,8
I,0.23,0.465,0.175,1.035,0.401,0.1865,0.385,17
F,0.32,0.525,0.195,0.56,0.11,0.2445,0.53,13
F,0.62,0.455,0.22,0.958,0.29600000000000004,0.57,0.39,14
F,0.48,0.59,0.145,0.797,0.78,0.15,0.265,9
M,0.59,0.51,0.155,0.857,0.35600000000000004,0.174,0.81,13
I,0.355,0.28,0.23,0.2235,0.0815,0.47,0.39,7
M,0.3,0.2,0.02,0.086,0.58,0.24,0.03,7
I,0.505,0.13,0.175,0.6920000000000001,0.267,0.63,0.215,12
M,0.37,0.28,0.095,0.2225,1.32,0.051,0.075,7
M,0.36,0.43,0.97,0.7575,0.2735,0.2,0.275,13
M,0.21,0.4,0.165,1.34,0.2675,0.155,0.08,9
F,0.56,0.445,0.18,2.81,0.3575,0.27,0.61,9
F,0.595,0.48,0.78,1.0965,0.419,0.75,0.35,17
I,0.57,0.26,0.76,2.11,0.97,0.1845,0.83,14
M,0.76,0.48,0.49,0.67,0.4125,0.07,0.415,13
F,0.58,0.435,0.75,1.1059999999999999,0.38,0.44,0.13,15
M,0.23,0.19,0.19,2.56,0.82,0.14,0.4,17
I,0.46,0.37,0.95,0.41,0.225,0.0745,0.1,8
F,0.4,0.36,0.115,2.69,0.2105,0.105,0.33,8
M,0.15,0.26,0.31,2.5,0.068,0.09,0.125,12
M,0.435,0.32,0.71,0.3785,0.48,0.0915,0.125,11
F,0.11,0.22,0.11,0.486,0.93,0.12,0.185,7
I,0.465,0.26,0.13,0.65,0.2105,0.1185,0.47,10
M,0.355,0.21,0.1,0.2275,0.0935,0.0455,0.085,11
F,0.15,0.31,0.2,2.48,0.192,0.46,0.43,9
F,0.38,0.325,0.78,2.43,0.12,0.07400000000000001,0.89,10
M,0.61,0.41,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
M,0.08,0.2,0.09,0.2225,0.083,0.053,0.075,6
F,0.28,0.5,0.165,1.9,0.69,0.2495,0.315,12
M,0.34,0.59,0.2,1.5455,1.19,0.41,0.415,11
F,0.6,0.485,0.1,1.2675,0.4995,0.68,0.38,13
F,0.57,0.46,0.17,1.1,0.28,0.54,0.38,14
M,0.645,0.57,0.2,1.4285,0.639,0.305,0.16,11
I,0.65,0.495,0.28,1.7930000000000001,0.8005,0.33899999999999997,0.53,14
F,0.37,0.395,0.145,0.6,1.12,0.39,0.24,12
M,0.52,0.38,0.85,0.5825,0.2505,0.1565,0.175,8
M,0.495,0.23,0.165,1.83,0.264,0.134,0.84,13
F,0.43,0.335,0.12,0.406,0.07,0.0935,0.97,8
F,0.54,0.465,0.16,1.1005,0.506,0.46,0.295,13
F,0.55,0.59,0.175,1.37,0.3155,0.1825,0.72,10
I,0.585,0.49,0.16,1.65,0.09,0.17600000000000002,0.12,11
F,0.57,0.455,0.16,0.9215,0.312,0.53,0.3,17
M,0.62,0.11,0.08,1.456,0.581,0.2875,0.32,13
I,0.17,0.22,0.44,0.893,0.2745,0.48,0.345,14
F,0.72,0.52,0.9,2.226,1.37,0.59,0.58,13
F,0.635,0.51,0.87,1.2125,0.5735,0.261,0.22,14
F,0.2,0.48,0.175,1.23,0.391,0.64,0.8,15
F,0.63,0.445,0.42,0.8525,0.3465,0.18899999999999997,0.43,13
I,0.57,0.45,0.16,0.8615,0.3725,0.52,0.92,12
M,0.44,0.18,0.21,0.84,0.511,0.3,0.52,18
F,0.73,0.33,0.17,0.8705,0.4,0.21899999999999997,0.25,14
M,0.41,0.2,0.21,0.52,0.6535,0.2835,0.58,15
F,0.29,0.52,0.7,0.18,0.519,0.47,0.28,13
M,0.695,0.57,0.2,1.29,0.28,0.54,0.64,15
M,0.655,0.525,0.185,1.2590000000000001,0.48700000000000004,0.2215,0.38,20
F,0.65,0.48,0.23,1.0935,1.07,0.245,0.8,14
F,0.6,0.475,0.5,1.1805,1.17,0.2475,0.43,19
M,0.51,0.405,0.15,0.7175,0.04,0.158,0.72,9
M,0.525,0.4,0.45,0.7575,0.3305,0.1,0.85,10
F,0.81,0.28,0.48,0.48700000000000004,0.71,0.0965,0.64,9
I,0.09,0.415,0.14,0.5705,0.25,0.55,0.185,8
F,0.495,0.385,0.54,0.6905,0.3125,0.179,0.15,10
I,0.435,0.26,0.79,1.65,0.221,0.11199999999999999,0.35,7
I,0.405,0.315,0.63,0.34700000000000003,0.65,0.0785,0.1,9
F,0.42,0.33,0.64,0.35200000000000004,0.1635,0.08900000000000001,0.1,9
F,0.5,0.395,0.91,0.7145,0.3235,0.21,0.41,9
M,0.23,0.54,0.105,2.68,1.19,0.73,0.1,7
M,0.33,0.07,0.12,0.18,0.94,0.036000000000000004,0.38,6
F,0.66,0.475,0.155,0.57,0.04,0.42,0.285,10
I,0.325,0.55,0.75,2.44,1.23,0.68,0.065,6
M,0.21,0.43,0.91,0.563,0.2,0.1205,0.65,10
F,0.17,0.3,0.09,2.36,0.1545,0.075,0.2,9
I,0.34,0.26,0.09,0.87,1.16,0.0525,0.055,6
M,0.525,0.425,0.79,2.14,0.3335,0.1465,0.22,12
M,0.35,0.415,0.145,1.48,0.3325,0.68,0.58,10
F,0.6,0.37,0.93,0.8075,0.322,0.11,0.04,13
M,0.23,0.4,0.56,0.578,0.75,0.4,0.71,8
I,0.16,0.325,0.1,0.22,0.16699999999999998,0.08,0.125,7
I,0.4,0.385,0.51,2.37,1.03,0.1,0.165,8
F,0.48,0.405,0.13,0.56,0.41,0.4,0.99,10
F,0.52,0.39,0.73,0.813,0.385,0.33,0.23,10
M,0.46,0.375,0.13,2.14,0.2505,0.11900000000000001,0.8,9
F,0.58,0.455,0.12,0.94,0.87,0.257,0.98,11
F,0.59,0.49,0.135,1.88,0.42200000000000004,0.2245,0.57,11
F,0.55,0.415,0.135,0.81,0.302,0.07,0.26,23
M,0.31,0.36,0.165,1.1445,0.485,0.29,0.365,12
I,0.465,0.64,0.135,2.17,0.2225,0.75,0.23,16
F,0.455,0.355,0.35,0.515,0.17,0.46,0.65,11
F,0.35,0.375,0.14,0.5795,0.17,0.16399999999999998,0.195,13
F,0.14,0.39,0.11,0.384,0.14300000000000002,0.1005,0.125,13
F,0.62,0.265,0.11,2.17,1.09,0.14,0.085,7
I,0.315,0.46,0.07,0.13699999999999998,1.03,0.0315,0.81,8
M,0.595,0.34,0.145,0.991,0.4035,0.1505,0.78,16
F,0.58,0.475,0.39,0.925,0.391,0.165,0.4,14
M,0.575,0.435,0.1,0.96,0.293,0.1625,0.89,17
M,0.535,0.44,0.155,0.8915,0.53,0.177,0.25,13
M,0.59,0.59,1.09,2.37,0.2505,0.16,0.29,13
F,0.505,0.6,0.36,1.06,0.251,0.74,0.2,12
F,0.78,0.395,0.83,2.54,0.2695,0.153,0.98,15
I,0.59,0.31,0.1,0.2875,1.04,0.0635,0.7,10
I,0.69,0.51,0.135,0.5545,0.213,0.0925,0.215,14
M,0.11,0.435,0.65,0.7365,0.14,0.61,0.41,12
I,0.395,0.325,0.105,1.91,0.53,0.59,0.31,8
I,0.08,0.33,0.19,1.496,0.5775,0.2815,0.475,17
F,0.28,0.5,0.105,0.3605,1.47,0.08199999999999999,0.1,10
F,0.43,0.345,0.68,1.04,0.0925,0.44,0.01,11
F,0.475,0.6,1.07,0.53,0.76,0.31,0.38,13
F,0.44,0.425,0.145,0.54,0.7,0.209,0.59,15
M,0.48,0.39,0.145,0.5825,0.4,0.02,0.87,15
I,0.42,0.345,0.115,0.3435,0.96,0.0795,0.115,9
M,0.59,0.07,0.155,0.9059999999999999,0.327,0.4,0.335,15
F,0.43,0.42,0.95,1.32,1.0,0.34,0.59,9
F,0.695,0.55,0.46,1.5515,0.5660000000000001,0.3835,0.445,13
F,0.8,0.6,0.5,2.526,0.9329999999999999,0.59,0.62,23
F,0.19,0.49,0.15,1.103,0.425,0.2025,0.36,23
F,0.565,0.52,0.175,0.9570000000000001,0.3885,0.5,0.52,18
M,0.56,0.455,0.26,0.86,0.4015,0.06,0.59,11
M,0.655,0.4,1.02,1.62,0.6275,0.358,0.31,17
M,0.64,0.52,0.64,1.4069999999999998,0.5660000000000001,0.304,0.455,17
F,0.75,0.47,0.17,0.9,0.355,0.55,0.25,11
I,0.31,0.41,0.09,0.1455,1.45,0.0315,0.47,7
I,0.22,0.185,0.28,0.075,1.08,0.16,0.21,6
I,0.17,0.125,0.055,0.0235,0.82,0.02,0.69,6
M,0.67,0.55,0.94,1.35,0.47200000000000003,0.2455,0.4,21
I,0.3,0.565,0.195,1.6,0.61,0.57,0.99,17
F,0.56,0.55,0.125,2.78,1.33,0.43,0.81,13
M,0.505,0.4,0.13,0.764,0.58,0.18899999999999997,0.77,11
M,0.18,0.43,0.55,2.04,0.66,0.1945,0.2515,16
F,0.27,0.36,0.97,1.25,1.42,0.64,0.149,9
F,0.44,0.46,0.81,0.631,0.2765,0.111,0.02,12
M,0.59,0.61,0.16,0.9455,0.3815,0.184,0.27,19
M,0.7,0.53,0.56,1.3185,0.5479999999999999,0.69,0.42,18
F,0.72,0.16,0.175,1.7265,0.14,0.3415,0.74,17
M,0.62,0.495,0.15,1.7,0.4825,0.242,0.31,11
M,0.74,0.44,0.135,2.14,0.3805,0.12,0.48,13
M,0.575,0.47,0.15,1.1415,0.99,0.204,0.42,13
I,0.48,0.53,0.125,1.0270000000000001,0.391,0.34,0.94,17
F,0.2,0.08,0.21,0.16,0.13,0.57,0.41,20
F,0.31,0.525,0.93,1.31,0.601,0.3,0.17,13
I,0.23,0.44,0.175,2.26,1.11,0.59,0.265,11
M,0.55,0.36,1.05,0.7895,0.34299999999999997,0.159,0.25,12
F,0.66,0.525,0.205,1.3665,0.5005,0.51,0.41,18
F,0.59,0.475,0.195,2.31,1.3,0.1905,0.305,18
F,0.22,0.47,0.7,1.28,0.08,0.44,0.14,15
F,0.38,0.505,0.46,1.065,0.4595,0.16,0.315,12
M,0.695,0.21,0.45,2.16,1.15,0.435,0.5,19
M,0.65,0.3,0.17,1.2425,0.48700000000000004,0.67,0.48,15
F,0.72,0.48,0.96,1.03,0.8045,0.02,0.35,16
M,0.56,0.55,1.01,1.43,0.3545,0.2175,0.3,12
I,0.42,0.47,0.115,0.77,0.1625,0.6,0.105,8
M,0.18,0.125,0.88,0.42,0.55,0.0055,0.01,3
I,0.405,0.325,0.26,1.54,1.45,0.0725,0.11,12
F,0.5,0.405,0.38,0.5965,1.01,0.0,0.185,12
M,0.435,0.335,1.06,0.38299999999999995,0.1555,0.0675,0.46,12
M,0.27,0.275,0.09,0.2065,0.66,0.043,0.07,10
F,0.43,0.65,0.8,0.382,0.154,0.58,0.109,8
I,0.535,0.41,0.61,0.6315,0.56,0.1415,0.1815,12
I,0.53,0.45,0.115,0.3285,1.19,0.051,0.106,12
F,0.36,0.21,0.09,0.86,0.57,0.037000000000000005,0.0735,10
M,0.21,0.135,0.26,0.46,0.011000000000000001,0.0075,0.01,5
M,0.21,0.44,0.025,0.024,0.009000000000000001,0.39,0.0075,5
I,0.525,0.57,0.39,1.4,0.3225,0.27,0.215,11
F,0.53,0.39,0.11,0.6005,0.2265,0.131,0.21,16
I,0.44,0.36,0.105,0.4285,0.78,0.1,0.132,11
F,0.26,0.345,0.82,1.66,0.1905,0.52,0.17,12
F,0.65,0.365,0.14,0.6195,0.2595,0.57,0.177,14
M,0.47,0.12,0.135,0.5670000000000001,1.38,0.1465,0.1525,11
M,0.41,0.08,0.1,1.94,0.2495,0.02,0.62,10
M,0.42,0.34,0.125,0.4495,0.165,0.14,0.14400000000000002,11
F,0.455,0.35,0.3,0.4485,0.45,0.17,0.1335,16
M,0.37,0.41,0.24,2.19,1.33,0.55,0.069,10
M,0.33,0.25,1.01,0.19699999999999998,1.48,0.14,0.0605,10
I,0.14,0.22,0.53,1.51,0.057,0.0335,0.043,7
I,0.625,0.17,0.46,1.67,0.89,0.38,0.38,14
I,0.42,0.48,0.32,1.0385,0.4435,0.24,0.32,14
I,0.21,0.1,0.01,0.972,0.40399999999999997,0.64,0.35,14
I,0.59,0.22,0.68,1.3315,0.5805,0.52,0.435,17
F,0.5,0.385,0.31,0.67,0.3795,0.161,0.64,14
F,0.53,0.43,0.17,0.64,0.35,0.58,0.32,17
M,0.445,0.33,0.1,0.43700000000000006,1.12,0.19,0.17,13
F,0.585,0.24,1.08,0.6,0.3,0.146,0.57,12
I,0.81,0.55,0.165,2.6,0.159,0.105,0.14,16
F,0.43,0.15,0.65,0.63,0.22,0.1,0.045,10
I,0.555,0.5,0.17,0.8435,0.17,0.1905,0.3,15
M,0.655,0.515,0.145,0.81,0.5265,0.28300000000000003,0.315,15
I,0.64,0.62,0.185,1.0170000000000001,0.3515,0.67,0.32,10
I,0.54,0.43,0.82,2.37,1.04,0.297,0.395,12
I,0.62,0.07,0.31,1.46,0.87,0.3045,0.47,15
F,0.64,0.5,0.02,1.0705,0.46,0.29,0.36,8
F,0.505,0.47,0.115,0.5895,0.2635,0.12,0.73,10
M,0.16,0.395,0.12,0.8,0.2165,0.1085,0.43,9
M,0.31,0.245,0.24,0.15,0.0525,0.15,0.048,7
F,0.48,0.38,0.23,0.6509999999999999,0.2935,0.19,0.17,12
I,0.72,0.305,0.12,0.28,1.34,0.0785,0.0955,9
M,0.47,0.315,0.71,0.287,0.1135,0.037000000000000005,0.85,10
F,0.32,0.315,0.125,0.3525,0.16,0.49,0.13,18
I,0.3,0.14,0.06,1.73,1.18,0.033,0.46,11
F,0.465,0.35,0.36,0.494,0.1945,0.14,0.155,18
I,0.465,0.36,0.93,0.32,0.18,0.1125,0.16,10
F,0.34,0.255,0.085,0.2145,0.1,0.0465,0.06,13
F,0.52,0.06,0.16,2.18,0.2105,0.53,0.59,15
F,0.22,0.365,0.13,0.4805,0.1905,0.17,0.1475,12
F,0.76,0.35,0.11,0.321,0.83,0.08,0.095,10
M,0.26,0.61,0.065,0.096,0.044000000000000004,0.027000000000000003,0.53,6
I,0.575,0.31,0.35,0.9315,1.05,0.2145,0.21,13
F,0.79,0.435,0.55,2.76,0.2715,0.168,0.83,14
M,0.26,0.19,0.15,0.0945,0.0445,0.59,0.03,6
F,0.53,0.59,0.87,0.6695,0.12,0.151,0.65,10
F,0.34,0.255,0.48,0.213,1.28,0.034,0.07,9
I,0.54,0.59,0.14,0.525,0.1775,0.115,0.185,11
I,0.79,0.23,0.18,1.3119999999999998,0.529,0.2485,0.485,18
F,0.61,0.38,0.165,1.087,1.39,0.07,0.38,11
F,0.66,0.58,0.18,2.35,0.9,0.3365,0.22,16
I,0.5,0.5,0.65,1.319,0.83,0.31,0.83,16
M,0.34,0.38,0.135,0.579,0.20800000000000002,0.1095,0.22,14
M,0.515,0.4,0.79,0.8175,0.21,0.156,0.3,23
I,0.67,0.24,0.095,2.32,0.062,0.42,0.46,9
F,0.65,0.29,0.17,0.37,0.258,0.1755,0.77,16
M,0.08,0.53,0.1,1.18,0.76,0.051,0.51,9
F,0.465,0.355,0.125,1.07,0.2025,0.12,0.145,13
M,0.77,0.19,0.99,0.879,0.42,0.20800000000000002,0.255,10
M,0.475,0.355,0.125,0.4625,1.22,0.107,0.145,9
F,0.14,0.335,0.14,0.4565,0.1785,0.114,0.14,11
F,0.5,0.355,0.14,0.528,1.35,0.149,0.15,9
I,0.27,0.38,0.66,0.5835,0.2295,0.22,0.05,12
F,0.1,0.435,0.17,2.39,0.2875,0.1645,0.6,14
F,0.275,0.205,0.4,1.44,0.036000000000000004,0.0185,0.03,6
F,0.51,0.265,0.84,0.91,1.06,0.36,0.6,7
F,0.37,0.09,0.28,0.1,0.85,0.0585,0.0835,9
F,0.42,0.42,0.125,2.38,0.18600000000000003,0.11,0.145,10
M,0.35,0.31,0.47,0.198,0.0725,0.35,0.21,10
M,0.395,0.305,0.21,0.04,1.07,0.51,0.096,9
I,0.5,0.3,0.08,0.0995,0.2,0.12,0.59,8
I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.87,5
I,0.235,0.17,0.29,0.0625,1.19,0.013999999999999999,0.22,6
I,0.25,0.18,0.06,0.073,0.027999999999999997,0.17,0.0225,5
I,0.25,0.63,0.065,2.29,0.027000000000000003,0.0185,0.95,5
I,0.2,0.145,0.85,0.036000000000000004,0.24,0.008,0.011000000000000001,4
F,0.585,0.47,1.07,0.23,0.23,0.37,0.15,20
M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14
M,0.21,0.48,0.08,0.768,0.84,0.095,0.5,13
M,0.44,0.49,0.08,2.31,0.14400000000000002,0.0,0.13,8
I,0.17,0.405,0.65,0.8505,0.312,0.146,0.19,17
M,0.3,0.28,0.14,0.82,0.276,0.23,0.9,11
F,0.62,0.39,0.18,0.7090000000000001,0.275,0.168,0.2,11
I,0.425,0.325,0.12,1.78,0.142,0.1065,0.105,9
M,0.8,0.63,0.67,0.83,0.08,0.74,0.02,16
M,0.37,0.16,0.08,0.22699999999999998,0.09300000000000001,0.22,0.27,8
I,0.42,0.4,0.13,0.8245,0.07,0.69,0.35,13
M,0.615,0.55,0.17,1.1825,0.474,0.2895,0.4,11
M,0.565,0.44,0.62,2.11,0.39299999999999996,0.55,0.375,20
M,0.645,0.515,1.01,1.6115,0.6745,0.384,0.385,14
F,0.69,0.47,0.57,1.2985,0.5135,0.34299999999999997,0.32,14
I,0.605,0.49,0.145,2.06,0.517,0.06,0.31,14
F,0.59,0.455,0.165,1.161,0.1,0.2455,0.89,12
F,0.645,0.485,0.57,2.62,0.67,0.51,0.38,18
M,0.26,0.32,0.155,1.008,1.25,0.193,0.34,13
F,0.78,0.355,0.89,0.441,0.1525,0.1165,0.44,8
M,0.5,0.25,0.155,1.77,0.2025,0.07,0.67,14
I,0.11,0.425,0.145,0.7,0.38,0.1905,0.99,13
M,0.35,0.285,0.095,1.17,0.8,0.06,0.08,8
M,0.61,0.4,0.165,0.8565,1.23,0.201,0.81,12
M,0.81,0.33,0.175,0.8975,0.66,0.24100000000000002,0.275,14
M,0.08,0.36,0.14,0.6105,0.1955,0.107,0.235,14
M,0.355,0.15,0.04,0.1925,0.077,0.038,0.065,8
F,0.32,0.4,0.145,0.6635,0.76,0.65,0.55,13
F,0.63,0.51,0.185,0.15,0.5115,0.349,0.3065,11
M,0.5,0.385,0.145,0.7615,0.24600000000000002,0.33,0.06,14
M,0.49,0.09,0.135,0.5920000000000001,1.36,0.096,0.1835,15
M,0.6,0.2,0.115,0.39,0.163,0.087,0.58,7
F,0.515,0.395,0.165,0.7565,0.1905,0.19,0.3205,10
M,0.67,0.53,1.11,1.8,0.06,0.39,0.66,11
F,0.42,0.4,0.67,0.2865,0.115,0.0735,0.19,8
M,0.48,0.305,0.13,0.2935,0.02,0.0675,0.105,9
M,0.51,0.36,0.16,0.5670000000000001,0.62,0.47,0.225,12
F,0.22,0.4,0.37,0.6245,0.215,0.2065,0.86,15
M,0.505,0.38,0.55,0.8415,0.2715,0.1775,0.285,12
I,0.495,0.4,0.14,0.7775,0.2015,0.18,0.04,15
M,0.21,0.51,0.145,0.44,0.2815,0.213,0.26,19
M,0.37,0.39,0.125,0.87,1.25,0.67,0.92,12
I,0.33,0.26,0.76,2.3,1.03,0.68,0.07,9
I,0.285,0.06,0.21,0.109,0.044000000000000004,0.1,0.033,5
I,0.3,0.3,0.075,0.127,0.052000000000000005,0.24,0.0345,6
I,0.31,0.49,0.105,0.2885,0.11800000000000001,0.065,0.083,6
M,0.21,0.38,0.73,1.11,0.0745,0.5,0.0525,6
I,0.23,0.3,0.075,1.98,0.059000000000000004,0.64,0.02,7
F,0.415,0.46,0.02,0.4665,0.2285,0.1065,0.114,7
M,0.19,0.56,1.07,1.42,0.01,0.0705,0.095,6
I,0.415,0.55,0.09,2.04,0.175,0.14,0.24,6
I,0.21,0.32,0.74,2.3,0.1745,0.52,0.54,8
I,0.425,0.31,0.25,1.98,0.159,0.04,0.105,6
M,0.46,0.375,0.11,0.5,0.06,0.36,0.13,8
M,0.12,0.31,0.93,1.1,0.259,0.1445,0.175,8
F,0.47,0.06,0.11,0.8,1.14,0.115,0.8,8
F,0.69,0.375,0.12,0.6015,0.95,0.33,0.135,8
I,0.475,0.365,0.47,1.59,0.2505,0.0975,0.1625,10
M,0.48,0.37,0.97,0.6315,0.3445,0.1015,0.56,7
M,0.16,0.48,0.13,0.7715,0.04,0.16,0.33,8
I,0.66,0.49,1.08,2.62,0.08,0.62,0.172,7
I,0.525,0.13,0.19,0.69,0.4625,0.1725,0.19899999999999998,9
M,0.13,0.42,0.18,2.39,0.14,0.1,0.2235,9
F,0.545,0.45,0.15,2.28,0.387,0.15,0.21,11
F,0.77,0.41,0.15,0.49,0.4475,0.2355,0.26,9
M,0.64,0.46,0.18,1.145,0.48,0.27699999999999997,0.325,11
M,0.59,0.23,0.16,2.26,1.41,0.2215,0.73,9
M,0.59,0.13,0.16,1.262,0.5685,0.41,0.42,9
M,0.595,0.49,0.09,1.47,0.48200000000000004,0.2015,0.46,10
F,0.6,0.475,0.1,2.15,1.4,0.191,0.99,9
F,0.6,0.28,0.155,0.09,0.6235,0.15,0.35,8
F,0.6,0.18,0.165,1.1405,0.53,0.2,0.74,9
M,0.38,0.475,0.175,2.81,0.5395,0.275,0.41,10
F,0.625,0.61,0.8,0.02,0.06,0.63,0.33,10
M,0.81,0.39,0.185,1.3619999999999999,0.88,0.67,0.27,10
M,0.45,0.585,0.195,2.31,0.7225,0.16,0.15,12
I,0.64,0.11,0.18,1.4995,1.31,0.33,0.431,11
F,0.71,0.545,0.165,2.28,0.54,0.299,0.513,12
M,0.66,0.44,0.5,0.46,0.6725,0.3615,0.4065,11
